"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"WIRELESS ISFET PH SENSOR NETWORK FOR OFFSHORE MICROALGAE CULTIVATION","Malinowski, John and Wiley, Patrick and Trent, Jonathan and Geiger, Emil J.","2013","NANA","Microalgae technology continues to show tremendous promise for becoming a major source of renewable transportation fuel in the coming decades. Ho Weyer, for microalgae to provide a significant fraction of the current US demand for fuel, their cultivation will be required on an enormous scale. One of the many formidable challenges that must be met to achieve this scale is the development of appropriate sensor networks to provide information about the growth conditions and the algae themselves. These sensors would monitor the heterogeneity of a) environmental parameters, such as pH, oxygen, and nutrient levels and b) algal characteristics such as size, oil content, and viability. Here we present a wireless sensor network to measure the local pH in NASA OMEGA project (Offshore Membrane Enclosures for Growing Algae). The pH is measured using Ion Sensitive Field Effect Transistor (ISFET) technology, which is more robust and has a faster response than traditional glass pH electrodes. A custom circuit drives the ISFET sensor and interfaces with an ANT wireless network system. The wireless network consists of a network hub which can service up to 8 sensor nodes and a series of relays to transmit the data to a PC. The data is logged with a custom Lab VIEW program. In this work, we demonstrate operation of this network using a single ISFET pH sensor, one hub, and two relay units. The performance of the pH sensor network is evaluated and compared in parallel with an existing wired glass electrode based pH monitoring system at the NASA OMEGA project.","Energy \& Fuels; Engineering","2013.7922","selected",""
"Cultivation study of the marine microalga Picochlorum oculatum and outdoor deployment in a novel bioreactor for high-density production of algal cell mass","Dogaris, I. and Brown, T.R. and Loya, B. and Philippidis, G.","2016","Biomass And Bioenergy","Microalgae are considered a promising source of renewable diesel and jet fuel. Currently, large-scale microalgae cultivations are performed in open ponds because of their low capital and operating costs, but they generally suffer from low cell mass yield and high risk of contamination. A novel, cost-effective, and modular horizontal bioreactor (HBR) for algae cultivation was developed, as described in the present study. The HBR was designed to keep costs low and was engineered to minimize water and energy use while enhancing CO2 and nutrient uptake. The selected marine microalgal strain, Picochlorum oculatum (Nannochloris oculata), has shown potential for biofuel production. A series of controlled indoor growth experiments was first performed to identify the appropriate P. oculatum growth conditions before demonstrating the HBR performance. Supplying CO2 continuously or by pH-control (pulsed) did not affect culture progression. Growth on urea and nitrate yielded comparable results, while ammonium was less effective. Varying inoculum size from 10% to 15% or 20% had no significant effect on lag time and final cell concentration and comparable growth was measured in the 7â€“8 pH range. The 150-L HBR's performance was successfully demonstrated outdoors by growing P. oculatum at the identified growth conditions selected to reduce operating costs (pH-controlled CO2, pH 7.5, 10% inoculum, and nitrate). High-density growth was achieved without any contamination issues in outdoor HBR cultivations over 68 days in central Florida during two consecutive growth cycles. Â© 2016 Elsevier Ltd",NA,"2016.1762","selected",""
"Growth, protein and carbohydrate contents in Ulva rigida and Gracilaria bursa-pastoris integrated with an offshore fish farm","Korzen, L. and Abelson, A. and Israel, A.","2016","Journal Of Applied Phycology","Low-technology practices are generally the rule when cultivating marine macroalgae, and they do not necessarily comply with sustainability requirements. When integrated with other marine organisms in land-based setups, seaweed culture can be sustainable also providing environmental benefits. Major challenges of such integrated aquaculture systems, however, are in sea-based setups. The current study examined the growth rates of Ulva rigida and Gracilaria bursa-pastoris, as well as their protein and carbohydrate contents, when exposed to different distances from an offshore, fed-fish cage system. Nutrient levels in seawater were consistently high downstream from the fish cages, significantly enhancing the specific growth rates and cellular contents of starch and soluble protein in these two seaweeds. Specifically, daily maximal growth rates were 17Â %Â dayâˆ’1 for U. rigida and 10Â %Â dayâˆ’1 for G. bursa-pastoris, maximal starch contents were 22 and 21Â %, respectively, and maximal protein contents were on a dry weight basis 7 and 13Â %, respectively. When repositioned at low ambient nutrient levels for 48Â h, the starch and the carbohydrate levels increased by 129 and 131Â % for U. rigida and by 198 and 150Â % for G. bursa-pastoris, respectively. Altogether, this study supports implementing future viable mean of sustainable macroalgae cultivation by taking advantage of excessive nutrients released from an offshore fish farm. Â© 2015, Springer Science+Business Media Dordrecht.",NA,"2016.11256","selected",""
"Economic analysis of microalgae biodiesel production in a small-scale facility","Branco-Vieira, M. and Mata, T. M. and Martins, A. A. and Freitas, V, M. A. and Caetano, N. S.","2020","Energy Reports","Industrial production and commercialization of biodiesel from microalgae have become a good alternative to conventional feedstock. Microalgae show high growth rate and carbon sequestration and can be easily cultivate in fresh and/or marine water, using non-arable soil. This study aims to analyze the technical and economic feasibility of biodiesel production from Phaeodactylum tricornutum, using an algae biomass production scaled-up scenario, considering local reality prices and available technologies. The model assumes 80,000 m(3) of microalgae cultivation, in a set of bubble column photobioreactors installed on 15.247 ha of land, reaching a total of 1,811 tons of microalgae biomass and 171,705 L of biodiesel per year. The production cost estimated for microalgae biomass is 2.01 (sic) kg(-1) and for biodiesel is 0.33 (sic) L-1. The ROI calculated for the project is 10\% with a 10 years' payback time and an EBITDA of 588,139 (sic) year(-1). Despite the project's viability in the medium term, the cost of producing microalgae biodiesel remains high when compared to fossil fuels. Thus, unless greater technological maturity is achieved to make the process more economical, it will not be viable in the short term. (C) 2020 The Authors. Published by Elsevier Ltd.","Energy \& Fuels","2020.2529","selected",""
"The prospects for sustainable biodiesel production in Jordan","Hamdi, J. and Al-Rub, F.A. and Hamdi, N.","2010","2010 1st International Nuclear And Renewable Energy Conference, Inrec'10","This article addresses the feasibility of commercial biodiesel production in Jordan as an alternative fuel source. The study suggests that the most effective method of producing biodiesel in a country like Jordan could be based on large-scale microalgae cultivation. Since many strains of microalgae exist, it would first be necessary to identify the species most appropriate for growth in the Jordanian climate, and, second, to develop an affordable cultivation media based on locally-available ingredients. Because of the tremendous positive impact the success of this project would have on the local and national economy, the Jordanian government should also consider the establishment an algae biotechnology research center focusing on production of recombinant algal strains that grow rapidly and yield greater amounts of lipids. The southern part of Jordan, near Aqaba, provides a warm climate year-round, plentiful sea water, and a wealth of naturally-available minerals for enrichment of the cultivation media. A suitable bioreactor design is necessary for the continuous cultivation of the algae; the bioreactor should be coupled with a chemical/biochemical reaction stage for the large-scale transesterification required for conversion of the oil into biodiesel. Finally, it would also be advantageous to set up a carbon-neutral biodiesel-based electric generation power plant close by to supply power to neighboring cities while carbon emissions serve as a source of CO2 for the microalgal production cycle. Microalgae-derived biodiesel would serve as a renewable and nearly carbon-neutral source of energy. This paper addresses the key steps in the production cycle that would optimize the oil yield and biodiesel production capacity from microalgae.",NA,"2010.8045","selected",""
"Omega-7 producing alkaliphilic diatom Fistulifera sp. (Bacillario-phyceae) from Lake Okeechobee, Florida","Berthold, David Erwin and de la Rosa, Nina and Engene, Niclas and Jayachandran, Krish and Gantar, Miroslav and Laughinghouse, Haywood Dail and Shetty, Kateel G.","2020","Algae","Incorporating renewable fuel into practice, especially from algae, is a promising approach in reducing fossil fuel dependency. Algae are an exceptional feedstock since they produce abundant biomass and oils in short timeframes. Algae also produce high-valued lipid products suitable for human nutrition and supplement. Achieving goals of producing algae fuels and high-valued lipids at competitive prices involves further improvement of technology, especially better control over cultivation. Manipulating microalgae cultivation conditions to prevent contamination is essential in addition to promoting optimal growth and lipid yields. Contamination of algal cultures is a major impediment to algae cultivation that can however be mitigated by choosing extremophile microalgae. This work describes the isolation of alkali-tolerant / alkaliphilic microalgae native to South Florida with ideal characteristics for cultivation. For that purpose, water samples from Lake Okeechobee were inoculated into Zarrouk's medium (pH 9-12) and incubated for 35 days. Selection resulted in isolation of three strains that were screened for biomass and lipid accumulation. Two alkali-tolerant algae Chloroldium sp. 154-1 and Chlorella sp. 154-2 were poor lipid accumulators. One of the isolates, the diatom Fistulifera sp. 154-3, was identified as a lipid accumulating, alkaliphilic organism capable of producing 0.233 g L-1 d(-1) dry biomass and a lipid content of 20-30\% dry weight. Lipid analysis indicated the most abundant fatty acid within Fistulifera sp. was palmitoleic acid (52\%), or omega-7, followed by palmitic acid (17\%), and then eicosapentanoic acid (15\%). 18S rRNA phylogenetic analysis formed a well-supported Glade with Fistulifera species.","Plant Sciences; Marine \& Freshwater Biology","2020.3229","excluded","exclude because the microalgae came from a lake"
"Environmental assessment of co-location alternatives for a microalgae cultivation plant: a case study in the city of Kingston (Canada)","Collotta, Massimo and Champagne, Pascale and Mabee, Warren and Tomasoni, Giuseppe and Alberti, Marco and Busi, Leonardo and Leite, Gustavo B.","2016","NANA","In recent years there has been growing interest in the use of microalgae as a feedstock for biofuels, particularly for biodiesel. The production process of biodiesel from microalgae generally consists of five different phases: cultivation, harvesting, drying, lipid extraction and transesterification. While existing technologies are available to undertake each of these phases, the process would benefit from enhanced sustainability achieved by reducing environmental impact and costs. One process innovation currently under consideration is the use of waste products as inputs to the process, including CO2 captured from industrial flue gas, or nutrients from wastewater. These could be employed in algae cultivation. The co-location of an algae cultivation plant with other industrial facilities, such as a cement plant or a wastewater treatment facility, could result in significantly reduced atmospheric emissions and improve wastewater effluent discharges. A comparative life cycle assessment approach is used to examine two different, realistic alternatives for the co-location of an algae cultivation plant with an existing cement plant or wastewater treatment facility near Kingston, Ontario, Canada. The study seeks to identify a preferred siting option from the perspective of minimizing environmental impacts. The first alternative involves the co-location with the Lafarge Cement plant, on the north shore of Lake Ontario, near Bath Ontario. The second alternative consists in the co-location with the Ravensview wastewater treatment facility east of the city of Kingston on the St. Lawrence River. The algae production plant is based on an open pond technology and is assumed to have a production capacity of about 120 tons of dry microalgal biomass per year. (C) 2016 The Authors. Published by Elsevier Ltd.","Science \& Technology - Other Topics; Energy \& Fuels; Environmental Sciences \& Ecology","2016.2344","excluded","exclude because it is cultivated in a lake"
"Wave attenuation by suspended canopies with cultivated kelp (Saccharina latissima)","Zhu, L. and Lei, J. and Huguenard, K. and Fredriksson, D.W.","2021","Coastal Engineering","Many kelp aquaculture farms consist of moored arrays of long horizontal lines that grow kelp near the water surface. Most kelp farms are deployed in the same direction of wave propagation. However, with numerous longlines of densely grown kelp, these farms may have the potential to attenuate waves if installed perpendicular to the direction of wave propagation. In this application, the kelp farm may serve as a form of nature-based coastal protection. To assess this potential, a set of 1:10 scale physical model experiments were conducted to measure the wave attenuation of a suspended kelp model. The model was scaled based on the morphological and mechanical properties of the cultivated Saccharina latissima (sugar kelp) from Saco Bay, Maine, USA. Experimental results demonstrated that suspended blades have asymmetric oscillatory motions with more bending in the opposite direction of wave propagation. Due to severe asymmetric blade motion in large waves, the suspended blade could roll over the attached line following the wave orbital motion. The results also showed that suspended kelp farms in the designed configuration with 20 longlines of 1-m-long blades and 100 blades/m have the potential attenuating wave energy by up to 33.7% under the experimental wave conditions. Based on the experimental data, empirical formulas were developed for the bulk drag coefficient (CDB) and effective blade length (le) of suspended kelp canopies for wave attenuation. To predict wave attenuation under a wider range of conditions and to identify the key parameters affecting wave attenuation, a numerical model was developed that could resolve blade motion. The benefits of resolving blade motion were to improve the model accuracy and reduce the number of experiments needed for obtaining CDB or le, which is required in the conventional wave attenuation models based on the rigid blade assumption. The results indicate that (i) the wave energy dissipation ratio (EDR defined as the ratio of the dissipated wave energy to the incident wave energy) of suspended kelp farms decreases with increased water depth, (ii) EDR is not sensitive to wave height, (iii) EDR first increases and then decreases with wavelength, and (iv) EDR increases with blade size, kelp vertical position, plant density, and the number of longlines. Therefore, the technique to improve the wave attenuation capacity of suspended kelp farms for nature-based coastal defense is to install the kelp farms in shallower water, expand the farm size by adding more longlines, locate the kelp in a higher position of the water column, grow the kelp more densely, and choose the kelp species with more rigid, wider, and longer blades/biomass. Â© 2021 Elsevier B.V.",NA,"2021.16604","selected",""
"An ecosystem approach to kelp aquaculture in the Americas and Europe","Grebe, Gretchen S. and Byron, Carrie J. and St Gelais, Adam and Kotowicz, Dawn M. and Olson, Tollef K.","2019","Aquaculture Reports","Kelp farming is increasing along the temperate coastlines of the Americas and Europe. The economic, ecological, and social frameworks surrounding kelp farming in these new areas are in contrast with the conditions of progenitor kelp farming regions in China, Japan, and Korea. Thus, identifying and addressing the environmental and social impacts of kelp farming in these regions is vital to ensuring the industry's long-term sustainability. Here, a conceptual model of the human and natural systems supporting this nascent kelp aquaculture sector was developed using Maine, USA as a focal region. Potential negative impacts of kelp aquaculture were identified to be habitat degradation, overfishing of wild seeds, predation and competition with wild fish and genes, and transmission of diseases. Increased food security, improved restoration efforts, greater fisheries productivity, and alternative livelihoods development were determined to be potential positive impacts of kelp aquaculture. Changes in biodiversity and productivity resulting from either negative or positive impacts of kelp aquaculture were confirmed to have downstream effects on local fisheries and coastal communities. Recommendations to improve or protect the ecosystem services tangential to kelp farming include: define ecosystem and management boundaries, assess ecosystem services and environmental carrying capacity, pursue ecologically and socially considerate engineering, and protect the health and genetic diversity of wild kelp beds. Recommendations to ensure that kelp farming improves the well-being of all stakeholders include: increase horizontal expansion, expand and teach Best Management Practices, and develop climate change resiliency. Additionally, an integrated management strategy should be developed for wild and farmed kelp to ensure that kelp aquaculture is developed in the context of other sectors and goals.","Fisheries","2019.970","selected",""
"Year-round sustainable biomass production potential of Nannochloris sp. in outdoor raceway pond enabled through strategic photobiological screening","Paul, Kenny and Gaikwad, Mahadev and Choudhary, Poonam and Mohan, Natarajan and Pai, Puja and Patil, Smita D. and Pawar, Yogesh and Chawande, Akshay and Banerjee, Arun and Nagle, Vinod and Chelliah, Meenakshi and Sapre, Ajit and Dasgupta, Santanu","2022","Photosynthesis Research","Microalgae cultivation utilizes the energy of sunlight to reduce carbon dioxide (CO2) for producing renewable energy feedstock. The commercial success of the biological fixation of carbon in a consistent manner depends upon the availability of a robust microalgae strain. In the present work, we report the identification of a novel marine Nannochloris sp. through multiparametric photosynthetic evaluation. Detailed photobiological analysis of this strain has revealed a smaller functional antenna, faster relaxation kinetics of non-photochemical quenching, and a high photosynthetic rate with increasing light and temperatures. Furthermore, laboratory scale growth assessment demonstrated a broad range halotolerance of 10-70 parts per thousand (PPT) and high-temperature tolerance up to 45 degrees C. Such traits led to the translation of biomass productivity potential from the laboratory scale (0.2-3.0 L) to the outdoor 50,000 L raceway pond scale (500-m(2)) without any pond crashes. The current investigation revealed outdoor single-day peak areal biomass productivity of 43 g m(-2) d(-1) in summer with an annual (March 2019-February 2020) average productivity of 20 g m(-2) d(-1) in seawater. From a sustainability perspective, this is the first report of successful round-the-year (> 347 days) multi-season (summer, monsoon, and winter) outdoor cultivation of Nannochloris sp. in broad seawater salinity (1-57 PPT), wide temperature ranges (15-40 degrees C), and in fluctuating light conditions. Concurrently, outdoor cultivation of this strain demonstrated conducive fatty acid distribution, including increased unsaturated fatty acids in winter. This inherent characteristic might play a role in protecting photosynthesis machinery at low temperatures and in high light stress. Altogether, our marine Nannochloris sp. showed tremendous potential for commercial scale cultivation to produce biofuels, food ingredients, and a sustainable source for vegetarian protein.","Plant Sciences","2022.3138","selected",""
