"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Reviews and syntheses: Ocean iron fertilization experiments - past, present, and future looking to a future Korean Iron Fertilization Experiment in the Southern Ocean (KIFES) project","Yoon, Joo-Eun and Yoo, Kyu-Cheul and Macdonald, Alison M. and Yoon, Ho-Il and Park, Ki-Tae and Yang, Eun Jin and Kim, Hyun-Cheol and Lee, Jae Il and Lee, Min Kyung and Jung, Jinyoung and Park, Jisoo and Lee, Jiyoung and Kim, Soyeon and Kim, Seong-Su and Kim, Kitae and Kim, Il-Nam","2018","Biogeosciences","Since the start of the industrial revolution, human activities have caused a rapid increase in atmospheric carbon dioxide (CO2) concentrations, which have, in turn, had an impact on climate leading to global warming and ocean acidification. Various approaches have been proposed to reduce atmospheric CO2. The Martin (or iron) hypothesis suggests that ocean iron fertilization (OIF) could be an effective method for stimulating oceanic carbon sequestration through the biological pump in iron-limited, high-nutrient, low-chlorophyll (HNLC) regions. To test the Martin hypothesis, 13 artificial OIF (aOIF) experiments have been performed since 1990 in HNLC regions. These aOIF field experiments have demonstrated that primary production (PP) can be significantly enhanced by the artificial addition of iron. However, except in the Southern Ocean (SO) European Iron Fertilization Experiment (EIFEX), no significant change in the effectiveness of aOIF (i.e., the amount of iron-induced carbon export flux below the winter mixed layer depth, MLD) has been detected. These results, including possible side effects, have been debated amongst those who support and oppose aOIF experimentation, and many questions concerning the effectiveness of scientific aOIF, environmental side effects, and international aOIF law frameworks remain. In the context of increasing global and political concerns associated with climate change, it is valuable to examine the validity and usefulness of the aOIF experiments. Furthermore, it is logical to carry out such experiments because they allow one to study how plankton-based ecosystems work by providing insight into mechanisms operating in real time and under in situ conditions. To maximize the effectiveness of aOIF experiments under international aOIF regulations in the future, we therefore suggest a design that incorporates several components. (1) Experiments conducted in the center of an eddy structure when grazing pressure is low and silicate levels are high (e.g., in the SO south of the polar front during early summer) (2) Shipboard observations extending over a minimum of similar to 40 days, with multiple iron injections (at least two or three iron infusions of similar to 2000 kg with an interval of similar to 10-15 days to fertilize a patch of 300 km(2) and obtain a similar to 2 nM concentration). (3) Tracing of the iron-fertilized patch using both physical (e.g., a drifting buoy) and biogeochemical (e.g., sulfur hexafluoride, photosynthetic quantum efficiency, and partial pressure of CO2) tracers. (4) Employment of neutrally buoyant sediment traps (NBST) and application of the water-column-derived thorium-234 (Th-234) method at two depths (i.e., just below the in situ MLD and at the winter MLD), with autonomous profilers equipped with an underwater video profiler (UVP) and a transmissometer. (5) Monitoring of side effects on marine/ocean ecosystems, including production of climate-relevant gases (e.g., nitrous oxide, N2O; dimethyl sulfide, DMS; and halogenated volatile organic compounds, HVOCs), decline in oxygen inventory, and development of toxic algae blooms, with optical-sensor-equipped autonomous moored profilers and/or autonomous benthic vehicles. Lastly, we introduce the scientific aOIF experimental design guidelines for a future Korean Iron Fertilization Experiment in the Southern Ocean (KIFES).","Environmental Sciences \& Ecology; Geology","2018.1682","selected",""
"Ocean applications for carbon dioxide sequestration","Prasad, N.T. and Murthy, K.N.V.V. and Muddada, S. and Sadhu, S. and Dharani, G. and Ramesh, S. and Phani Kumar, S.V.S. and Rao, M.B.V. and Syamsundar, A. and Atmanand, M.A.","2016","Geologic Carbon Sequestration: Understanding Reservoir Behavior","Increase in the concentration of carbon dioxide (CO2) in the atmosphere is being attributed to the adverse effects such as warming of the planet; increase in the sea level; variation in the atmospheric and ocean circulation patterns; snow cover variation; and, sea ice extent. One of the common approaches followed in the mitigation efforts is the study on the reduction of the emissions of CO2 from the major point sources such as coal fired power plants, steel plants, cement industries. Direct injection of the carbon dioxide into the deep oceans, mineral carbonation applications, in situ replacement of the gas hydrate into the carbon dioxide hydrates, micro algal sequestration and iron fertilization are some of the ocean sequestration options studied in the literature. Present chapter studies the feasibility of different ocean sequestration methods in comparison with the technological requirements for the realization of these methods. The relative merits of the methods, the technological challenges, ecological and environmental issues needing detailed studies for the application are discussed in this chapter. The experiments conducted on the mineral carbonation of industrial wastes such as steel slag using direct and indirect methods are discussed, considering the Linz-Donawitz converter slag. The carbonation efficiency for different conditions is compared and the structure of the resulting materials is analyzed. The prospective applications for coastal protective measures and artificial reef growth and the state of the art in similar applications using the concrete structure are discussed. The chapter discusses in detail the energy requirements in mineral carbonation methodology using the steel slag. Â© Springer International Publishing Switzerland 2016.",NA,"2016.14287","selected",""
"Concept design for artificial upwelling induced by natural forces","Liang, Nai Kuang","1991","Oceans (new York)","Conceptual designs of an underwater upwelling flexible pipe and a bellows pump are used to pump deep seawater by three natural forces solar heat, wind, and waves. For the solar heat, a parabolic collector and a Stirling engine are suggested as the means to convert solar energy into dynamic energy. It is estimated that a 20-30 m$+$/ collector may be enough to pump 1 CMS seawater from 300 m depth. A conventional wind mill can be selected to absorb wind energy. Six wind mills of 5 m diameter can have the same performance in a wind speed of 7 m/s, if the efficiency of the wind mill is 20%. A spar buoy is proposed to pump water by its heaving in waves. Six buoys of 1 m diameter can do the same job as the wind mills, with only 6% of the wave power is used. The buoy is cheaper and more reliable. Waves are suggested as the most promising natural force to generate an artificial upwelling.",NA,"1991.3190","selected",""
"Reviews of power supply and environmental energy conversions for artificial upwelling","Zhang, Dahai and Fan, Wei and Yang, Jing and Pan, Yiwen and Chen, Ying and Huang, Haocai and Chen, Jiawang","2016","Renewable \& Sustainable Energy Reviews","Wave energy is being increasingly regarded as a major and promising resource since the artificial upwelling was invented. There are many different ways to convert wave energy to electricity and some other energy such as the power supply for artificial upwelling in this paper. An overview of wave energy converters in artificial upwelling application as well as the power systems and environmental energy conversions for the artificial upwelling all over the world is given in this article. Some basic principles are present, assessment and advices are shown for each category. Some suggestions of the outlook of power systems and wave energy converters in air-lift artificial upwelling application are also given. (C) 2015 Elsevier Ltd. All rights reserved.","Science \& Technology - Other Topics; Energy \& Fuels","2016.11745","selected",""
"Hawaii: The Center for Pacific Ocean Resources Technology (CPORT)","Takahashi, Patrick K. and Yuen, Paul C.","1991","Oceans (new York)","The Center for Pacific Ocean Resources Technology (CPORT) will develop the national exclusive economic zone (EEZ) resources--food, minerals, fresh water, energy and habitats--in an environmentally compatible manner. The first CPORT project will be in support to Blue Revolution 2000, a 100,000 square foot floating ocean resource applications platform. In years one to three the research focus will be placed on the use of artificial upwelling for open ocean mariculture, development of marine materials, and the design of the floating test bed. Actual construction will not occur until year five, and full operations are planned for the year 2000.",NA,"1991.3193","selected",""
"An open ocean trial of controlled upwelling using wave pump technology","White, A. and BjÃ¶rkman, K. and Grabowski, E. and Letelier, R. and Poulos, S. and Watkins, B. and Karl, D.","2010","Journal Of Atmospheric And Oceanic Technology","In 1976, John D. Isaacs proposed to use wave energy to invert the density structure of the ocean and pump deep, nutrient-rich water into the sunlit surface layers. The basic principle is simple: a length of tubing attached to a surface buoy at the top, and a one-way valve at the bottom can be extended below the euphotic zone to act as a conduit for deep water. The vertical motion of the ocean forces the attached valve to open on the downslope of a wave and close on the upslope, thus generating upward movement of deep water to the surface ocean. Although Isaacs's wave-powered pump has taken many forms, from energy production to aquaculture to the more recent suggestion that artificial upwelling could be used to stimulate primary productivity and carbon sequestration, the simple engineering concept remains the same. In June 2008, the authors tested a commercially available wave pump (Atmocean) north of Oahu, Hawaii, to assess the logistics of at-sea deployment and the durability of the equipment under open ocean conditions. This test was done as part of an experiment designed to evaluate a recently published hypothesis that upwelling of water containing excess phosphate (P) relative to nitrogen (N) compared to the canonical ""Redfield"" molar ratio of 16N:1P would generate a two-phased phytoplankton bloom. The end result of this field experiment was rapid delivery (&lt;2 h for a 300-m transit) of deep water to the surface ocean followed by catastrophic failure of pump materials under the dynamic stresses of the oceanic environment. Wave-driven upwelling of cold water was documented for a period of ~17 h, with a volumetric upwelling rate of ~45 m3 h-1 and an estimated total input of 765 m3 of nutrient-enriched deep water. The authors discuss the deployment of a 300-m wave pump, the strategy to sample a biogeochemical response, the engineering challenges faced, and the implications of these results for future experiments aimed at stimulating the growth of phytoplankton. Â© 2010 American Meteorological Society.",NA,"2010.1051","selected",""
"Ocean iron fertilization and international law","Freestone, David and Rayfuse, Rosemary","2008","Marine Ecology Progress Series","Intentional ocean fertilization and the commercial sale of associated carbon offsets raise a number of issues in international law. On the one hand, states are obliged to adopt adaptation and mitigation measures to prevent dangerous climate change. On the other hand, international law obliges states to protect and preserve the marine environment and to act in a precautionary manner in the face of scientific uncertainty. In this article, we examine the application of the international Law of the Sea to ocean fertilization, with particular reference to the law's dumping regime, which prohibits the dumping of wastes or other materials from vessels into the ocean. We then examine the application of the international legal regime on climate change to ocean fertilization and assess the international legal basis for the sale of carbon offsets or carbon credits associated with ocean fertilization. We conclude that ocean fertilization is governed by the dumping regime and that its commercialization is inconsistent with international law unless and until independent, internationally peer-reviewed scientific research and assessment demonstrates that it is effective and that its benefits outweigh the risks to the marine environment.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology; Oceanography","2008.184","selected",""
"Artificial upwelling and near-field mixing of deep-ocean water effluent","Liu, C.C.K. and Sou, I.M. and Lin, H.","2003","Journal Of Marine Environmental Engineering","Deep-ocean water (DOW) at a depth of 300 m or lower is cold, nutrient-rich, and free of pathogenic bacteria. This water is considered an important natural resource. One of the fully developed technologies of DOW application is ocean thermal energy conversion (OTEC), which makes use of DOW for energy production. In recent years, the potential of DOW to enrich the open oceans and thus to increase fish yield has attracted the attention of researchers. Before this potential can be realized, however, major scientific and technological developments concerning artificial upwelling, plume mixing, and DOW stimulated bio-productivity must be achieved. This study, which is a continuation of earlier research on artificial upwelling at the University of Hawaii, investigates the effects of discharging artificially upwelled DOW into the open ocean where it is subsequently mixed with surface water. The study involves both hydraulic modeling and numerical simulation, and its objective is to control the near-field mixing of DOW effluent such that the dilution is small and the settling depth does not go below the euphotic zone. Special attention is given to wave effects on the near-field mixing processes. Research results indicate that, with proper effluent control, desirable nutrient-rich DOW plumes can be established and maintained in the open ocean.",NA,"2003.5402","selected",""
"How can stock enhancement and sea ranching help sustain and increase coastal fisheries?","Liao, IC","1999","NANA","In recent years stock enhancement and sea ranching have been recognized as two of the most essential strategies that can sustain and increase the resources of coastal fisheries. More than 100 species have been released in worldwide programmes. This chapter describes several important issues concerning stock enhancement and sea ranching. looking at both biological and non-biological aspects. Japan and Taiwan provide examples. and the most common problems in implement action are discussed. Finally. new concepts and strategies are suggested to improve overall efficiency and to increase primary productivity in ranching areas by artificial upwelling and fertilization. Future stock enhancement and sea ranching should take place within holistic fisheries management. The benefits are not only to the oceanic resources but also to human beings in general. and so we should take a global view in developing stock enhancement and sea ranching programmes.","Fisheries","1999.2323","excluded",""
"Climate change, ocean processes and ocean iron fertilization","Denman, Kenneth L.","2008","Marine Ecology Progress Series","Observations indicate that the rate of increase in concentration of atmospheric CO2 is increasing faster than projected in any of the Intergovernmental Panel on Climate Change (IPCC) emission scenarios. Several mitigation measures, referred to as `geoengineering options', have been proposed to remove CO2 from the atmosphere. To be successful, such a mitigation operation must remove `significant' CO2 from the atmosphere for many decades, be verifiable, and not cause deleterious side effects. One option, purposeful addition of iron to fertilize photosynthetic uptake Of CO2 by phytoplankton in regions of the ocean where iron is a limiting nutrient, has received considerable scientific attention. In the last 15 yr, a dozen small-scale open ocean iron fertilization experiments have been performed and a succession of models of large-scale fertilization have been developed. As successive models have become more realistic, the amounts Of CO2 forecast to be sequestered have dropped, and in all cases are small relative to the amounts Of CO2 projected to be released through fossil fuel burning over the next century for any of the IPCC emission scenarios. Possible side effects include a long term reduction in ocean productivity, alteration of the structure of marine food webs, and a more rapid increase in ocean acidity. Most importantly, increased remineralization associated with the increased downward export of organic carbon particles would result: in increased production of the third most important long-lived greenhouse gas, N2O. The magnitude of this effect is poorly known.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology; Oceanography","2008.385","selected",""
