"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Carbon migration of microalgae from cultivation towards biofuel production by hydrothermal technology: A review","He, Sirong and Barati, Bahram and Hu, Xun and Wang, Shuang","2023","Fuel Processing Technology","Carbon dioxide (CO2) emissions from fossil fuel burning are recognized as one of the major causes of climate change, particularly global warming. Thus, to reduce fossil fuels and CO2 emissions, it is essential to take preventative steps and investigate more tolerable energy options. Effective combining microalgae cultivation and hydrothermal liquefaction (HTL) technology can reduce CO2 emissions and the energy cost of algal biofuel production, making it more environmentally friendly. However, the carbon migration in processes must be considered prior to industry production. Therefore, this paper reviews the transformation of carbon, including the CO2 sequestration in microalgae cultivation, the carbon conversion in HTL and the CO2 emissions of algaederived biofuel. Including a summary of the conversion path and recovery of carbon, which are noticeably affected by parameters such as cultivation system, algae species, HTL reaction conditions (temperature, time and pretreatment methods) and upgrading catalyst. In addition, techno-economic assessments and environmental impact considerations on microalgae biofuel are reported.","Chemistry; Energy \& Fuels; Engineering","2023.474","selected",""
"Energy performance and greenhouse gas emissions of kelp cultivation for biogas and fertilizer recovery in Sweden","Pechsiri, Joseph S. and Thomas, Jean-Baptiste E. and Risen, Emma and Ribeiro, Mauricio S. and Malmstrom, Maria E. and Nylund, Goran M. and Jansson, Anette and Welander, Ulrika and Pavia, Henrik and Grondahl, Fredrik","2016","Science Of The Total Environment","The cultivation of seaweed as a feedstock for third generation biofuels is gathering interest in Europe, however, many questions remain unanswered in practise, notably regarding scales of operation, energy returns on investment (EROI) and greenhouse gas (GHG) emissions, all of which are crucial to determine commercial viability. This study performed an energy and GHG emissions analysis, using EROI and GHG savings potential respectively, as indicators of commercial viability for two systems: the Swedish Seafarm project's seaweed cultivation (0.5 ha), biogas and fertilizer biorefinery, and an estimation of the same system scaled up and adjusted to a cultivation of 10 ha. Based on a conservative estimate of biogas yield, neither the 0.5 ha case nor the up-scaled 10 ha estimates met the (commercial viability) target EROI of 3, nor the European Union Renewable Energy Directive GHG savings target of 60\% for biofuels, however the potential for commercial viability was substantially improved by scaling up operations: GHG emissions and energy demand, per unit of biogas, was almost halved by scaling operations up by a factor of twenty, thereby approaching the EROI and GHG savings targets set, under beneficial biogas production conditions. Further analysis identified processes whose optimisations would have a large impact on energy use and emissions (such as anaerobic digestion) as well as others embodying potential for further economies of scale (such as harvesting), both of which would be of interest for future developments of kelp to biogas and fertilizer biorefineries. (C) 2016 Published by Elsevier B.V.","Environmental Sciences \& Ecology","2016.4764","selected",""
"KELP FARM AND OTEC-1 UPWELLING PIPES.","Person, A.","1979","Proceedings Of The Gas Conditioning Conference","A unique version of an upwelling pipe, 1400 feet long and providing 8800 gpm flow, has been in operation for a year supplying nutrient rich bottom water to a kelp test farm moored in 1800 feet, offshore Dana Point, California. This paper presents a synopsis of the learning process that led to these designs, a summary of the more significant design results and a description of the pertinent operational results to date.",NA,"1979.2583","selected",""
"Effect of cultivation mode on microalgal growth and CO2 fixation","Zhao, B. and Zhang, Y. and Xiong, K. and Zhang, Z. and Hao, X. and Liu, T.","2011","Chemical Engineering Research And Design","The biofixation of carbon dioxide (CO2) by marine microalgae cultivation has been regarded as one of the potential to diminish the greenhouse effect and produce the biomass. To compare and select the high efficiency cultivation mode, the effect of two different cultivation modes on the performances of growth and CO2 biofixation from air for energy marine microalgae Chlorella sp. was determined in this work. In one mode the microalga was cultivated using static (open) method and in the other mode it was cultivated using aerated (closed) method. It was found that, under the experimental conditions, the specific growth rate and CO2 fixation rate of the aerated (closed) cultivation were 0.5121 (d-1) and 1.3784g CO2/ld, and are 1.78 and 5.39 times that of the static (open) cultivation, respectively. In addition, the effects of pH value and dissolved oxygen (DO) concentration of the culture medium were analyzed and compared in two cultivation modes. The result indicates the aerated (closed) mode can effectively enhance the performance on microalgal growth and CO2 biofixation. Â© 2011 The Institution of Chemical Engineers.",NA,"2011.8946","selected",""
"Progress on the development of floating photobioreactor for microalgae cultivation and its application potential","Zhu, C. and Zhai, X. and Xi, Y. and Wang, J. and Kong, F. and Zhao, Y. and Chi, Z.","2019","World Journal Of Microbiology And Biotechnology","Microalgae present great potential to replace land crops for the efficient production of large volumes of biomass for food, feed, fuels, and chemicals, as well as to treat wastewater and capture carbon. However, the commercialization of these technologies for bulk commodities requires a great reduction in the current microalgal biomass production cost. The bioreactor is the core of bioprocess engineering and is the premise for the commercial application of certain types of biotechnology. The challenges of phototrophic cultivation are completely different from those of heterotrophic processes because the efficiency of phototrophic cultivation is limited by the energy density of the input sunlight and the inorganic carbon supply. Thus, the development of microalgae cultivation technologies with low manufacturing and operating costs is key to addressing this problem, and floating photobioreactors (PBRs) are a promising solution. PBRs are deployed on the water surface without any land requirements, and wave energy provides free mixing energy. Additionally, the surrounding water can be used to control the culture temperature and to supply nutrients for microalgae growth. In this mini-review, the development of floating PBRs and their recent progress are presented. The effect of the carbon supply approach on the mixing and scaling-up of floating PBRs are critically discussed. The limitations and challenges in commercial applications of floating PBRs are analysed, and the need for future research is proposed. Finally, it is noted that microalgae farming on the ocean is a promising solution for human society to address the challenge of land space exhaustion due to the global population boom. Â© 2019, Springer Nature B.V.",NA,"2019.4839","selected",""
"Carbon streaming in microalgae: extraction and analysis methods for high value compounds","Venkata Subhash, G. and Rajvanshi, M. and Navish Kumar, B. and Govindachary, S. and Prasad, V. and Dasgupta, S.","2017","Bioresource Technology","There is a growing recognition that carbon-neutral biofuels and microalgae are eco-friendly options because of their high CO2 sequestering capability and ability to grow in wastewater/sea water and non-arable land. Also the intrinsic properties of microalgal systems can be exploited for high value compounds such as carbohydrates, lipids, pigments and proteins. This article provides a comprehensive review of various microalgae cultivation practices utilizing organic and inorganic carbon sources. The merits and demerits of the various extraction and analytical procedures have also been discussed in detail. Â© 2017 Elsevier Ltd",NA,"2017.3920","selected",""
"Seawater supplemented with bicarbonate for efficient marine microalgae production in floating photobioreactor on ocean: A case study of Chlorella sp.","Zhai, X. and Zhu, C. and Zhang, Y. and Pang, H. and Kong, F. and Wang, J. and Chi, Z.","2020","Science Of The Total Environment","Cultivation of microalgae on ocean provides a promising way to produce massive biomass without utilizing limited land space, and using seawater as culture medium can avoid consumption of valuable fresh water. Bicarbonate is proved as a better approach for carbon supply in microalgae cultivation, but Ca2+ and Mg2+ in seawater is subjected to precipitate with carbonate derived from it. In this study, cultivation with this medium for a marine Chlorella sp. resulted in productivity of 0.470 g Lâˆ’1 dayâˆ’1, despite of continual precipitation caused by increased pH due to bicarbonate consumption. Actually, this precipitation is favorable, since it can work as a flocculation harvesting method for microalgae. The highest flocculation efficiency of 98.9 Â± 0.0% was observed in cultures with 7.0 g Lâˆ’1 NaHCO3, which was higher than that of cultures without bicarbonate (44.1 Â± 0.2%). Additionally, the spent medium after flocculation supported better growth (1.60 Â± 0.0 g Lâˆ’1) than the fresh medium (1.26 Â± 0.0 g Lâˆ’1). Outdoor cultivation with floating photobioreactor on ocean resulted in the productivity of 0.190 g Lâˆ’1 dayâˆ’1, which was higher than that in land-based culture systems. The floating system also benefited from better temperature control with range from 20.6 to 37.2 Â°C, due to solar heating and surrounding water cooling. These results showed feasibility of efficient microalgae biomass production with fully utilizing of ocean resources, including culture medium preparation and temperature control with seawater, as well as wave energy for mixing, holding great potential to produce massive biomass to support sustainable development of human society. Â© 2020 Elsevier B.V.",NA,"2020.2059","selected",""
"Synergy of biofuel production with waste remediation along with value-added co-products recovery through microalgae cultivation: A review of membrane-integrated green approach","Kumar, Ramesh and Ghosh, Alak Kumar and Pal, Parimal","2020","Science Of The Total Environment","Development of advanced biofuels such as bioethanol and biodiesel from renewable resources is critical for the earth's sustainable management and to slow down the global climate change by partial replacement of gasoline and diesel in the transport sector. Being a diverse group of aquatic micro-organisms, algae are the most prominent resources on the planet, distributed in an aquatic system, a potential source of bioenergy, biomass and secondary metabolites. Microalgae-based biofuel production is widely accepted as non-food fuel sources and better choice for achieving goals of incorporation of a clean fuel source into the transportation sector. The present review article provides a comprehensive literature survey as well as a novel approach on the application of microalgae for their simultaneous cultivation and bioremediation of high nutrient containing wastewater. In addition to that, merits and demerits of different existing conventional techniques for microalgae culture reactors, harvesting of algal biomass, oil recovery, use of different catalysts for transesterification reactions and other by-products recovery have been discussed and compared with the membrane-based system to find out the best optimal conditions for higher biomass as well as lipid yield. This article also deals with the use of a tailor-made membrane in an appropriate module that can be used in upstream and downstream processes during algal-based biofuels production. Such membrane-integrated system has the potential of low-cost and ecofriendly separation, purification and concentration enrichment of biodiesel as well as other valuable algal by-products which can bring the high degree of process intensification for scale-up at the industrial stage. (C) 2019 Elsevier B.V. All rights reserved.","Environmental Sciences \& Ecology","2020.4230","selected",""
"The underexplored potential of green macroalgae in aquaculture","Moreira, Anthony and Cruz, Sonia and Marques, Ruben and Cartaxana, Paulo","2022","Reviews In Aquaculture","Green macroalgae (Chlorophyta) currently represent a residual fraction (<1\%) of global seaweed biomass production landings. In turn, red (Rhodophyta) and brown (Ochrophyta) macroalgae dominate the remaining percentage of aquaculture production, exceeding 32 million tonnes per annum. However, the industry relies on a relatively low number of species, in which as few as seven macroalgal genera collectively represent the bulk of global production metrics. At present, innovation and increased sustainability of the industry calls for diversification of macroalgal species/strains in aquaculture to counteract potential adverse effects ensuing from genetic impoverishment, decreased resilience to disease and climate change. Despite the dominance of red and brown seaweed regarding production figures, aquaculture of green macroalgae has witnessed an increasing trend in productivity and diversification over the last decades, particularly in Asia, where green seaweed taxa often occupy specific market niches in the food sector. Furthermore, growing interest in green seaweeds in aquaculture has been highlighted for different applications in emerging western markets (eg IMTA, biorefineries, food delicacies), owing to a unique diversity of cytomorphologies, ecophysiological traits, propagation capacities and bioactive compounds featured by this group of macroalgae. Cultivation technologies are relatively well developed, but sustainability assessments are scarce and required to unlock the potential of green seaweeds. Although it is likely that green macroalgae will remain occupying specialised market niches, in which high-value products are favoured, we argue that aquaculture of chlorophytan taxa presents itself as a compelling option under the current quest for commercial diversification of products and expansion of the sector.","Fisheries","2022.5257","selected",""
"ENVIRONMENTAL ENHANCEMENT OF THE OCEANS BY INCREASED SOLAR RADIATION FROM SPACE.","Klassi, Jason","1985","Oceans Conference Record (ieee)","The author explains how increased solar radiation from space light systems can enhance ocean thermal energy conversion (OTEC), ocean kelp farming, sea-food production, and rejuvenation of polluted oceans. Space light reflectors focused on OTEC sites can enhance ocean thermal energy conversion by increasing the temperature difference between surface waters and the cold ocean depths. In conjunction with nutrient-rich water from ocean upwelling pipes, space light can stimulate the growth of phytoplankton on which commercially valuable fish feed. Efficient integration of these space and ocean systems can produce energy and restore life to polluted oceans.",NA,"1985.2160","selected",""
