"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Impacts of wetland dieback on carbon dynamics: A comparison between intact and degraded mangroves","Senger, D.F. and Saavedra Hortua, D.A. and Engel, S. and Schnurawa, M. and Moosdorf, N. and Gillis, L.G.","2021","Science Of The Total Environment","Mangroves are effective blue carbon sinks and are the most carbon rich ecosystems on earth. However, their areal extent has declined by over one-third in recent decades. Degraded mangrove forests result in reduced carbon captured and lead to release of stored carbon into the atmosphere by CO2 emission. The aim of this study was to assess changes in carbon dynamics in a gradually degrading mangrove forest on Bonaire, Dutch Caribbean. Remote sensing techniques were applied to estimate the distribution of intact and degraded mangroves. Forest structure, sediment carbon storage, sediment CO2 effluxes and dissolved organic and inorganic carbon in pore and surface waters across intact and degraded parts were assessed. On average intact mangroves showed 31% sediment organic carbon in the upper 30 cm compared to 20% in degraded mangrove areas. A loss of 1.51 MgCO2 haâˆ’1 yrâˆ’1 for degraded sites was calculated. Water samples showed a hypersaline environment in the degraded mangrove area averaging 93 which may have caused mangrove dieback. Sediment CO2 efflux within degraded sites was lower than values from other studies where degradation was caused by clearing or cutting, giving new insights into carbon dynamics in slowly degrading mangrove systems. Results of water samples agreed with previous studies where inorganic carbon outwelled from mangroves might enhance ecosystem connectivity by potentially buffering ocean acidification locally. Wetlands will be impacted by a variety of stressors resulting from a changing climate. Results from this study could inform scientists and stakeholders on how combined stresses, such as climate change with salinity intrusion may impact mangrove's blue carbon sink potential and highlight the need of future comparative studies of intact versus degraded mangrove stands. Â© 2020 Elsevier B.V.",NA,"2021.5980",NA,""
"GloMEEP project offers shipping a low carbon future",NA,"2015","Naval Architect","A Global Environment Facility-funded project called GloMEEP formally designated ""Transforming the Global Maritime Transport Industry towards a low Carbon Future through Improved Energy Efficiency"" will focus on building capacity to implement technical and operational measures in developing countries, where shipping is increasingly concentrated. To be executed by IMO in partnership with United Nations Development Program, the project aims to promote low-carbon maritime sector to minimize the adverse impacts of shipping emissions on climate change, ocean acidification, and local air quality. Ten IMO Member States have signed up to the GloMEEP project as lead pilot countries, i.e., Argentina, China, Georgia, India, Jamaica, Malaysia, Morocco, Panama, Philippines, and South Africa.",NA,"2015.12718",NA,""
"Ten Thousand Voices on Marine Climate Change in Europe: Different Perceptions among Demographic Groups and Nationalities","Buckley, Paul J. and Pinnegar, John K. and Painting, Suzanne J. and Terry, Geraldine and Chilvers, Jason and Lorenzoni, Irene and Gelcich, Stefan and Duarte, Carlos M.","2017","Frontiers In Marine Science","Over the past few decades, substantial funding has been directed toward improving scientific understanding and management of impacts of climate change in the marine environment. Following concerns that the key messages from these studies were not reaching the public, a comprehensive opinion poll of 10,000 European citizens in 10 countries was conducted to establish levels of awareness, concern, and trust among different demographic groups (by age, gender, proximity to the coast) and nationalities. Citizens exhibited varying levels of self-declared ``informedness{''} and concern. Citizens from Germany, Italy and Spain claimed to be the most informed on marine climate change issues; those from Czech Republic, Netherlands and Estonia claimed to be least informed. Respondents were least aware of ocean acidification and most aware of melting sea ice, pollution and overfishing. Citizens of Italy suggested that they were generally most concerned about marine climate change issues. Respondents from coastal areas claimed to be both more informed and more concerned than those living inland, as did females and older age groups (54-64 years). European citizens obtain information about climate change in the seas and ocean from different sources, particularly television and the internet. Trust in the various media sources varies among countries and demographic groups. Television is trusted most in Estonia, Germany and Ireland and least in France. The internet is trusted most in Italy, Czech Republic and Estonia, but least in France and the United Kingdom. 18-24 year olds are the biggest users of the internet, but trust this source less than older age groups. Academic scientists or those working for environmental NGOs are trusted more than scientists working for government or industry. Citizens from France are more trusting of industry than any other country polled. In terms of policy actions, most respondents highlighted mitigation measures as opposed to local-scale adaptation. Younger participants prioritized actions associated with reducing carbon emissions, whereas older age groups prioritized improving coastal defenses. Successful adaptation to the impacts of climate change requires public engagement and support for policy decisions, and the use of different approaches to take account of differences among demographic groups and nationalities.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2017.490",NA,""
"Solutions for ecosystem-level protection of ocean systems under climate change","Queiros, Ana M. and Huebert, Klaus B. and Keyl, Friedemann and Fernandes, Jose A. and Stolte, Willem and Maar, Marie and Kay, Susan and Jones, Miranda C. and Hamon, Katell G. and Hendriksen, Gerrit and Vermard, Youen and Marchal, Paul and Teal, Lorna R. and Somerfield, Paul J. and Austen, Melanie C. and Barange, Manuel and Sell, Anne F. and Allen, Icarus and Peck, Myron A.","2016","Global Change Biology","The Paris Conference of Parties (COP21) agreement renewed momentum for action against climate change, creating the space for solutions for conservation of the ocean addressing two of its largest threats: climate change and ocean acidification (CCOA). Recent arguments that ocean policies disregard a mature conservation research field and that protected areas cannot address climate change may be oversimplistic at this time when dynamic solutions for the management of changing oceans are needed. We propose a novel approach, based on spatial meta-analysis of climate impact models, to improve the positioning of marine protected areas to limit CCOA impacts. We do this by estimating the vulnerability of ocean ecosystems to CCOA in a spatially explicit manner and then co-mapping human activities such as the placement of renewable energy developments and the distribution of marine protected areas. We test this approach in the NE Atlantic considering also how CCOA impacts the base of the food web which supports protected species, an aspect often neglected in conservation studies. We found that, in this case, current regional conservation plans protect areas with low ecosystem-level vulnerability to CCOA, but disregard how species may redistribute to new, suitable and productive habitats. Under current plans, these areas remain open to commercial extraction and other uses. Here, and worldwide, ocean conservation strategies under CCOA must recognize the long-term importance of these habitat refuges, and studies such as this one are needed to identify them. Protecting these areas creates adaptive, climate-ready and ecosystem-level policy options for conservation, suitable for changing oceans.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","2016.946","selected",""
"Firms adaptation to climate change through product innovation","Ponce Oliva, Roberto D. and Huaman, Joana and Vasquez-Lavin, Felipe and Barrientos, Manuel and Gelcich, Stefan","2022","Journal Of Cleaner Production","Climate change will impose high costs on different societal actors, including firms and organizations, forcing them to adapt to this new situation. Although the relevance of implementing adaptation strategies is widely recognized, studies on firms' adaptation to climate change are still in their infancy, especially regarding small and medium enterprises. Following a multi-stage approach, we analyze how small and medium enterprises in the marine food industry could adapt to climate-induced ocean acidification through product innovation. First, we use a co-production process with the firms' representatives to gain insights into the industry's adaptation opportunities, in which product innovation arises as the preferred strategy. Second, using a Discrete Choice Experiment, we test if consumers value both the mussels' attributes likely affected by ocean acidification (sensory and nutritional) and the proposed new products developed to adapt to it. We also analyze preferences' heterogeneity through a latent class model. Our results show that consumers value the attributes potentially affected by ocean acidification. We found high heterogeneity in consumer preferences regarding product types, disentangled into two classes (non-innovative consumers and consumers willing to innovate). We suggest that the industry could base its adaptation strategy on two pillars: 1) maintain the traditional format, thus satisfying 21\% of the market (non-innovative consumers); 2) direct the innovation efforts towards the canned format, thus satisfying those consumers willing to innovate (79\% of the market). Although consumers willing to innovate are prone to try new formats, the preferred alternatives are not radical innovations.","Science \& Technology - Other Topics; Engineering; Environmental Sciences \& Ecology","2022.61",NA,""
"Using biomimicry and bibliometric mapping to guide design and production of artificial coral reefs","Srisuwan, Warut and Sabhasri, Chayodom and Chansue, Nantarika and Haetrakul, Thanida","2022","Marine Environmental Research","Worldwide, artificial reefs are being installed to simultaneously attract recreational divers and protect deterio-rating natural reefs. This study uses a bibliometric review of artificial coral reefs to identify five clusters as gate criteria for artificial reef design. These clusters enable the conceptualization and testing of artificial reefs for optimum integration of sociotechnical requirements, biological integrity, and ecological marine health. The five clusters are: (1) applications, solutions, and performance; (2) management, technology, and science; (3) calci-fication, biomineralization, chemistry, and ocean acidification; (4) coral species survival, mortality, and photosynthesis; and (5) artificial reef development, and coral and fish recruitment. The six biomimicry design stages are: define, biologize, discover, abstract, emulate, and evaluate. The 3D printing and hard corals design attracted a large number of planula larvae and different inhabitant corals, and a high species diversity in the surrounding waters. Practical implications include biomimicry-based means for coral reef restoration and rec-reational ecosystem services.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology; Toxicology","2022.8584","selected",""
"Human dimensions of environmental change in small island developing states: some common themes","Weir, Tony and Pittock, Jamie","2017","Regional Environmental Change","Climate change and its consequence of sea level rise are major issues for small island developing states (SIDS), as they worsen many other pressures on their people and their environment. Accordingly, articles in this special issue of Regional Environmental Change on SIDS address research gaps in the following thematic areas of the human dimensions of climate change. (1) Islander perceptions of climate change and the information sources on which these are based. (2) Migration to richer countries, which dominates popular media articles, so that scholars from a wide range of disciplines have given their perspectives on it. For many SIDS, however, relocation within that country is much more of an issue, but little studied as yet. (3) Community-based adaptation, a theme which only rarely appears in peer-reviewed journals. (4) National, regional and international policies and the effectiveness of their implementation. (5) Social and cultural issues arising from the above. This paper provides an overview of these and some related themes of importance to SIDS, including ocean acidification and land degradation. Researchers based in the SIDS and regional organisations have an important role in recognising these issues and in developing the local skills base needed to deal with them. The Paris Agreement of 2015 is a positive (but as yet inadequate) step towards the international action on climate change that SIDS need.","Environmental Sciences \& Ecology","2017.13996",NA,""
"Utilization of ocean water for CO2capture via amine scrubbing","Ratanpara, A.P. and Shaw, A. and Deshpande, S. and Kim, M.","2020","Proceedings Of The International Conference On Offshore Mechanics And Arctic Engineering - Omae","As the consumption of fossil fuel resources has continuously increased to meet global fuel demands for power generation, atmospheric emissions of greenhouse gases, particularly carbon dioxide (CO2), have rapidly increased over the last century. Increased CO2 emissions have caused serious international concerns about global warming, sea-level rise, and ocean acidification. Although post-combustion carbon capture technology that separates CO2 from flue gas in fossil fuel-fired power plants has contributed to significant migration of atmospheric CO2 emissions, this approach generates considerable amounts of toxic wastewater containing a heavy chemical which is difficult to treat, raises concerns about acute corrosion of metal structures in the facility, and waste of significant amounts of freshwater. In this research, we are particularly interested in reducing the use of freshwater for CO2 capture and generating carbonate minerals, byproducts of CO2 with calcium (Ca2+) or magnesium ions (Mg2+) in ocean water which are useful building blocks for marine animals, such as seashells and coral reefs. In our experimental approach, we attempted to use ocean water with different monoethanolamine (MEA) concentrations and compared the CO2 capturing efficiency with that in DI water. We found that there are considerable benefits of the use of ocean water in CO2 dissolution, showing that a replacement of freshwater with ocean water would be a possible option. In the future, we will further enhance the dissolution of CO2 in ocean water by using nanoparticle catalysts without using MEA, which will be an environmentally friendly method for CO2 capture. Copyright Â© 2020 ASME.",NA,"2020.19772",NA,""
"Small-scale fisheries under climate change in the Pacific Islands region","Hanich, Quentin and Wabnitz, Colette C. C. and Ota, Yoshitaka and Amos, Moses and Donato-Hunt, Connie and Hunt, Andrew","2018","Marine Policy","For Pacific Island communities, social change has always been a part of their socio-political lives, while environmental changes were always transient and reversible, so that they understood and engaged with their ocean as a provider for food, culture and life. However, recent unprecedented and irreversible changes brought on by global climate change challenge this norm and alter their lagoons and adjacent oceans into unfamiliar territories. Climate change already is affecting, and has been projected to continue to disproportionately impact, Pacific Island Countries and Territories (PICTs) through rising temperatures, sea-level rise, saltwater intrusion of freshwater resources, coastal erosion, an increase in extreme weather events, altered rainfall patterns, coral reef bleaching, and ocean acidification. While knowledge is building about potential impacts on ecosystems and some target stocks, there is little information available for communities, governments and regional institutions on how to respond to these changes and adapt. What are the consequences for marine conservation, fisheries management and coastal planning at local, national and regional scales? What strategies and policies can best support and enable responses to these challenges across different scales? What opportunities exist to finance necessary climate change adaptation and mitigation measures? To consider these urgent issues, this paper synthesises innovative research methods, and studies many of the looming scientific, policy and governance challenges from a diversity of perspectives and disciplines.","Environmental Sciences \& Ecology; International Relations","2018.100",NA,""
"Adaptation to change in the North Sea area: Maritime spatial planning as a new planning challenge in times of climate change","Kannen, A. and Ratter, B.M.W.","2014","Climate Change And The Coast: Building Resilient Communities","Impacts of climate change in the North Sea region include system changes such as rising water temperatures, increasing sea level, ocean acidification, an increase in extreme weather events, increased storm surges, and shifts in species composition. A further challenge for the North Sea region stems from new economic sectors such as offshore wind energy. In this context, Maritime Spatial Planning (MSP) gains increasing importance as a tool for integration of sectors and interests and for keeping the balance between sea use and environmental protection. The current experience with MSP in North Sea countries can offer important contextual insights for future climate adaptation governance. Â© 2015 by Taylor & Francis Group, LLC.",NA,"2014.11604",NA,""
