"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Eco-estates: Diversity hotspots or isolated developments? Connectivity of eco-estates in the Indian Ocean Coastal Belt, KwaZulu-Natal, South Africa","Alexander, Jarryd and Smith, David A. Ehlers and Smith, Yvette C. Ehlers and Downs, Colleen T.","2019","Ecological Indicators","Population expansion and land transformation reduce biodiversity, potentially reducing environmental functionality. These effects are evident globally, and specifically in KwaZulu-Natal (KZN), South Africa, where land cover is being transformed for urbanisation. However, much of the urbanised areas incorporate differing levels of urban greening, which is improving local species and functional diversity. In recent years, a new form of urban greening in the form of eco-estate development has increased, which improves biodiversity and functional diversity. However, it has not yet been determined whether these eco-estates are connected to one another and the surrounding natural landscapes, allowing for natural species' colonisation, immigration and dispersal. In this study, we assessed whether eco-estates along the coast of KZN were ecologically connected to a) one another, and b) the surrounding natural landscape. Using a hybrid Least-cost Pathway/Ecological Circuit Theory approach, we modelled habitat suitability and dispersal requirements of a forest-specialised bird species in an effort to provide future development and management plans for eco-estates. Connectivity throughout coastal KZN was evident, with increased connectivity in areas of natural and urban indigenous forest and coastal thicket/dense bush and river systems (riparian zones), within which existing eco-estates were subsequently developed. Eco-estates were well connected to one another and surrounding natural landscapes, emphasising their importance as patches containing endangered indigenous forest and unprotected coastal thicket/dense bush and of increased species and functional diversity, improving local ecosystem functioning. We recommend that eco-estate development primarily focus on areas which have previously been transformed, to increase natural land cover. The intention to preserve, rehabilitate, and conserve natural land cover is fundamentally important if development is to take place within and surrounding areas of high connectivity to assist in increasing and conserving suitable habitats, improving functionality and connectivity in KZN, and assisting in offsetting the deleterious effects of future climate change.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","2019.5873","excluded",""
"Oceanographic and biological influences on recruitment of benthic invertebrates to hard substrata on the Oregon shelf","Meyer, Kirstin S. and Li, Yizhen and Young, Craig M.","2018","Estuarine Coastal And Shelf Science","The number of anthropogenic substrata in the ocean - structures like oil rigs and offshore renewable energy generators - is increasing. These structures provide hard-bottom habitat in areas previously dominated by sand or mud, so they have the potential to alter species distributions or serve as ``stepping-stones{''} between other hard-bottom habitats. It is thus important to understand what factors influence the composition and abundance of benthic fauna recruiting at these sites. We examined recruitment to hard substrata (fouling panels) deployed on sand at various distances from a large rocky reef (similar to 60 m isobath) on the southern Oregon coast in 2014-2015. Recruitment was dominated by the acorn barnacle Hesperibalanus hesperius. For the majority of the study period in 2014, an anti-cyclonic eddy was present near the deployment sites. However, anomalously high recruitment of H. hesperius during August - early October 2014 coincided with dissipation of the eddy, slower bottom currents, and a positive convergence index, suggesting that H. hesperlus larvae from the adjacent area may have been accumulated and retained near our study sites. Other sessile species, including hydroids and bryozoans, recruited to the fouling panels in low abundances, and most of these species have long-range dispersal and fast growth. Mobile invertebrates observed on the fouling panels included gastropods and nudibranchs, most of which also have long-range dispersal and fast growth, and are predators as adults. Thus, a community with two trophic levels assembled on the fouling panels in a relatively short time period (< 12 weeks). None of the common hard-bottom species from the adjacent rocky reef recruited to the panels, suggesting that there is a specialized assemblage of species that can exploit hard-bottom habitats surrounded by sandy plains. Our results raise many questions about the influences of dispersal and oceanographic conditions on recruitment to hard substrata.","Marine \& Freshwater Biology; Oceanography","2018.14444","selected",""
"Strategies for land-bird conservation on Mauritius","Safford, RJ and Jones, CG","1998","Conservation Biology","The native wildlife of Mauritius is highly threatened by a variety of influences other than habitat destruction. Protection from habitat destruction atone cannot guarantee its conservation and the damage already sustained is not fully reversible Therefore, the ideal for conservation-maintenance or restoration of self-sustaining populations of all species in native ecosystems-is presently unattainable. We assessed three long-term strategies for maintaining and increasing populations of threatened native birds on the mainland and offshore islets of Mauritius, with respect to efficacy, sustainability, and side-effects. Rehabilitation of native vegetation on the mainland is likely to improve food availability over limited areas, but it can only form the basis of a long-term bird conservation strategy when population density of introduced animals, especially predators, can he reduced sustainably, at low financial cost, and without adversely affecting native wildlife. Marooning bird populations on ecologically rehabilitated islets can eliminate the predator problem, but they would be vulnerable to catastrophes (especially cyclones) and possibly disease and much habitat manage ment work is still needed. A third novel strategy-enhancement of mainland habitat using exotic plants-allows creation of source habitats, greatly reducing the predator threat. It also permits larger areas to be managed and at lower cost, than is the case with intensive rehabilitation. Habitat management regimes for conservation of threatened species or communities must be designed specifically to alleviate population-limiting factors. Ln altered environments certain exotic plants can be essential to the survival of native animal species. The most effective conservation measure must not be assumed always to be the rehabilitation of native vegetation.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","1998.1818","excluded",""
"New Insight Into the Mechanism of Ecological Effects of Artificial Habitats: Elucidating the Relationship Between Protists Associated With Artificial Reefs and Adjacent Seawater","Li, Ruolin and Guo, Yu and Qin, Chuanxin and Zhang, Shuo and Ji, Dongping and Zhang, Hui and Wang, Jing and Zhao, Naiqian","2022","Frontiers In Marine Science","Artificial habitat deployment can restore natural habitats or supplement existing natural habitats. The effect of resource proliferation and protection is obvious. However, few reports have addressed the biological community association between artificial habitats and adjacent environments. Here, Illumina sequencing of 18S rDNA was performed, and the diversity, community structure, and co-occurrence networks of protists in different layers of artificial reefs (ARs) and adjacent seawater (WAR) were described to verify that constructing ARs in Bailong Pearl Bay improves local spatial heterogeneity and functional diversity. In terms of the degree of species interaction, the protist communities were ranked as follows: surface and bottom of WAR > ARs and WAR > different layers of ARs. The alpha-diversity of protists associated with ARs and WAR decreased with an increase in depth. Protist diversity was greater in WAR than in ARs. beta-Diversity analysis revealed significant differences in protist community structure between WAR and ARs (P < 0.05), and the upper layers of ARs and the middle or bottom layers of ARs differed. The key topological features of protist networks showed more positive interspecific interactions in the AR-associated protist community, a higher degree of niche differentiation, and higher complexity and stability. The keystone protists in the bottom seawater layer displayed community functions that were biased toward initial fixation in the ocean carbon cycle. The AR-associated protist community tended to participate in carbon transfer in the food chain and decomposition and utilization of dissolved organic matter (DOM). This study revealed significant differences in protist community structure between ARs and the adjacent environment, and the ecological functions of the key phyla were found to be related. In conclusion, protist communities in WAR may provide food sources for AR-associated heterotrophic protists. A variety of key phyla associated with ARs have biological roles in the carbon pump via their ecological characteristics.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2022.11303","excluded",""
"Habitat connectivity and matrix restoration: the wider implications of agri-environment schemes","Donald, PF and Evans, AD","2006","Journal Of Applied Ecology","1. The spread and intensification of agriculture are recognized as two of the most important global threats to wildlife. There are clear links between agricultural change and declines in biodiversity across a wide range of agricultural systems, and convincing evidence that reversing these changes leads to a recovery in wildlife populations. 2. Nearly 4 billion euros are now paid annually through agri-environment schemes (AES) to farmers in Europe and North America to make environmental improvements to their land. Where appropriately designed and targeted, these schemes have proved successful in reversing declines in farmland wildlife populations. 3. We argue that insights gained from island biogeography and metapopulation theory, and from theoretical and empirical assessments of landscape connectivity suggest that AES may carry substantial wider benefits, which so far have not been considered in the design and deployment of such schemes. `Softening' agricultural land could offset some of the negative impacts on biodiversity of the loss and fragmentation of non-agricultural habitats; could allow species to adapt to climate change; could slow the spread of alien and invasive species; and could contribute positively to the coherence of key biodiversity and protected area networks. Indeed, AES might represent the only viable way to counter these threats. 4. We outline a number of ways in which these wider benefits could be taken account of in the design of AES and suggest a number of characteristics of the species most likely to benefit from them. 5. Synthesis and applications. Agri-environment schemes might bring significant environmental benefits to habitats other than farmland by restoring the agricultural matrix that separates them. Theoretical and empirical research suggests that matrix restoration improves a number of ecosystem functions. Where they are available, AES might therefore represent a viable mechanism for addressing a range of pandemic environmental problems such as global climate change. Little consideration has so far been given to these wider conservation applications in the design, deployment and monitoring of AES.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","2006.2691","excluded",""
"Nested interactions between chemosynthetic lucinid bivalves and seagrass promote ecosystem functioning in contaminated sediments","Cardini, Ulisse and Marin-Guirao, Lazaro and Montilla, Luis M. and Marzocchi, Ugo and Chiavarini, Salvatore and Rimauro, Juri and Quero, Grazia Marina and Petersen, Jillian M. and Procaccini, Gabriele","2022","Frontiers In Plant Science","In seagrass sediments, lucinid bivalves and their chemoautotrophic bacterial symbionts consume H2S, relying indirectly on the plant productivity for the presence of the reduced chemical. Additionally, the role of lucinid bivalves in N provisioning to the plant (through N-2 fixation by the symbionts) was hypothesized. Thus, lucinids may contribute to sediment detoxification and plant fitness. Seagrasses are subject to ever-increasing human pressure in coastal environments. Here, disentangling nested interactions between chemosynthetic lucinid bivalves and seagrass exposed to pollution may help to understand seagrass ecosystem dynamics and to develop successful seagrass restoration programs that consider the roles of animal-microbe symbioses. We evaluated the capacity of lucinid bivalves (Loripes orbiculatus) to promote nutrient cycling and seagrass (Cymodocea nodosa) growth during a 6-week mesocosm experiment. A fully crossed design was used to test for the effect of sediment contamination (metals, nutrients, and hydrocarbons) on plant and bivalve (alone or interacting) fitness, assessed by mortality, growth, and photosynthetic efficiency, and for the effect of their nested interaction on sediment biogeochemistry. Plants performed better in the contaminated sediment, where a larger pool of dissolved nitrogen combined with the presence of other trace elements allowed for an improved photosynthetic efficiency. In fact, pore water nitrogen accumulated during the experiment in the controls, while it was consumed in the contaminated sediment. This trend was accentuated when lucinids were present. Concurrently, the interaction between clams and plants benefitted both organisms and promoted plant growth irrespective of the sediment type. In particular, the interaction with lucinid clams resulted in higher aboveground biomass of C. nodosa in terms of leaf growth, leaf surface, and leaf biomass. Our results consolidate the notion that nested interactions involving animal-microbe associations promote ecosystem functioning, and potentially help designing unconventional seagrass restoration strategies that exploit chemosynthetic symbioses.","Plant Sciences","2022.8610","excluded",""
"Biodiversity hotspots are not congruent with conservation areas in the Gulf of California","Morzaria-Luna, Hem Nalini and Cruz-Pinon, Gabriela and Brusca, Richard C. and Montserrat Lopez-Ortiz, Ariadna and Moreno-Baez, Marcia and Reyes-Bonilla, Hector and Turk-Boyer, Peggy","2018","Biodiversity And Conservation","As marine systems are threatened by increasing human impacts, mechanisms to maintain biodiversity and ecosystem functions and services are needed. Protecting areas of conservation importance may serve as a proxy for maintaining these functions, while also facilitating efficient use and management of limited resources. Biodiversity hotspots have been used as surrogates for spatial conservation importance; however, as many protected areas have been established opportunistically and under differing criteria, it is unclear how well they actually protect hotspots. We evaluated how well the current protected area network and priority areas selected through previous systematic conservation planning exercises preserve biodiversity hotspots in the Gulf of California, Mexico. We also determined spatial congruence between biodiversity hotspots based on different criteria, which may determine their ability to be used as surrogates for each other. We focus on the Gulf of California because it is a megadiverse system where limited information regarding species diversity and distribution has constrained development of strategies for conservation and management. We developed a species occurrence database and identified biodiversity hotspots using four different criteria: species richness, rarity, endemism, and threatened species. We interpolated species occurrence, while accounting for heterogeneous sampling efforts. We then assessed overlap of hotspots with existing protected areas and priority areas, and between hotspots derived by distinct criteria. We gathered 286,533 occurrence records belonging to 12,105 unique species, including 6388 species identified as rare, 642 as endemic, and 386 as threatened. We found that biodiversity hotspots showed little spatial overlap with areas currently under protection and previously identified priority areas. Our results highlight the importance of distinct spatial areas of biodiversity and suggest that different ecological mechanisms sustain different aspects of diversity and multiple criteria should be used when defining conservation areas.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","2018.5821","excluded",""
"Comparison of catch per unit effort of invasive European green crab (Carcinus maenas) across four bait types","Favaro, Brett and Butt, Mary Alliston and Bergshoeff, Jonathan A.","2020","Fisheries Research","Restoration of marine ecosystems impacted by invasive, non-native species usually depends on reducing the density of the invader through a targeted cull. The effectiveness of these programs depends, in part, on using a selective fishing gear that maximizes catch per unit effort (CPUE). In this study, we examine how using different types of bait affects CPUE of European green crab (Carcinus maenas), an invasive species impacting ecosystems on the south and west coasts of the island of Newfoundland, Canada. We compared both CPUE and mean body size of green crabs caught in Fukui traps baited with Atlantic herring (Clupea harengus), short-fin squid (Illex illecebrosus), blue mussels (Mytilus edulis), and Atlantic cod (Gothic morhua). We found that squid and cod produced substantially higher catch rates, and also caught larger-bodied crabs. Despite green crabs being generalist predators, our results show that bait choice affects capture efficiency, and thus managers should preface removal programs with controlled studies designed to identify locally-effective and ecologically-appropriate baits.","Fisheries","2020.11899","excluded",""
"Old concepts, new challenges: adapting landscape-scale conservation to the twenty-first century","Donaldson, Lynda and Wilson, Robert J. and Maclean, Ilya M. D.","2017","Biodiversity And Conservation","Landscape-scale approaches to conservation stem largely from the classic ideas of reserve design: encouraging bigger and more sites, enhancing connectivity among sites, and improving habitat quality. Trade-offs are imposed between these four strategies by the limited resources and opportunities available for conservation programmes, including the establishment and management of protected areas, and wildlife-friendly farming and forestry. Although debate regarding trade-offs between the size, number, connectivity and quality of protected areas was prevalent in the 1970-1990s, the implications of the same trade-offs for ongoing conservation responses to threats from accelerating environmental change have rarely been addressed. Here, we reassess the implications of reserve design theory for landscape-scale conservation, and present a blueprint to help practitioners to prioritise among the four strategies. We consider the new perspectives placed on landscape- scale conservation programmes by twenty-first century pressures including climate change, invasive species and the need to marry food security with biodiversity conservation. A framework of the situations under which available theory and evidence recommend that each of the four strategies be prioritized is provided, seeking to increase the clarity required for urgent conservation decision-making.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","2017.9029",NA,""
"EFFECTS OF FISHING ON THE ECOSYSTEM STRUCTURE OF CORAL-REEFS","ROBERTS, CM","1995","Conservation Biology","Overfishing is considered one of the three most significant threats to coral reef ecosystems. Exponentially increasing human populations in the tropics have placed enormous demands upon reefs as a food source. At high intensities, termed ecosystem or Malthusian overfishing, fishing causes major direct and indirect effects on the community structure of fishes and other organisms. It reduces species diversity and lends to local extinctions not only of target species brit also of other species not fished directly Conceivably it could also lend to global extinctions. Loss of keystone species, such as predators of echinoderms, through fishing, can lead to major effects on reef processes, such ns accretion of calcium carbonate. Ultimately, sustained heavy fishing may lead to loss of entire functional groups of species resulting in impairment of the potentially important ecosystem functions provided by those groups. Overfishing has been shown to interact with other agents of disturbance to reduce the ability of reefs to recover from natural occurrences such as hurricanes. Effective management of fishing will require a deeper understanding of the effects of exploitation than we now possess. Research initiatives are underway to examine the responses of fish populations to fishing, generally responses to protection from fishing. There is, however an urgent need to look beyond fish communities and to consider the entire reef ecosystem. Studies that integrate population and community biology with ecosystem processes will provide a much better understanding of the effects of biodiversity loss on reef function and will improve our ability to manage these complex systems.","Biodiversity \& Conservation; Environmental Sciences \& Ecology","1995.1171","excluded",""
