"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Potential ecotoxicological effects of elevated bicarbonate ion concentrations on marine organisms","Gim, B.-M. and Hong, S. and Lee, J.-S. and Kim, N.-H. and Kwon, E.-M. and Gil, J.-W. and Lim, H.-H. and Jeon, E.-C. and Khim, J.S.","2018","Environmental Pollution","Recently, a novel method for carbon capture and storage has been proposed, which converts gaseous CO2 into aqueous bicarbonate ions (HCO3âˆ’), allowing it to be deposited into the ocean. This alkalinization method could be used to dispose large amounts of CO2 without acidifying seawater pH, but there is no information on the potential adverse effects of consequently elevated HCO3âˆ’ concentrations on marine organisms. In this study, we evaluated the ecotoxicological effects of elevated concentrations of dissolved inorganic carbon (DIC) (max 193 mM) on 10 marine organisms. We found species-specific ecotoxicological effects of elevated DIC on marine organisms, with EC50-DIC (causing 50% inhibition) of 11â€“85 mM. The tentative criteria for protecting 80% of individuals of marine organisms are suggested to be pH 7.8 and 11 mM DIC, based on acidification data previously documented and alkalinization data newly obtained from this study. Overall, the results of this study are useful for providing baseline information on ecotoxicological effects of elevated DIC on marine organisms. More complementary studies are needed on the alkalinization method to determine DIC effects on seawater chemistry and marine organisms. â€œMarine organisms could be affected by elevated concentrations of bicarbonate ions in seawater produced via the alkalinization method.â€ Â© 2018 Elsevier Ltd",NA,"2018.4287","selected",""
"Geochemical carbon dioxide removal potential of Spain","Bullock, L.A. and Alcalde, J. and Tornos, F. and Fernandez-Turiel, J.-L.","2023","Science Of The Total Environment","Many countries have made pledges to reduce CO2 emissions over the upcoming decades to meet the Paris Agreement targets of limiting warming to no &gt;1.5 Â°C, aiming for net zero by mid-century. To achieve national reduction targets, there is a further need for CO2 removal (CDR) approaches on a scale of millions of tonnes, necessitating a better understanding of feasible methods. One approach that is gaining attention is geochemical CDR, encompassing (1) in-situ injection of CO2-rich gases into Ca and Mg-rich rocks for geological storage by mineral carbonation, (2) ex-situ ocean alkalinity enhancement, enhanced weathering and mineral carbonation of alkaline-rich materials, and (3) electrochemical separation processes. In this context, Spain may host a notionally high geochemical CDR capacity thanks to its varied geological setting, including extensive mafic-ultramafic and carbonate rocks. However, pilot schemes and large-scale strategies for CDR implementation are presently absent in-country, partly due to gaps in current knowledge and lack of attention paid by regulatory bodies. Here, we identify possible materials, localities and avenues for future geochemical CDR research and implementation strategies within Spain. This study highlights the kilotonne to million tonne scale CDR options for Spain over the rest of the century, with attention paid to chemically and mineralogically appropriate materials, suitable implementation sites and potential strategies that could be followed. Mafic, ultramafic and carbonate rocks, mine tailings, fly ashes, slag by-products, desalination brines and ceramic wastes hosted and produced in Spain are of key interest, with industrial, agricultural and coastal areas providing opportunities to launch pilot schemes. Though there are obstacles to reaching the maximum CDR potential, this study helps to identify focused targets that will facilitate overcoming such barriers. The CDR potential of Spain warrants dedicated investigations to achieve the highest possible CDR to make valuable contributions to national reduction targets. Â© 2022 The Authors",NA,"2023.2987","selected",""
"Alkalinization Scenarios in the Mediterranean Sea for Efficient Removal of Atmospheric CO2 and the Mitigation of Ocean Acidification","ButenschÃ¶n, M. and Lovato, T. and Masina, S. and Caserini, S. and Grosso, M.","2021","Frontiers In Climate","It is now widely recognized that in order to reach the target of limiting global warming to well below 2Â°C above pre-industrial levels (as the objective of the Paris agreement), cutting the carbon emissions even at an unprecedented pace will not be sufficient, but there is the need for development and implementation of active Carbon Dioxide Removal (CDR) strategies. Among the CDR strategies that currently exist, relatively few studies have assessed the mitigation capacity of ocean-based Negative Emission Technologies (NET) and the feasibility of their implementation on a larger scale to support efficient implementation strategies of CDR. This study investigates the case of ocean alkalinization, which has the additional potential of contrasting the ongoing acidification resulting from increased uptake of atmospheric CO2 by the seas. More specifically, we present an analysis of marine alkalinization applied to the Mediterranean Sea taking into consideration the regional characteristics of the basin. Rather than using idealized spatially homogenous scenarios of alkalinization as done in previous studies, which are practically hard to implement, we use a set of numerical simulations of alkalinization based on current shipping routes to quantitatively assess the alkalinization efficiency via a coupled physical-biogeochemical model (NEMO-BFM) for the Mediterranean Sea at 1/16Â° horizontal resolution (~6 km) under an RCP4.5 scenario over the next decades. Simulations suggest the potential of nearly doubling the carbon-dioxide uptake rate of the Mediterranean Sea after 30 years of alkalinization, and of neutralizing the mean surface acidification trend of the baseline scenario without alkalinization over the same time span. These levels are achieved via two different alkalinization strategies that are technically feasible using the current network of cargo and tanker ships: a first approach applying annual discharge of 200 Mt Ca(OH)2 constant over the alkalinization period and a second approach with gradually increasing discharge proportional to the surface pH trend of the baseline scenario, reaching similar amounts of annual discharge by the end of the alkalinization period. We demonstrate that the latter approach allows to stabilize the mean surface pH at present day values and substantially increase the potential to counteract acidification relative to the alkalinity added, while the carbon uptake efficiency (mole of CO2 absorbed by the ocean per mole of alkalinity added) is only marginally reduced. Nevertheless, significant local alterations of the surface pH persist, calling for an investigation of the physiological and ecological implications of the extent of these alterations to the carbonate system in the short to medium term in order to support a safe, sustainable application of this CDR implementation. Copyright Â© 2021 ButenschÃ¶n, Lovato, Masina, Caserini and Grosso.",NA,"2021.21395","selected",""
"Techno-economic and environmental feasibility of mineral carbonation technology for carbon neutrality: A Perspective","Lee, Ji Hyun and Lee, Jay Hyung","2021","Korean Journal Of Chemical Engineering","Although various CO2 capture and utilization (CCU) technologies are being researched and developed intensively for the purpose of lowering greenhouse gas emissions, most current technologies remain at low technology readiness levels for industrial use and are less economical compared to conventional processes. Mineral carbonation is a CO2 utilization technology with low net CO2 emissions and high CO2 reduction potential, and various commercialization studies are underway around the world. This manuscript reviews the potential of mineral carbonation as a general CCU technology and the techno-economic and environmental feasibility of a representative technology, which produces sodium bicarbonate through the saline water electrolysis and carbonation steps, and examines the potential CO2 reduction derived from the application of this technology. The future implementation of mineral carbonation technology in ocean alkalinity enhancement for sequestrating atmospheric CO2 or the production of abandoned mine backfill materials is also discussed in order to deploy the technology at much larger scales for a meaningful contribution to the reduction of greenhouse gas emissions.","Chemistry; Engineering","2021.5963","selected",""
"Geochemical Negative Emissions Technologies: Part I. Review","Campbell, J.S. and Foteinis, S. and Furey, V. and Hawrot, O. and Pike, D. and Aeschlimann, S. and Maesano, C.N. and Reginato, P.L. and Goodwin, D.R. and Looger, L.L. and Boyden, E.S. and Renforth, P.","2022","Frontiers In Climate","Over the previous two decades, a diverse array of geochemical negative emissions technologies (NETs) have been proposed, which use alkaline minerals for removing and permanently storing atmospheric carbon dioxide (CO2). Geochemical NETs include CO2 mineralization (methods which react alkaline minerals with CO2, producing solid carbonate minerals), enhanced weathering (dispersing alkaline minerals in the environment for CO2 drawdown) and ocean alkalinity enhancement (manipulation of ocean chemistry to remove CO2 from air as dissolved inorganic carbon). CO2 mineralization approaches include in situ (CO2 reacts with alkaline minerals in the Earth's subsurface), surficial (high surface area alkaline minerals found at the Earth's surface are reacted with air or CO2-bearing fluids), and ex situ (high surface area alkaline minerals are transported to sites of concentrated CO2 production). Geochemical NETS may also include an approach to direct air capture (DAC) that harnesses surficial mineralization reactions to remove CO2 from air, and produce concentrated CO2. Overall, these technologies are at an early stage of development with just a few subjected to field trials. In Part I of this work we have reviewed the current state of geochemical NETs, highlighting key features (mineral resources; processes; kinetics; storage durability; synergies with other NETs such as DAC, risks; limitations; co-benefits, environmental impacts and life-cycle assessment). The role of organisms and biological mechanisms in enhancing geochemical NETs is also explored. In Part II, a roadmap is presented to help catalyze the research, development, and deployment of geochemical NETs at the gigaton scale over the coming decades. Copyright Â© 2022 Campbell, Foteinis, Furey, Hawrot, Pike, Aeschlimann, Maesano, Reginato, Goodwin, Looger, Boyden and Renforth.",NA,"2022.20371","selected",""
"Assessing the influence of ocean alkalinity enhancement on a coastal phytoplankton community","Ferderer, A. and Chase, Z. and Kennedy, F. and Schulz, K.G. and Bach, L.T.","2022","Biogeosciences","Ocean alkalinity enhancement (OAE) is a proposed method to counteract climate change by increasing the alkalinity of the surface ocean and thus the chemical storage capacity of seawater for atmospheric CO2. The impact of OAE on marine ecosystems, including phytoplankton communities which make up the base of the marine food web, is largely unknown. To investigate the influence of OAE on phytoplankton communities, we enclosed a natural plankton community from coastal Tasmania for 22gÂ¯d in nine microcosms during a spring bloom. Microcosms were split into three groups, (1) the unperturbed control, (2) the unequilibrated treatment where alkalinity was increased (+495gÂ¯Â±gÂ¯5.2gÂ¯Î¼molgÂ¯kg-1) but seawater CO2 was not in equilibrium with atmospheric CO2, and (3) the equilibrated treatment where alkalinity was increased (+500gÂ¯Â±gÂ¯3.2gÂ¯Î¼molgÂ¯kg-1) and seawater CO2 was in equilibrium with atmospheric CO2. Both treatments have the capacity to increase the inorganic carbon sink of seawater by 21gÂ¯%. We found that simulated OAE had significant but generally moderate effects on various groups in the phytoplankton community and on heterotrophic bacteria. More pronounced effects were observed for the diatom community where silicic acid drawdown and biogenic silica build-up were reduced at increased alkalinity. Observed changes in phytoplankton communities affected the temporal trends of key biogeochemical parameters such as the organic matter carbon-to-nitrogen ratio. Interestingly, the unequilibrated treatment did not have a noticeably larger impact on the phytoplankton (and heterotrophic bacteria) community than the equilibrated treatment, even though the changes in carbonate chemistry conditions were much more severe. This was particularly evident from the occurrence and peak of the phytoplankton spring bloom during the experiment, which was not noticeably different from the control. Altogether, the inadvertent effects of increased alkalinity on the coastal phytoplankton communities appear to be rather limited relative to the enormous climatic benefit of increasing the inorganic carbon sink of seawater by 21gÂ¯%. We note, however, that more detailed and widespread investigations of plankton community responses to OAE are required to confirm or dismiss this first impression. Â© Copyright:",NA,"2022.20777","selected",""
"A comparative global assessment of potential negative emissions technologies","McLaren, Duncan","2012","Process Safety And Environmental Protection","The paper summarises a global assessment of around 30 prospective negative emissions techniques (NETs) found in the literature. Fourteen techniques including direct air capture, BECCS, biochar, and ocean alkalinity enhancement are considered in more detail. The novel functional categorisation of NETs developed in the course of the assessment is set out and a comparative quantitative summary of the results is presented, focusing on the relative readiness, global capacity, costs and side-effects of the prospective NETs. Both technology specific and more generic potential limitations are discussed, notably those arising from energy requirements, from availability of geological storage capacity and from sustainable supply of biomass. Conclusions are drawn regarding the overall scope of NETs to contribute to safe carbon budgets, and challenges arising in the future governance of NETs, with particular reference to the potential role of carbon markets. (C) 2012 The Institution of Chemical Engineers. Published by Elsevier B.V. All rights reserved.","Engineering","2012.2290","selected",""
"Limits and CO2 equilibration of near-coast alkalinity enhancement","He, Jing and Tyka, Michael D.","2023","Biogeosciences","Ocean alkalinity enhancement (OAE) has recently gained attention as a potential method for carbon dioxide removal (CDR) at gigatonne (Gt) scale, with near-coast OAE operations being economically favorable due to proximity to mineral and energy sources. In this paper we study critical questions which determine the scale and viability of OAE. Which coastal locations are able to sustain a large flux of alkalinity at minimal pH and omega(Arag )(aragonite saturation) changes? What is the interference distance between adjacent OAE projects? How much CO2 is absorbed per unit of alkalinity added? How quickly does the induced CO2 deficiency equilibrate with the atmosphere? Choosing relatively conservative constraints on delta pH or delta Omega, we examine the limits of OAE using the ECCO LLC270 (0.3 degrees) global circulation model. We find that the sustainable OAE rate varies over 1-2 orders of magnitude between different coasts and exhibits complex patterns and non-local dependencies which vary from region to region. In general, OAE in areas of strong coastal currents enables the largest fluxes and depending on the direction of these currents, neighboring OAE sites can exhibit dependencies as far as 400 km or more. At these steady state fluxes most regional stretches of coastline are able to accommodate on the order of 10s to 100s of megatonnes of negative emissions within 300 km of the coast. We conclude that near-coastal OAE has the potential to scale globally to several Gt CO2 yr(-1) of drawdown with conservative pH constraints, if the effort is spread over the majority of available coastlines. Depending on the location, we find a diverse set of equilibration kinetics, determined by the interplay of gas exchange and surface residence time. Most locations reach an uptake efficiency plateau of 0.6-0.8 mol CO2 per mol of alkalinity after 3-4 years, after which there is only slow additional CO2 uptake. Regions of significant downwelling (e.g., around Iceland) should be avoided by OAE deployments, as in such locations up to half of the CDR potential of OAE can be lost to bottom waters. The most ideal locations, reaching a molar uptake ratio of around 0.8, include North Madagascar, California, Brazil, Peru and locations close to the Southern Ocean such as Tasmania, Kerguelen and Patagonia, where the gas exchange appears to occur faster than the surface residence time. However, some locations (e.g., Hawaii) take significantly longer to equilibrate (up to 8-10 years) but can still eventually achieve high uptake ratios.","Environmental Sciences \& Ecology; Geology","2023.701","selected",""
"The Sensitivity of the Marine Carbonate System to Regional Ocean Alkalinity Enhancement","Burt, D.J. and FrÃ¶b, F. and Ilyina, T.","2021","Frontiers In Climate","Ocean Alkalinity Enhancement (OAE) simultaneously mitigates atmospheric concentrations of CO2 and ocean acidification; however, no previous studies have investigated the response of the non-linear marine carbonate system sensitivity to alkalinity enhancement on regional scales. We hypothesise that regional implementations of OAE can sequester more atmospheric CO2 than a global implementation. To address this, we investigate physical regimes and alkalinity sensitivity as drivers of the carbon-uptake potential response to global and different regional simulations of OAE. In this idealised ocean-only set-up, total alkalinity is enhanced at a rate of 0.25 Pmol a-1 in 75-year simulations using the Max Planck Institute Ocean Model coupled to the HAMburg Ocean Carbon Cycle model with pre-industrial atmospheric forcing. Alkalinity is enhanced globally and in eight regions: the Subpolar and Subtropical Atlantic and Pacific gyres, the Indian Ocean and the Southern Ocean. This study reveals that regional alkalinity enhancement has the capacity to exceed carbon uptake by global OAE. We find that 82â€“175 Pg more carbon is sequestered into the ocean when alkalinity is enhanced regionally and 156 PgC when enhanced globally, compared with the background-state. The Southern Ocean application is most efficient, sequestering 12% more carbon than the Global experiment despite OAE being applied across a surface area 40 times smaller. For the first time, we find that different carbon-uptake potentials are driven by the surface pattern of total alkalinity redistributed by physical regimes across areas of different carbon-uptake efficiencies. We also show that, while the marine carbonate system becomes less sensitive to alkalinity enhancement in all experiments globally, regional responses to enhanced alkalinity vary depending upon the background concentrations of dissolved inorganic carbon and total alkalinity. Furthermore, the Subpolar North Atlantic displays a previously unexpected alkalinity sensitivity increase in response to high total alkalinity concentrations. Copyright Â© 2021 Burt, FrÃ¶b and Ilyina.",NA,"2021.20581","selected",""
"The Carbon Dioxide Removal Model Intercomparison Project (CDRMIP): rationale and experimental protocol for CMIP6","Keller, David P. and Lenton, Andrew and Scott, Vivian and Vaughan, Naomi E. and Bauer, Nico and Ji, Duoying and Jones, Chris D. and Kravitz, Ben and Muri, Helene and Zickfeld, Kirsten","2018","Geoscientific Model Development","The recent IPCC reports state that continued anthropogenic greenhouse gas emissions are changing the climate, threatening ``severe, pervasive and irreversible{''} impacts. Slow progress in emissions reduction to mitigate climate change is resulting in increased attention to what is called geoengineering, climate engineering, or climate intervention - deliberate interventions to counter climate change that seek to either modify the Earth's radiation budget or remove greenhouse gases such as CO2 from the atmosphere. When focused on CO2, the latter of these categories is called carbon dioxide removal (CDR). Future emission scenarios that stay well below 2 degrees C, and all emission scenarios that do not exceed 1.5 degrees C warming by the year 2100, require some form of CDR. At present, there is little consensus on the climate impacts and atmospheric CO2 reduction efficacy of the different types of proposed CDR. To address this need, the Carbon Dioxide Removal Model Intercomparison Project (or CDRMIP) was initiated. This project brings together models of the Earth system in a common framework to explore the potential, impacts, and challenges of CDR. Here, we describe the first set of CDRMIP experiments, which are formally part of the 6th Coupled Model Intercomparison Project (CMIP6). These experiments are designed to address questions concerning CDR-induced climate ``reversibility{'' the response of the Earth system to direct atmospheric CO2 removal (direct air capture and storage), and the CDR potential and impacts of afforestation and reforestation, as well as ocean alkalinization.","Geology","2018.4521","selected",""
