title,author,year,journal,abstract,research_areas,label,screened_abstracts,notes
"Blue carbon: past, present and future, with emphasis on macroalgae","Raven, John",2018,Biology Letters,"Blue carbon did not originally include macroalgal ecosystems; however evidence is mounting that macroalgal ecosystems function in marine carbon sequestration. The great majority of present day marine macroalgal net primary productivity (NPP) involves haptophytic algae on eroding shores. For these organisms the long-term storage of particulate organic carbon involves export from the site of production of biomass that has evaded parasites and grazers, and that some of the exported biomass is sedimented and stored rather than being mineralized en route by detritivores (microbes and fauna). Export from eroding shores, and subsequent storage, of haptophytic marine macroalgal particulate organic carbon could have started by 1.6 Ga. Storage on depositing shores close to the site of NPP by rhizophytic macroalgae and then by rhizophytic coastal seagrasses, tidal marshes and mangroves began not less than 209 Ma ago. Future increases in surface ocean temperatures may bring tropical marine macroalgae to their upper temperature limit, while temperate marine macroalgae will migrate poleward, in both cases assuming that temperature increases faster than genetic adaptation to higher temperature. Increased CO2 in the surface ocean will generally favour uncalcified over calcified marine macroalgae. This results in decreased CO2 release from decreased calcification, as well as decreased ballasting by CaCO3 of exported particulate organic carbon resulting in decreasing sedimentation. While much more work is needed, the available information suggests that macroalgae play a significant role in marine organic carbon storage.",Life Sciences \& Biomedicine - Other Topics; Environmental Sciences \& Ecology; Evolutionary Biology,2018.4569,selected,
Perceived Barriers to the Use of Assisted Colonization for Climate Sensitive Species in the Hawaiian Islands,"Rivera, Shannon N. and Fortini, Lucas Berio and Plentovich, Sheldon and Price, Melissa R.",2021,Environmental Management,"Conservation actions to safeguard climate change vulnerable species may not be utilized due to a variety of perceived barriers. Assisted colonization, the intentional movement and release of an organism outside its historical range, is one tool available for species predicted to lose habitat under future climate change scenarios, particularly for single island or single mountain range endemic species. Despite the existence of policies that allow for this action, to date, assisted colonization has rarely been utilized for species of conservation concern in the Hawaiian Islands. Given the potential for climate driven biodiversity loss, the Hawaiian Islands are a prime location for the consideration of adaptation strategies. We used first-person interviews with conservation decision makers, managers, and scientists who work with endangered species in the Hawaiian Islands to identify perceived barriers to the use of assisted colonization. We found that assisted colonization was often not considered or utilized due to a lack of expertize with translocations; ecological risk and uncertainty, economic constraints, concerns regarding policies and permitting, concerns with public perception, and institutional resistance. Therefore, conservation planners may benefit from decision tools that integrate risk and uncertainty into decision models, and compare potential outcomes among conservation actions under consideration, including assisted colonization. Within a decision framework that addresses concerns, all conservation actions for climate sensitive species, including assisted colonization, may be considered in a timely manner.",Environmental Sciences \& Ecology,2021.118,excluded,not specific to ocean
Estimates of genetic variability and inbreeding in experimentally selected populations of European sea bass,"Hillen, J. E. J. and Coscia, I. and Vandeputte, M. and Herten, K. and Hellemans, B. and Maroso, F. and Vergnet, A. and Allal, F. and Maes, G. E. and Volckaert, F. A. M.",2017,Aquaculture,"The aquaculture industry has increasingly aimed at improving economically important traits like growth, feed efficiency and resistance to infections. Artificial selection represents an important window of opportunity to significantly improve production. However, the pitfall is that selection will reduce genetic diversity and increase inbreeding in the farmed stocks. Genetic tools are very useful in this context as they provide accurate measures of genetic diversity together with many additional insights in the stock status and the selection process. In this study we assessed the level of genetic variability and relatedness over several generations of two lines of experimentally selected European sea bass (Dicentrarchus labrax L.). The first line was selected for growth over three generations and the second line for both high and low weight loss under a starvation regime over two generations. We used a genomic approach (2549 single nucleotide polymorphism markers derived from double digest restriction site associated DNA sequencing) in combination with eight microsatellites to estimate genetic variation, relatedness, effective population size and genetic differentiation across generations. Individual heterozygosity estimates indicated that the selected lines showed no significant reduction in diversity compared with wild populations. There was, however, a decreasing trend in allelic richness, suggesting the loss of low frequency alleles. We compared the estimates of effective population size from genetic markers with pedigree information and found good correspondence between methods. This study provides important insights in the genetic consequences of selective breeding and demonstrates the operational use of the latest genomic tools to estimate variability, inbreeding and at a later stage domestication and artificial selection.",Fisheries; Marine \& Freshwater Biology,2017.6247,excluded,Not specific to climate change
Adaptation in marine invasion: a genetic perspective,"Tepolt, C. K.",2015,Biological Invasions,"Genetic adaptation-heritable changes that alter an organism's performance-may facilitate invasion at several scales, but is seldom considered in predicting and managing marine invasions. However, a growing body of research-largely based on emerging genetic approaches-suggests that adaptation is possible and potentially widespread in the marine realm. Here, I review evidence for adaptation in marine invasion, considering both quantitative and genetic studies. Quantitative studies, which consider trait-based differences between populations or individuals without directly examining genetic makeup, have suggested local adaptation in several high-profile species. This implies that invasion risk may not be constant from population to population within a species, a key assumption of most invasion models. However, in many quantitative studies, the effects of heritable adaptive changes may be confounded with the effects of plasticity. Molecular approaches can help disentangle these effects, and studies at the genomic level are beginning to elucidate the specific genetic patterns and pathways underlying adaptation in invasion. While studies at this scale are currently rare in the marine invasion literature, they are likely to become increasingly prevalent-and useful-now that next-generation sequencing approaches have become tractable in non-model systems. Both traditional and emerging genetic approaches can improve our understanding of adaptation in marine invasions, and can aid managers in making accurate predictions of invasion spread and risk.",Biodiversity \& Conservation; Environmental Sciences \& Ecology,2015.496,excluded,Not specific to climate change
Adaptive responses of free-living and symbiotic microalgae to simulated future ocean conditions,"Chan, W.Y. and Oakeshott, J.G. and Buerger, P. and Edwards, O.R. and van Oppen, M.J.H.",2021,Global Change Biology,"Marine microalgae are a diverse group of microscopic eukaryotic and prokaryotic organisms capable of photosynthesis. They are important primary producers and carbon sinks but their physiology and persistence are severely affected by global climate change. Powerful experimental evolution technologies are being used to examine the potential of microalgae to respond adaptively to current and predicted future conditions, as well as to develop resources to facilitate species conservation and restoration of ecosystem functions. This review synthesizes findings and insights from experimental evolution studies of marine microalgae in response to elevated temperature and/or pCO2. Adaptation to these environmental conditions has been observed in many studies of marine dinoflagellates, diatoms and coccolithophores. An enhancement in traits such as growth and photo-physiological performance and an increase in upper thermal limit have been shown to be possible, although the extent and rate of change differ between microalgal taxa. Studies employing multiple monoclonal replicates showed variation in responses among replicates and revealed the stochasticity of mutations. The work to date is already providing valuable information on speciesâ€™ climate sensitivity or resilience to managers and policymakers but extrapolating these insights to ecosystem- and community-level impacts continues to be a challenge. We recommend future work should include in situ experiments, diurnal and seasonal fluctuations, multiple drivers and multiple starting genotypes. Fitness trade-offs, stable versus plastic responses and the genetic bases of the changes also need investigating, and the incorporation of genome resequencing into experimental designs will be invaluable. Â© 2021 John Wiley & Sons Ltd",NA,2021.1545,selected,
Cumulative bleaching undermines systemic resilience of the Great Barrier Reef,"Cheung, Mandy W. M. and Hock, Karlo and Skirving, William and Mumby, Peter J.",2021,Current Biology,"Climate change and ENSO have triggered five mass coral bleaching events on Australia's Great Barrier Reef (GBR), three of which occurred in the last 5 years.(1-5) Here, we explore the cumulative nature of recent impacts and how they fragment the reef's connectivity. The coverage and intensity of thermal stress have increased steadily over time. Cumulative bleaching in 2016, 2017, and 2020 is predicted to have reduced systemic larval supply by 26\%, 50\%, and 71\%, respectively. Larval disruption is patchy and can guide interventions. The majority of severely bleached reefs (75\%) are predicted to have experienced an 80\%-100\% loss of larval supply. Yet restoration would not be cost-effective in the 2\% of such reefs (similar to 30) that still experience high larval supply. Managing such climate change impacts will benefit from emerging theory on the facilitation of genetic adaptation,(6,7) which requires the existence of regions with predictably high or low thermal stress. We find that a third of reefs constitute warm spots that have consistently experienced bleaching stress. Moreover, 13\% of the GBR are potential refugia that avoid significant warming more than expected by chance, with a modest proportion (14\%) within highly protected areas. Coral connectivity is likely to become increasingly disrupted given the predicted escalation of climate-driven disturbances,(8) but the existence of thermal refugia, potentially capable of delivering larvae to 58\% of the GBR, may provide pockets of systemic resilience in the near-term. Theories of conservation planning for climate change will need to consider a shifting portfolio of thermal environments over time.",Biochemistry \& Molecular Biology; Life Sciences \& Biomedicine - Other Topics; Cell Biology,2021.15503,selected,
Are bivalves susceptible to domestication selection? Using starvation tolerance to test for potential trait changes in eastern oyster larvae,"McFarland, Katherine and Plough, Louis V. and Nguyen, Michelle and Hare, Matthew P.",2020,Plos One,"Conservation efforts are increasingly being challenged by a rapidly changing environment, and for some aquatic species the use of captive rearing or selective breeding is an attractive option. However, captivity itself can impose unintended artificial selection known as domestication selection (adaptation to culture conditions) and is relatively understudied for most marine species. To test for domestication selection in marine bivalves, we focused on a fitness-related trait (larval starvation resistance) that could be altered under artificial selection. Using larvae produced from a wild population ofCrassostrea virginicaand a selectively bred, disease-resistant line we measured growth and survival during starvation versus standard algal diet conditions. Larvae from both lineages showed a remarkable resilience to food limitation, possibly mediated by an ability to utilize dissolved organic matter for somatic maintenance. Water chemistry analysis showed dissolved organic carbon in filtered tank water to be at concentrations similar to natural river water. We observed that survival in larvae produced from the aquaculture line was significantly lower compared to larvae produced from wild broodstock (8 +/- 3\% and 21 +/- 2\%, respectively) near the end of a 10-day period with no food (phytoplankton). All larval cohorts had arrested growth and depressed respiration during the starvation period and took at least two days to recover once food was reintroduced before resuming growth. Respiration rate recovered rapidly and final shell length was similar between the two treatments Phenotypic differences between the wild and aquaculture lines suggest potential differences in the capacity to sustain extended food limitation, but this work requires replication with multiple selection lines and wild populations to make more general inferences about domestication selection. With this contribution we explore the potential for domestication selection in bivalves, discuss the physiological and fitness implications of reduced starvation tolerance, and aim to inspire further research on the topic.",Science \& Technology - Other Topics,2020.13906,selected,
Loss of transcriptional plasticity but sustained adaptive capacity after adaptation to global change conditions in a marine copepod,"Brennan, Reid S. and DeMayo, James A. and Dam, Hans G. and Finiguerra, Michael B. and Baumann, Hannes and Pespeni, Melissa H.",2022,Nature Communications,"Rapid adaptation will facilitate species resilience under global climate change, but its effects on plasticity are less commonly investigated. This study shows that 20 generations of experimental adaptation in a marine copepod drives a rapid loss of plasticity that carries costs and might have impacts on future resilience to environmental change. Adaptive evolution and phenotypic plasticity will fuel resilience in the geologically unprecedented warming and acidification of the earth's oceans, however, we have much to learn about the interactions and costs of these mechanisms of resilience. Here, using 20 generations of experimental evolution followed by three generations of reciprocal transplants, we investigated the relationship between adaptation and plasticity in the marine copepod, Acartia tonsa, in future global change conditions (high temperature and high CO2). We found parallel adaptation to global change conditions in genes related to stress response, gene expression regulation, actin regulation, developmental processes, and energy production. However, reciprocal transplantation showed that adaptation resulted in a loss of transcriptional plasticity, reduced fecundity, and reduced population growth when global change-adapted animals were returned to ambient conditions or reared in low food conditions. However, after three successive transplant generations, global change-adapted animals were able to match the ambient-adaptive transcriptional profile. Concurrent changes in allele frequencies and erosion of nucleotide diversity suggest that this recovery occurred via adaptation back to ancestral conditions. These results demonstrate that while plasticity facilitated initial survival in global change conditions, it eroded after 20 generations as populations adapted, limiting resilience to new stressors and previously benign environments.",Science \& Technology - Other Topics,2022.5052,selected,
Genetic markers for antioxidant capacity in a reef-building coral,"Jin, Young K. and Lundgren, Petra and Lutz, Adrian and Raina, Jean-Baptiste and Howells, Emily J. and Paley, Allison S. and Willis, Bette L. and van Oppen, Madeleine J. H.",2016,Science Advances,"The current lack of understanding of the genetic basis underlying environmental stress tolerance in reef-building corals impairs the development of new management approaches to confronting the global demise of coral reefs. On the Great Barrier Reef (GBR), an approximately 51\% decline in coral cover occurred over the period 1985-2012. We conducted a gene-by-environment association analysis across 12 degrees latitude on the GBR, as well as both in situ and laboratory genotype-by-phenotype association analyses. These analyses allowed us to identify alleles at two genetic loci that account for differences in environmental stress tolerance and antioxidant capacity in the common coral Acropora millepora. The effect size for antioxidant capacity was considerable and biologically relevant (32.5 and 14.6\% for the two loci). Antioxidant capacity is a critical component of stress tolerance because a multitude of environmental stressors cause increased cellular levels of reactive oxygen species. Our findings provide the first step toward the development of novel coral reef management approaches, such as spatial mapping of stress tolerance for use in marine protected area design, identification of stress-tolerant colonies for assisted migration, and marker-assisted selective breeding to create more tolerant genotypes for restoration of denuded reefs.",Science \& Technology - Other Topics,2016.7357,selected,
Acclimatization and Adaptive Capacity of Marine Species in a Changing Ocean,"Foo, S. A. and Byrne, M.",2016,NANA,"To persist in an ocean changing in temperature, pH and other stressors related to climate change, many marine species will likely need to acclimatize or adapt to avoid extinction. If marine populations possess adequate genetic variation in tolerance to climate change stressors, species might be able to adapt to environmental change. Marine climate change research is moving away from single life stage studies where individuals are directly placed into projected scenarios ('future shock' approach), to focus on the adaptive potential of populations in an ocean that will gradually change over coming decades. This review summarizes studies that consider the adaptive potential of marine invertebrates to climate change stressors and the methods that have been applied to this research, including quantitative genetics, laboratory selection studies and trans- and multigenerational experiments. Phenotypic plasticity is likely to contribute to population persistence providing time for genetic adaptation to occur. Transgenerational and epigenetic effects indicate that the environmental and physiological history of the parents can affect offspring performance. There is a need for long-term, multigenerational experiments to determine the influence of phenotypic plasticity, genetic variation and transgenerational effects on species' capacity to persist in a changing ocean. However, multigenerational studies are only practicable for short generation species. Consideration of multiple morphological and physiological traits, including changes in molecular processes (eg, DNA methylation) and long-term studies that facilitate acclimatization will be essential in making informed predictions of how the seascape and marine communities will be altered by climate change.",Environmental Sciences \& Ecology; Marine \& Freshwater Biology,2016.911,excluded,
Preconditioning in the reef-building coral Pocillopora damicornis and the potential for trans-generational acclimatization in coral larvae under future climate change conditions,"Putnam, Hollie M. and Gates, Ruth D.",2015,Journal Of Experimental Biology,"Coral reefs are globally threatened by climate change-related ocean warming and ocean acidification (OA). To date, slow-response mechanisms such as genetic adaptation have been considered the major determinant of coral reef persistence, with little consideration of rapid-response acclimatization-mechanisms. These rapid mechanisms such as parental effects that can contribute to trans-generational acclimatization (e.g. epigenetics) have, however, been identified as important contributors to offspring response in other systems. We present the first evidence of parental effects in a cross-generational exposure to temperature and OA in reef-building corals. Here, we exposed adults to high (28.9 degrees C, 805 mu atm P-CO2) or ambient (26.5 degrees C, 417 mu atm P-CO2) temperature and OA treatments during the larval brooding period. Exposure to high treatment negatively affected adult performance, but their larvae exhibited size differences and metabolic acclimation when subsequently re-exposed, unlike larvae from parents exposed to ambient conditions. Understanding the innate capacity corals possess to respond to current and future climatic conditions is essential to reef protection and maintenance. Our results identify that parental effects may have an important role through (1) ameliorating the effects of stress through preconditioning and adaptive plasticity, and/or (2) amplifying the negative parental response through latent effects on future life stages. Whether the consequences of parental effects and the potential for trans-generational acclimatization are beneficial or maladaptive, our work identifies a critical need to expand currently proposed climate change outcomes for corals to further assess rapid response mechanisms that include non-genetic inheritance through parental contributions and classical epigenetic mechanisms.",Life Sciences \& Biomedicine - Other Topics,2015.5963,excluded,
