title,author,year,journal,abstract,research_areas,label,screened_abstracts,notes
CO2-induced seawater acidification affects physiological performance of the marine diatom Phaeodactylum tricornutum,"Wu, Y. and Gao, K. and Riebesell, U.",2010,Biogeosciences,"CO2/pH perturbation experiments were carried out under two different pCO(2) levels (39.3 and 101.3 Pa) to evaluate effects of CO2-induced ocean acidification on the marine diatom Phaeodactylum tricornutum. After acclimation (>20 generations) to ambient and elevated CO2 conditions (with corresponding pH values of 8.15 and 7.80, respectively), growth and photosynthetic carbon fixation rates of high CO2 grown cells were enhanced by 5\% and 12\%, respectively, and dark respiration stimulated by 34\% compared to cells grown at ambient CO2. The half saturation constant (K-m) for carbon fixation (dissolved inorganic carbon, DIC) increased by 20\% under the low pH and high CO2 condition, reflecting a decreased affinity for HCO3- or/and CO2 and down-regulated carbon concentrating mechanism (CCM). In the high CO2 grown cells, the electron transport rate from photosystem II (PSII) was photoinhibited to a greater extent at high levels of photosynthetically active radiation, while non-photochemical quenching was reduced compared to low CO2 grown cells. This was probably due to the down-regulation of CCM, which serves as a sink for excessive energy. The balance between these positive and negative effects on diatom productivity will be a key factor in determining the net effect of rising atmospheric CO2 on ocean primary production.",Environmental Sciences \& Ecology; Geology,2010.1261,NA,
Coral reefs modify their seawater carbon chemistry - implications for impacts of ocean acidification,"Anthony, Kenneth R. N. and Kleypas, Joan A. and Gattuso, Jean-Pierre",2011,Global Change Biology,"Reviews suggest that that the biogeochemical threshold for sustained coral reef growth will be reached during this century due to ocean acidification caused by increased uptake of atmospheric CO2. Projections of ocean acidification, however, are based on air-sea fluxes in the open ocean, and not for shallow-water systems such as coral reefs. Like the open ocean, reef waters are subject to the chemical forcing of increasing atmospheric pCO(2). However, for reefs with long water residence times, we illustrate that benthic carbon fluxes can drive spatial variation in pH, pCO(2) and aragonite saturation state (Omega(a)) that can mask the effects of ocean acidification in some downstream habitats. We use a carbon flux model for photosynthesis, respiration, calcification and dissolution coupled with Lagrangian transport to examine how key groups of calcifiers (zooxanthellate corals) and primary producers (macroalgae) on coral reefs contribute to changes in the seawater carbonate system as a function of water residence time. Analyses based on flume data showed that the carbon fluxes of corals and macroalgae drive Omega(a) in opposing directions. Areas dominated by corals elevate pCO(2) and reduce Omega(a), thereby compounding ocean acidification effects in downstream habitats, whereas algal beds draw CO2 down and elevate Omega(a), potentially offsetting ocean acidification impacts at the local scale. Simulations for two CO2 scenarios (600 and 900 ppm CO2) suggested that a potential shift from coral to algal abundance under ocean acidification can lead to improved conditions for calcification in downstream habitats, depending on reef size, water residence time and circulation patterns. Although the carbon fluxes of benthic reef communities cannot significantly counter changes in carbon chemistry at the scale of oceans, they provide a significant mechanism of buffering ocean acidification impacts at the scale of habitat to reef.",Biodiversity \& Conservation; Environmental Sciences \& Ecology,2011.1522,NA,
Ocean acidification as a driver of community simplification via the collapse of higher-order and rise of lower-order consumers,"Vizzini, S. and Martinez-Crego, B. and Andolina, C. and Massa-Gallucci, A. and Connell, S. D. and Gambi, M. C.",2017,Scientific Reports,"Increasing oceanic uptake of CO2 is predicted to drive ecological change as both a resource (i.e. CO2 enrichment on primary producers) and stressor (i.e. lower pH on consumers). We use the natural ecological complexity of a CO(2)vent (i.e. a seagrass system) to assess the potential validity of conceptual models developed from laboratory and mesocosm research. Our observations suggest that the stressor-effect of CO2 enrichment combined with its resource-effect drives simplified food web structure of lower trophic diversity and shorter length. The transfer of CO2 enrichment from plants to herbivores through consumption (apparent resource-effect) was not compensated by predation, because carnivores failed to contain herbivore outbreaks. Instead, these higher-order consumers collapsed (apparent stressor-effect on carnivores) suggesting limited trophic propagation to predator populations. The dominance of primary producers and their lower-order consumers along with the loss of carnivores reflects the duality of intensifying ocean acidification acting both as resource-effect (i.e. bottom-up control) and stressor-effect (i.e. top-down control) to simplify community and trophic structure and function. This shifting balance between the propagation of resource enrichment and its consumption across trophic levels provides new insights into how the trophic dynamics might stabilize against or propagate future environmental change.",Science \& Technology - Other Topics,2017.2168,NA,
An in situ assessment of local adaptation in a calcifying polychaete froma shallow CO2 vent system,"Lucey, Noelle M. and Lombardi, Chiara and Florio, Maurizio and DeMarchi, Lucia and Nannini, Matteo and Rundle, Simon and Gambi, Maria Cristina and Calosi, Piero",2016,Evolutionary Applications,"Ocean acidification (OA) is likely to exert selective pressure on natural populations. Our ability to predict which marine species will adapt to OA and what underlies this adaptive potential is of high conservation and resource management priority. Using a naturally low-pH vent site in the Mediterranean Sea (Castello Aragonese, Ischia) mirroring projected future OA conditions, we carried out a reciprocal transplant experiment to investigate the relative importance of phenotypic plasticity and local adaptation in two populations of the sessile, calcifying polychaete Simplaria sp. (Annelida, Serpulidae, Spirorbinae): one residing in low pH and the other from a nearby ambient (i.e. high) pH site. We measured a suite of fitness-related traits (i.e. survival, reproductive output, maturation, population growth) and tube growth rates in laboratory-bred F2 generation individuals from both populations reciprocally transplanted back into both ambient and low-pH in situ habitats. Both populations showed lower expression in all traits, but increased tube growth rates, when exposed to low-pH compared with high-pH conditions, regardless of their site of origin suggesting that local adaptation to low-pH conditions has not occurred. We also found comparable levels of plasticity in the two populations investigated, suggesting no influence of long-term exposure to low pH on the ability of populations to adjust their phenotype. Despite high variation in trait values among sites and the relatively extreme conditions at the low pH site (pH < 7.36), response trends were consistent across traits. Hence, our data suggest that, for Simplaria and possibly other calcifiers, neither local adaptations nor sufficient phenotypic plasticity levels appear to suffice in order to compensate for the negative impacts of OA on long-term survival. Our work also emphasizes the utility of field experiments in natural environments subjected to high level of pCO(2) for elucidating the potential for adaptation to future scenarios of OA.",Evolutionary Biology,2016.5656,excluded,
Short-Term Spatial and Temporal Carbonate Chemistry Variability in Two Contrasting Seagrass Meadows: Implications for pH Buffering Capacities,"Cyronak, Tyler and Andersson, Andreas J. and D'Angelo, Sydney and Bresnahan, Philip and Davidson, Charles and Griffin, Alyssa and Kindeberg, Theodor and Pennise, Jimmy and Takeshita, Yuichiro and White, Margot",2018,Estuaries And Coasts,"It has been hypothesized that highly productive coastal ecosystems, such as seagrass meadows, could lead to the establishment of ocean acidification (OA) refugia, or areas of elevated pH and aragonite saturation state (Omega(a)) compared to source seawater. However, seagrass ecosystems experience extreme variability in carbonate chemistry across short temporal and small spatial scales, which could impact the pH buffering capacity of these potential refugia. Herein, short-term (hourly to diel) and small-scale (across 0.01-0.14 km(2)) spatiotemporal carbonate chemistry variability was assessed within two seagrass meadows in order to determine their short-term potential to elevate seawater pH relative to source seawater. Two locations at similar latitudes were chosen in order to compare systems dominated by coarse calcium carbonate (Bailey's Bay, Bermuda) and muddy silicate (Mission Bay, CA, USA) sediments. In both systems, spatial variability of pH across the seagrass meadow at any given time was often greater than diel variability (e.g., the average range over 24 h) at any one site, with greater spatial variability occurring at low tide in Mission Bay. Mission Bay (spatial Delta pH = 0.08 +/- 0.08; diel Delta pH = 0.12 +/- 0.01; mean +/- SD) had a greater average range in both temporal and spatial seawater chemistry than Bailey's Bay (spatial Delta pH = 0.02 +/- 0.01; diel Delta pH = 0.03 +/- 0.00; mean +/- SD). These differences were most likely due to a combination of slower currents, a larger tidal range, and more favorable weather conditions for photosynthesis (e.g., sunny with no rain) in Mission Bay. In both systems, there was a substantial amount of time (usually at night) when seawater pH within the seagrass beds was lower relative to the source seawater. Future studies aimed at assessing the potential of seagrass ecosystems to act as OA refugia for marine organisms need to account for the small-scale, high-frequency carbonate chemistry variability in both space and time, as this variability will impact where and when OA will be buffered or intensified.",Environmental Sciences \& Ecology; Marine \& Freshwater Biology,2018.3903,selected,
Changes in anthropogenic carbon storage in the Northeast Pacific in the last decade,"Chu, Sophie N. and Wang, Zhaohui Aleck and Doney, Scott C. and Lawson, Gareth L. and Hoering, Katherine A.",2016,Journal Of Geophysical Research-oceans,"In order to understand the ocean's role as a sink for anthropogenic carbon dioxide (CO2), it is important to quantify changes in the amount of anthropogenic CO2 stored in the ocean interior over time. From August to September 2012, an ocean acidification cruise was conducted along a portion of the P17N transect (50 degrees N 150 degrees W to 33.5 degrees N 135 degrees W) in the Northeast Pacific. These measurements are compared with data from the previous occupation of this transect in 2001 to estimate the change in the anthropogenic CO2 inventory in the Northeast Pacific using an extended multiple linear regression (eMLR) approach. Maximum increases in the surface waters were 11 mu mol kg(-1) over 11 years near 50 degrees N. Here, the penetration depth of anthropogenic CO2 only reached approximate to 300 m depth, whereas at 33.5 degrees N, penetration depth reached approximate to 600 m. The average increase of the depth-integrated anthropogenic carbon inventory was 0.410.12 mol m(-2) yr(-1) across the transect. Lower values down to 0.20 mol m(-2) yr(-1) were observed in the northern part of the transect near 50 degrees N and increased up to 0.55 mol m(-2) yr(-1) toward 33.5 degrees N. This increase in anthropogenic carbon in the upper ocean resulted in an average pH decrease of 0.0020.0003 pH units yr(-1) and a 1.80.4 m yr(-1) shoaling rate of the aragonite saturation horizon. An average increase in apparent oxygen utilization of 13.415.5 mu mol kg(-1) centered on isopycnal surface 26.6 kg m(-3) from 2001 to 2012 was also observed.",Oceanography,2016.1441,excluded,
A fishy tale - a missing part of the inorganic ocean carbon cycle,"Wilson, R.W. and Reardon, E.E. and Perry, C.T.",2011,Biochemist,"Human activities, such as burning fossil fuels, are playing an important role in the rising levels of carbon dioxide (CO2) in the Earth's atmosphere1. The oceans may store a large portion of CO2 that we are releasing into the atmosphere, with up to 40% already taken up by the oceans. Although this absorption helps to offset some of the greenhouse effect of atmospheric CO2, it also contributes to ocean acidification, or a fall in the pH of sea water. The historical global mean pH of oceanic sea water is about 8.2, and this has already declined by 0.1 pH units (a 30% increase in H+ concentration) and is predicted to reach pH ~7.7 by the end of the century if current rates of fossil fuel use continue, leading to an atmospheric CO2 level of 800 p.p.m.1,2. Even this extreme potential fall in pH would still leave seawater above the neutral point (pH 7.0), so technically it is more accurate to say that the ocean is becoming less alkaline, rather than truly acidic (i.e. below pH 7.0). However, the magnitude is perhaps less important than the speed of pH change which is occurring faster than at any time during the previous 20 million years. Over this time, the average ocean pH has probably never fallen below pH 8.0 2,3. It is only during the last decade that the importance of ocean acidification has come to the forefront of concerns for scientists1, 2. Consequences of these changes in global CO2 production are predicted to include elevated global temperatures, rising sea levels, more unpredictable and extreme weather patterns, and shifts in ecosystems1. In order to more fully understand the implications of ocean acidification, teams of researchers, including fisheries scientists, physiologists, geologists, oceanographers, chemists and climate modellers, are working to refine current understanding of the ocean carbon cycle. Â© 2011 The Biochemical Society.",NA,2011.9349,NA,
EFFECTS OF CO2 DRIVEN OCEAN ACIDIFICATION ON ONTOGENETIC STAGES OF THE CUTTLEFISH SEPIA OFFICINALIS,"Hu, Marian Y.",2016,Vie Et Milieu-life And Environment,"Ocean acidification due to anthropogenic emissions of CO2 is the new kid on the block of climate change research and has received considerable attention as changes in seawater acidity and carbonate chemistry can severely affect marine organisms from the species to the ecosystem level. The degree of sensitivity within a species can vary greatly along ontogeny, often leading to highest sensitivities in early life stages. Recent studies using the cuttlefish Sepia officinalis, demonstrated that it's oviparous developmental mode can constitute an additional challenge for early life stages as increases in environmental pCO(2) add on top to the already high CO2 concentration inside the egg. The micro-environment inside the egg is characterized by low pH, hypoxia, hypercapnia and high ammonia concentrations as a result of the animal's metabolism and the limited diffusion permeability of the egg capsule. This oviparous developmental mode in combination with lower pH regulatory capacities are probably the major reasons why S. officinalis embryos respond more sensitively towards seawater acidification compared to adults. Although stronger hypercapnia levels (>0.3 kPa; < pH 7.5) could demonstrate potentially negative effects on the development, metabolism and calcification, acidification levels as predicted for the coming century will probably not severely affect S. officinalis. This relative tolerance may be a consequence of a lifestyle in benthic coastal habitats, pre-adapting S. officinalis to natural fluctuations in environmental pCO(2).",Environmental Sciences \& Ecology; Marine \& Freshwater Biology,2016.307,NA,
Ocean acidification and dynamic energy budget models: Parameterisation and simulations for the green-lipped mussel,"Ren, J.S. and Ragg, N.L.C. and Cummings, V.J. and Zhang, J.",2020,Ecological Modelling,"Ocean acidification (OA), the change in ocean chemistry caused by carbon dioxide emissions, poses a serious imminent threat to marine organisms, especially those with calcium carbonate shells. The green-lipped mussel (Perna canaliculus), endemic to New Zealand, is common in coastal ecosystems and is an economically important aquaculture species. As a step towards supporting aquaculture management in a changing environment, we used a dynamic energy budget (DEB) model to investigate the potential influence of OA on growth and reproduction of the mussel. Zero-variate and growth data from local mussel farms were used to parameterise the model with the AmP method. The parameter estimation showed an acceptable goodness of fit, with a low mean relative error of 0.143 and the symmetric mean squared error of 0.125. The model was subsequently modified to estimate parameter values under OA conditions, based on data obtained from laboratory experiments where mussels were grown at future projected reduced pH (elevated pCO2) levels. The maintenance ([á¹—M]) and volume-specific cost for growth ([EG]) were identified as the key parameters in response to OA. The model was then applied to simulate mussel energetics under pCO2 scenarios projected for 2050 and 2100. The model predicts that decreasing pH would cause reductions in shell length growth, flesh weight and reproductive capacity. As well as providing a quantitative tool for understanding the influence of OA on mussel physiology, this DEB model is also an important component of individual-based population and ecosystem models, enabling simulation of complex population and ecosystem level responses to OA. Â© 2020 The Authors",NA,2020.5036,NA,
Coral Calcification Under Ocean Acidification and Global Change,"Erez, Jonathan and Reynaud, Stephanie and Silverman, Jacob and Schneider, Kenneth and Allemand, Denis",2011,NANA,"Coral reefs are unique marine ecosystems that form huge morphological structures (frameworks) in today's oceans. These include coral islands (atolls), barrier reefs, and fringing reefs that form the most impressive products of CaCO3 biomineralization. The framework builders are mainly hermatypic corals, calcareous algae, foraminifera, and mollusks that together are responsible for almost 50\% of the net annual CaCO3 precipitation in the oceans. The reef ecosystem acts as a huge filtration system that extracts plankton from the vast fluxes of ocean water that flow through the framework. The existence of these wave resistant structures in spite of chemical, biological, and physical erosion depends on their exceedingly high rates of calcification. Coral mortality due to bleaching (caused by global warming) and ocean acidification caused by atmospheric CO2 increase are now the major threats to the existence of these unique ecosystems. When the rates of dissolution and erosion become higher than the rates of precipitation, the entire coral ecosystem starts to collapse and will eventually be reduced to piles of rubble while its magnificent and high diversity fauna will vanish. The loss to nature and to humanity would be unprecedented and it may occur within the next 50 years. In this chapter, we discuss the issue of ocean acidification and its major effects of corals from the cell level to the reef communities. Based on the recently published literature, it can be generalized that calcification in corals is strongly reduced when seawater become slightly acidified. Ocean acidification lowers both the pH and the CO32- ion concentration in the surface ocean, but calcification at the organism level responds mainly to CO32- and not to pH. Most reports show that the symbiotic algae are not sensitive to changes in the carbonate chemistry. The potential mechanisms responsible for coral sensitivity to acidification are either direct input of seawater to the biomineralization site or high sensitivity of the enzymes involved in calcification to pH and/or CO2 concentrations. Increase in pH at the biomineralization site is most probably the most energy demanding process that is influenced by ocean acidification. While hermatypic corals and other calcifiers reduce their rates of calcification, chemical and biological dissolution increase and hence net calcification of the entire coral reef is decreasing dramatically. Community metabolism in several sites and in field enclosures show in some cases net dissolution. Using the relations between aragonite saturation (Omega(arag)) and community calcification, it is possible to predict that coral reefs globally may start to dissolve when atmospheric CO2 doubles.",Biodiversity \& Conservation; Marine \& Freshwater Biology,2011.2079,excluded,
