"title","author","year","journal","abstract","research_areas","label","screened_abstracts","notes"
"Seagrass Recovery Following Marine Heat Wave Influences Sediment Carbon Stocks","Aoki, Lillian R. and McGlathery, Karen J. and Wiberg, Patricia L. and Oreska, Matthew P. J. and Berger, Amelie C. and Berg, Peter and Orth, Robert J.","2021","Frontiers In Marine Science","Worldwide, seagrass meadows accumulate significant stocks of organic carbon (C), known as ``blue{''} carbon, which can remain buried for decades to centuries. However, when seagrass meadows are disturbed, these C stocks may be remineralized, leading to significant CO2 emissions. Increasing ocean temperatures, and increasing frequency and severity of heat waves, threaten seagrass meadows and their sediment blue C. To date, no study has directly measured the impact of seagrass declines from high temperatures on sediment C stocks. Here, we use a long-term record of sediment C stocks from a 7-km2, restored eelgrass (Zostera marina) meadow to show that seagrass dieback following a single marine heat wave (MHW) led to significant losses of sediment C. Patterns of sediment C loss and re-accumulation lagged patterns of seagrass recovery. Sediment C losses were concentrated within the central area of the meadow, where sites experienced extreme shoot density declines of 90\% during the MHW and net losses of 20\% of sediment C over the following 3 years. However, this effect was not uniform; outer meadow sites showed little evidence of shoot declines during the MHW and had net increases of 60\% of sediment C over the following 3 years. Overall, sites with higher seagrass recovery maintained 1.7x as much C compared to sites with lower recovery. Our study demonstrates that while seagrass blue C is vulnerable to MHWs, localization of seagrass loss can prevent meadow-wide C losses. Long-term (decadal and beyond) stability of seagrass blue C depends on seagrass resilience to short-term disturbance events.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2021.2318","selected",""
"Dynamic analysis and design methods for combustion turbine exhaust silencers employing acoustical baffles","Gjinolli, A.E. and Dorgan, J.E. and Ray, E.F.","2018","American Society Of Mechanical Engineers, Pressure Vessels And Piping Division (publication) Pvp","Combustion turbines are frequently used because they provide the most power in the smallest footprint and their modular design makes them an economical choice. These machines are used across all land-based industries as well as marine applications. The exhaust system must perform its basic function of conducting exhaust gases, which can be as high as 1250Â° F (675Â° C), safely away from the adjacent equipment and workers, and mitigate the exhaust noise under a wide range of requirements and conditions. In addition, new requirements limit shell temperatures and exhaust leakage to prevent fire or explosion of fuel gas that may leak from equipment (ATEX). This paper presents a review of the analytical processes used in the development of a silencer system to achieve optimal performance metrics. These systems are typically comprised of parallel baffles for a wide range of conditions including aeroacoustical performance, system pressure and high flow rates, thermal stresses, environmental conditions (ocean, seismic and wind), flow-induced vibration, corrosion, and fatigue-design life analysis. The specific requirements of the baffle design will be discussed through a specific case study relative to typical rectilinear (parallel) baffles used in many installations, including land-based power generation plants (Figure 1), and offshore platforms (Figure 2). This paper will discuss the analytical methods used to address these challenges via a case study. A combination of static, vibration-pulsation and dynamic structural analysis with specific attention to the seismic analysis of the parallel baffles used in skirt and structural steel supported vessels, as well as acoustical design and flow modeling techniques are used to evaluate the design options. Copyright Â© 2018 ASME.",NA,"2018.17613",NA,""
"DYNAMIC ANALYSIS AND DESIGN METHODS FOR COMBUSTION TURBINE EXHAUST SILENCERS EMPLOYING ACOUSTICAL BAFFLES","Gjinolli, Agron E. and Dorgan, Jason E. and Ray, Elden F.","2019","NANA","Combustion turbines are frequently used because they provide the most power in the smallest footprint and their modular design makes them an economical choice. These machines are used across all land-based industries as well as marine applications. The exhaust system must perform its basic function of conducting exhaust gases, which can be as high as 1250 degrees F (675 degrees C), safely away from the adjacent equipment and workers, and mitigate the exhaust noise under a wide range of requirements and conditions. In addition, new requirements limit shell temperatures and exhaust leakage to prevent fire or explosion of fuel gas that may leak from equipment (ATEX). This paper presents a review of the analytical processes used in the development of a silencer system to achieve optimal performance metrics. These systems are typically comprised of parallel baffles for a wide range of conditions including aeroacoustical performance, system pressure and high flow rates, thermal stresses, environmental conditions (ocean, seismic and wind), flow-induced vibration, corrosion, and fatigue design life analysis. The specific requirements of the baffle design will be discussed through a specific case study relative to typical rectilinear (parallel) baffles used in many installations, including land-based power generation plants (Figure 1), and offshore platforms (Figure 2). This paper will discuss the analytical methods used to address these challenges via a case study. A combination of static, vibration-pulsation and dynamic structural analysis with specific attention to the seismic analysis of the parallel baffles used in skirt and structural steel supported vessels, as well as acoustical design and flow modeling techniques are used to evaluate the design options.","Engineering","2019.15751",NA,""
"Restoring the flat oyster Ostrea angasi in the face of a changing climate","Pereira, Roberta R. C. and Scanes, Elliot and Parker, Laura M. and Byrne, Maria and Cole, Victoria J. and Ross, Pauline M.","2019","Marine Ecology Progress Series","Across the globe, restoration efforts are stemming the loss of native oyster reefs and the ecosystem services they provide, but these efforts will need to consider climate change in order to be sustainable. South-eastern Australia is the focus of restoring the once abundant oyster Ostrea angasi. This region is also a climate change `hot spot' where the ocean is warming rapidly, with the potential to be exacerbated by marine heatwaves and coastal acidification. In this study, the impact of near-future (similar to 2050) elevated temperature and pCO(2) on O. angasi was determined and considered in context with concerns for the long-term sustainability of oyster reef restoration efforts. Oysters were exposed to ambient and elevated pCO(2) concentrations (mean +/- SE: 408 +/- 19.8 and 1070 +/- 53.4 mu atm) and ambient and elevated temperatures (22.78 +/- 0.17 and 25.73 +/- 0.21 degrees C) for 10 wk in outdoor flow-through mesocosms. Shell growth, condition index, standard metabolic rate (SMR), extracellular pH and survival were measured. Elevated temperature caused high mortality (36 \%) and decreased the condition of oysters (33 \%). Elevated pCO(2) increased SMR almost 4-fold and lowered the extracellular pH of O. angasi by a mean 0.29 pH units. In combination, elevated pCO(2) and temperature ameliorated effects on SMR and survivorship of oysters. O. angasi appears to be living near the limits of its thermal tolerance. Restoration projects will need to account for the temperature sensitivity of this species and its changing habitat to `climate proof' long-term restoration efforts.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology; Oceanography","2019.3721","selected",""
"Priming of Marine Macrophytes for Enhanced Restoration Success and Food Security in Future Oceans","Jueterbock, Alexander and Minne, Antoine J. P. and Cock, J. Mark and Coleman, Melinda A. and Wernberg, Thomas and Scheschonk, Lydia and Rautenberger, Ralf and Zhang, Jie and Hu, Zi-Min","2021","Frontiers In Marine Science","Marine macrophytes, including seagrasses and macroalgae, form the basis of diverse and productive coastal ecosystems that deliver important ecosystem services. Moreover, western countries increasingly recognize macroalgae, traditionally cultivated in Asia, as targets for a new bio-economy that can be both economically profitable and environmentally sustainable. However, seagrass meadows and macroalgal forests are threatened by a variety of anthropogenic stressors. Most notably, rising temperatures and marine heatwaves are already devastating these ecosystems around the globe, and are likely to compromise profitability and production security of macroalgal farming in the near future. Recent studies show that seagrass and macroalgae can become less susceptible to heat events once they have been primed with heat stress. Priming is a common technique in crop agriculture in which plants acquire a stress memory that enhances performance under a second stress exposure. Molecular mechanisms underlying thermal priming are likely to include epigenetic mechanisms that switch state and permanently trigger stress-preventive genes after the first stress exposure. Priming may have considerable potential for both ecosystem restoration and macroalgae farming to immediately improve performance and stress resistance and, thus, to enhance restoration success and production security under environmental challenges. However, priming methodology cannot be simply transferred from terrestrial crops to marine macrophytes. We present first insights into the formation of stress memories in both seagrasses and macroalgae, and research gaps that need to be filled before priming can be established as new bio-engineering technique in these ecologically and economically important marine primary producers.","Environmental Sciences \& Ecology; Marine \& Freshwater Biology","2021.4184","selected",""
"Public Health Aspects of Climate Change Adaptation in Three Cities: A Qualitative Study","Macassa, Gloria and Ribeiro, Ana Isabel and Marttila, Anneli and Stal, Frida and Silva, Jose Pedro and Rydback, Michelle and Rashid, Mamunur and Barros, Henrique","2022","International Journal Of Environmental Research And Public Health","Climate change presents an unprecedented public health challenge as it has a great impact on population health outcomes across the global population. The key to addressing these health challenges is adaptation carried out in cities through collaboration between institutions, including public health ones. Through semi-structured interviews (n = 16), this study investigated experiences and perceptions of what public health aspects are considered by urban and public health planners and researchers when planning climate change adaptation in the coastal cities of Soderhamn (Sweden), Porto (Portugal) and Navotas (the Philippines). Results of the thematic analysis indicated that participating stakeholders were aware of the main climate risks threatening their cities (rising water levels and flooding, extreme temperatures, and air pollution). In addition, the interviewees talked about collaboration with other sectors, including the public health sector, in implementing climate change adaptation plans. However, the inclusion of the public health sector as a partner in the process was identified in only two cities, Navotas and Porto. Furthermore, the study found that there were few aspects pertaining to public health (water and sanitation, prevention of heat-related and water-borne diseases, and prevention of the consequences associated with heat waves in vulnerable groups such as children and elderly persons) in the latest climate change adaptation plans posted on each city's website. Moreover, participants pointed to different difficulties: insufficient financial resources, limited intersectoral collaboration for climate change adaptation, and lack of involvement of the public health sector in the adaptation processes, especially in one of the cities in which climate change adaptation was solely the responsibility of the urban planners. Studies using larger samples of stakeholders in larger cities are needed to better understand why the public health sector is still almost absent in efforts to adapt to climate change.","Environmental Sciences \& Ecology; Public, Environmental \& Occupational Health","2022.20087",NA,""
"Conservation Planning for Coral Reefs Accounting for Climate Warming Disturbances","Magris, Rafael A. and Heron, Scott F. and Pressey, Robert L.","2015","Plos One","Incorporating warming disturbances into the design of marine protected areas (MPAs) is fundamental to developing appropriate conservation actions that confer coral reef resilience. We propose an MPA design approach that includes spatially-and temporally-varying sea-surface temperature (SST) data, integrating both observed (1985-2009) and projected (2010-2099) time-series. We derived indices of acute (time under reduced ecosystem function following short-term events) and chronic thermal stress (rate of warming) and combined them to delineate thermal-stress regimes. Coral reefs located on the Brazilian coast were used as a case study because they are considered a conservation priority in the southwestern Atlantic Ocean. We show that all coral reef areas in Brazil have experienced and are projected to continue to experience chronic warming, while acute events are expected to increase in frequency and intensity. We formulated quantitative conservation objectives for regimes of thermal stress. Based on these objectives, we then evaluated if/how they are achieved in existing Brazilian MPAs and identified priority areas where additional protection would reinforce resilience. Our results show that, although the current system of MPAs incorporates locations within some of our thermal-stress regimes, historical and future thermal refugia along the central coast are completely unprotected. Our approach is applicable to other marine ecosystems and adds to previous marine planning for climate change in two ways: (i) by demonstrating how to spatially configure MPAs that meet conservation objectives for warming disturbance using spatially-and temporally-explicit data; and (ii) by strategically allocating different forms of spatial management (MPA types) intended to mitigate warming impacts and also enhance future resistance to climate warming.","Science \& Technology - Other Topics","2015.651","selected",""
"Genotype - environment correlations in corals from the Great Barrier Reef","Lundgren, Petra and Vera, Juan C. and Peplow, Lesa and Manel, Stephanie and van Oppen, Madeleine J. H.","2013","Bmc Genetics","Background: Knowledge of genetic markers that are correlated to stress tolerance may improve spatial mapping of reef vulnerability and can inform restoration efforts, including the choice of genotypes for breeding and reseeding. In this manuscript we present two methods for screening transcriptome data for candidate genetic markers in two reef building corals, Acropora millepora and Pocillopora damicornis (types alpha and beta). In A. millepora, Single Nucleotide Polymorphisms (SNPs) were pre-selected by targeting genes believed to be involved in the coral thermal stress responses. In P. damicornis (type alpha and beta), SNPs showing varying allele frequencies between two populations from distinct environments were pre-selected. Allele frequencies at nine, five and eight of the pre-selected SNP loci were correlated against gradients of water clarity and temperature in a large number of populations along the Great Barrier Reef. Results: A significant correlation between environmental category and SNP allele frequency was detected in up to 55\% of the tested loci, which is an exceptional success rate for these types of tests. In P. damicornis, SNP allele frequencies of beta-hexosaminidase and Elongation factor 1-alpha were significantly correlated to temperature in type a and to temperature and/or water clarity respectively in type beta. Type alpha also showed a correlation between water clarity and SNP allele frequency in a gene of unknown function. In A. millepora, allele frequencies at five (beta-gamma crystallin, Galaxin, Ubiquitin, Ligand of Numb X2 and Thioredoxin) SNP loci showed significant correlations. Conclusions: After validation of these candidate loci through laboratory or field assessment of relative stress tolerance of colonies harbouring different alleles, it is anticipated that a proportion of these markers may represent the first coral candidate Quantitative Trait Loci for environmental stress tolerance and provide an important genetic tool that can be incorporated into spatial management decisions and restoration efforts of coral reefs. One pertinent example would be to combine spatial data of tolerant populations with genetic connectivity and thus identify high priority conservation reefs and implement targeted coral husbandry and active restoration efforts that use locally-and stress-adapted genotypes.","Genetics \& Heredity","2013.6633","selected",""
"Diminishing Opportunities for Sustainability of Coastal Cities in the Anthropocene: A Review","Day, J.W. and Gunn, J.D. and Burger, J.R.","2021","Frontiers In Environmental Science","The world is urbanizing most rapidly in tropical to sub-temperate areas and in coastal zones. Climate change along with other global change forcings will diminish the opportunities for sustainability of cities, especially in coastal areas in low-income countries. Climate forcings include global temperature and heatwave increases that are expanding the equatorial tropical belt, sea-level rise, an increase in the frequency of the most intense tropical cyclones, both increases and decreases in freshwater inputs to coastal zones, and increasingly severe extreme precipitation events, droughts, freshwater shortages, heat waves, and wildfires. Current climate impacts are already strongly influencing natural and human systems. Because of proximity to several key warming variables such as sea-level rise and increasing frequency and intensity of heatwaves, coastal cities are a leading indicator of what may occur worldwide. Climate change alone will diminish the sustainability and resilience of coastal cities, especially in the tropical-subtropical belt, but combined with other global changes, this suite of forcings represents an existential threat, especially for coastal cities. Urbanization has coincided with orders of magnitude increases in per capita GDP, energy use and greenhouse gas emissions, which in turn has led to unprecedented demand for natural resources and degradation of natural systems and more expensive infrastructure to sustain the flows of these resources. Most resources to fuel cities are extracted from ex-urban areas far away from their point of final use. The urban transition over the last 200Â years is a hallmark of the Anthropocene coinciding with large surges in use of energy, principally fossil fuels, population, consumption and economic growth, and environmental impacts such as natural system degradation and climate change. Fossil energy enabled and underwrote Anthropocene origins and fueled the dramatic expansion of modern urban systems. It will be difficult for renewable energy and other non-fossil energy sources to ramp up fast enough to fuel further urban growth and maintenance and reverse climate change all the while minimizing further environmental degradation. Given these trajectories, the future sustainability of cities and urbanization trends, especially in threatened areas like coastal zones in low-income countries in the tropical to sub-tropical belt, will likely diminish. Adaptation to climate change may be limited and challenging to implement, especially for low-income countries. Â© Copyright Â© 2021 Day, Gunn and Burger.",NA,"2021.4443",NA,""
"Stronger adaptive response among small-scale fishers experiencing greater climate change hazard exposure","Ilosvay, Xochitl Edua Elias and Molinos, Jorge Garcia and Ojea, Elena","2022","Communications Earth \& Environment","Progressive climate-driven environmental changes are threatening the global livelihoods of small-scale fishers, yet how their adaptation responses vary in relation to hazard exposure is poorly understood. We use a systematic review approach to identify a global data set of 301 reported adaptation responses (remaining, adaptive, and transformative) of small-scale fishers to climate change and analyse their spatial agreement with estimated geographical location of global coastal hotspot areas for specific climate change hazards associated to those responses (long-term trends in sea surface temperature, cumulative intensity of marine heatwaves, frequency of tropical storms, and intensity of associated storm surges). Only 37\% of responses were found in climate change hotspots. Despite this, our results evidence that fishers are responding more passively in areas with lower exposure levels to abrupt climatic events. The relative proportion of adaptive and transformative responses increase with climate change hazard exposure. Small-scale fishers exhibit more active adaptive and transformative responses in areas with higher exposure levels to climate change hazards, according to a global systematic review approach of social-ecological systems.","Environmental Sciences \& Ecology; Geology; Meteorology \& Atmospheric Sciences","2022.991",NA,""
