"","analysis_id","duplicate_id","title","abstract"
"12",336794,"2015.11170","Dynamic response and governor tuning of a long penstock pumped-storage hydropower plant equipped with a pump-turbine and a doubly fed induction generator","In this paper, the dynamic response of a long penstock pumped-storage hydropower plant which is equipped with a single pump-turbine and a doubly-fed induction machine, is analyzed in detail in generating mode. The pumped-storage hydropower plant is connected to a small island power system with thermal generation, and provides load-frequency control under the orders of an automatic generation control system. The output power of the pumped-storage hydropower plant is assumed to be controlled by the rotor-side frequency converter. The unit running speed is controlled by an isochronous PI governor. The dynamic response of the pumped-storage hydropower plant is analyzed by using a linearized reduced order dynamic model, which considers the elastic water column effects in the penstock. Two governor tuning criteria are proposed in the paper: one is devised from the root locus analysis of the plant dynamic model, and the other one is based on a Pareto approach. The proposed tuning criteria are compared with each other and with a recently published tuning criterion through a set of commonly used performance indexes and by means of simulations with a nonlinear dynamic model. Â© 2015 Elsevier Ltd. All rights reserved."
"13",225932,"1992.2757","TOWARD UNDERSTANDING THE QUARK PARTON MODEL OF FEYNMAN","The quark parton model of Feynman, which has been used for analyses of high energy physics experiments, invokes a set of parton distributions in the description of the nucleon structure (the probability concept), contrary to the traditional use of wave functions in nuclear and medium energy physics for structural studies (the amplitude concept). In this paper, I first review briefly how the various parton distributions of a nucleon may be extracted from high energy physics experiments. I then proceed to consider how the sea distributions of a free nucleon at low and moderate Q2 (e.g., up to 20 GeV2) may be obtained in the meson-baryon picture, a proposal made by Hwang, Speth, and Brown. Using the form factors associated with the couplings of mesons to baryons such as piNN, piNDELTA, and KNLAMBDA couplings which are constrained by the CCFR neutrino data, we rind that the model yields predictions consistent with the CDHS and Fermilab E615 data on the sea-to-valence ratio. We also find that the recent finding by the New Muon Collaboration (NMC) on the violation of the Gottfried sum rule can be understood quantitatively. Finally, we consider, using the pion as the example, how valence quark distributions of a hadron may be linked to the hadron wave function written in the light-cone language. Specifically, we use the leading pion wave function that is constrained by the QCD sum rules, and find that, at Q2 almost-equal-to (0.5 GeV)2, the leading Fock component accounts for about 40 \% of the observed valence quark distributions in the pion. The question of how to generate the entire valence quark distributions from the valence quark distribution calculated from the leading Fock component is briefly considered again using the specific proposal of Hwang, Speth, and Brown."
"14",368312,"2003.5745","Telemetering environmental monitoring buoy and mooring","A buoy/mooring designed to measure waves with a surface-following buoy was instrumented with an ADCP and water property sensors. Compliant elastic elements at the top of the mooring allow the buoy to move freely with the waves without having to accelerate the mooring and heavy instrumentation. About 710 N (160 lbf.) of midwater flotation at the bottom of the elastic elements help keep the lower part of the mooring taut. The elastic elements provided about 1.3 kN (300 lbf.) of mooring pretension, and, depending on the horizontal current and the wave activity, the tension at the buoy could rise to about 3.5 kN (800 lbf.). Computer modeling of the mooring showed no vertical and minimal horizontal motion in the lower part of the mooring and reasonable tensions that would allow the buoy to follow the waves. Data from the accelerometer in the buoy (telemetered to shore in real-time), the SeaCats in-line and ADCP near the bottom were of high quality. The mooring was recovered by releasing a float from mid-depth that brought a line to the surface from below the elastic elements to allow the mooring (with sensors) and anchor to be retrieved. Validation of the accelerometer wave observations with a near-surface moored Waves ADCP showed good agreement and indicates that the Waves ADCP technology may be used for deeper water waves observations from subsurface moorings."
"15",322993,"2018.15153","Experimental Studies on Development of Power Take off System for Wave Powered Navigational Buoy","In India we have twelve major ports and two hundred minor and intermediate ports. All the port deploy several conventional navigation buoys with marker lamps in the navigational channel for guiding the ships entry into the port. Generally, these marker lamps are powered by batteries using the photovoltaic power module. The efficiency of PV modules mostly affected by waves and weather and it demands regular maintenance. In order to replace the PV modules, National Institute of Ocean Technology (NIOT) has indigenously developed wave powered navigational buoy similar to the existing buoys and the major advantage of this wave powered buoys is, the power will be extracted throughout the day. This power module is such as designed, it will generate power in low wave conditions. Since the waves are very random in nature, the extraction of maximum power is a challenge. The objective of this paper is to discuss about the development of the power takeoff system (PTO), which includes the selection of generator, design of charging circuit and sizing of the battery bank to catch the power at maximum efficiency. A range of combinations of chosen power modules is tested under various input frequencies in the oscillatory airflow test rig at the ocean engineering department of IIT Madras. To validate the design of the power takeoff system, NIOT has successfully filled out open sea trial at off Ennore, Chennai and generated power under various input wave conditions also presented in this paper. Â© 2018 IEEE."
"16",60527,"2021.5914","Research Advances, Maturation, and Challenges of Hydrate-Based CO2 Sequestration in Porous Media","Hydrate-based CO2 storage/sequestration (HBCS) technique could potentially fulfill the mandate of the Sustainable Development Goal (SDG) 13 toward efficient and safe storage of CO2 through successful lab-scale experimentation in overcoming the existing storage capacity challenges. In this article, we carefully reviewed and discussed the reported fundamental lab-scale experimental attempts to successfully store CO2 as hydrate in sediments. The CO2 hydrate formation thermodynamics, kinetics, and mechanism insights in porous media are critically discussed to reveal the state of the art and the current challenges facing the implementation of the HBCS technique and provide guidelines and pathways toward a high CO2 storage capacity. In addition, factors affecting CO2 hydrate formation and hydrate formation mechanisms in various types of porous media are discussed. Factors that mainly control the CO2 storage capacity in porous media are driving force, porosity, capillary effect, gas and liquid permeability, particle size, and surface area. However, mass transfer limitation, potential storage site, CO2 transportation, CO2 injection technique, cost, environmental constraints, and CO2 stability are the main challenges toward the technological readiness of the HBCS. The findings in this work provide useful guidelines and pathways which could lead to an increase in CO2 storage capacity as hydrate for cleaner earth in the future."
"17",294396,"1985.2162","CARBONATE GRAVITY-FLOW SEDIMENTATION ON LOW-ANGLE SLOPES OFF THE WOLFCAMPIAN NORTHWEST SHELF OF THE DELAWARE BASIN.","Wolfcampian gravity-flow deposits accumulated in a slope to basinal setting between shelf-edge Tubiphytes reefs on the Northwest shelf and calcareous mudstones of the deeper Delaware basin. These gravity-flow deposits are well displayed in a 25 meter long core from the Depco Inc. No. 1 D. H. Y. State 'A' well drilled in Eddy County, New Mexico. Transport of large lithoclasts of wackestones, packstones, and grainstones indicates early lithification of these rocks probably by meteoric diagenesis. Later subsurface diagenesis resulted in cementation by saddle dolomite and Fe-rich, coarse-crystalline calcite. The larger lime boundstone blocks contain moldic and intraparticle porosity and a few of the grainstone clasts contain interparticle and moldic porosity inherited from the source area on the shelf. The porosity network in the Depco core consists of these porous limestone clasts and blocks separated by nonporous calcareous siliciclastic mudstone. This arrangement of blocks and matrix results in a poor reservoir because there is no porosity collection network, such as fractures."
"18",36595,"2021.3803","Carbon sequestration potential increased by incomplete anaerobic decomposition of kelp detritus","Kelps are highly productive macroalgae that form habitats along one-quarter of the worlds' coastlines. Emerging evidence suggests that kelps have the potential to sequester carbon through the export of detritus to deep marine sinks, yet how much of this detrital carbon is remineralized through grazing and microbial decomposition before it reaches these sinks remains a critical knowledge gap. We measured decay of Laminaria hyperborea detritus in shallow kelp forests (10 m) and adjacent deep fjords (300 m), and experimentally tested the effect of temperature and oxygen conditions similar to those at these habitats in ex situ experiments. Initial decay rate (k) was high (-0.107 to -0.183 d(-1)) with 40-60\% of the original carbon biomass being lost within few weeks, after which decay rates slowed down (k = -0.009 to -0.038 d(-1)). Temperature had little effect on the rate and extent of decomposition within the temperature range tested (4-10 degrees C). Blade detritus decomposed almost completely in 300 d under aerobic conditions. Anaerobic decay of both blade and stipe detritus ceased, in contrast, after 150-200 d, leaving 20-30\% of the initial biomass to decompose extremely slowly or not at all. Decomposition was followed by changes in chemical composition; C:N ratios increased substantially, while mannitol and phenolics disappeared almost completely from the detritus matrix. Slow and incomplete anaerobic decomposition suggest that the potential for long-term burial and sequestration of kelp carbon will be enhanced if detritus is exported to nearby deep areas with permanent or periodic hypoxia near the bottom."
"19",251794,"2022.5143","Study on supercritical carbon dioxide recompression Brayton cycle system integrated with thermoelectric generator","Sharing advantages of high compactness, SCO2 Brayton cycle and thermoelectric generator are both considered promising energy conversion solutions and have attracted great attention due to the increasing energy shortage and global climate change. The integration of thermoelectric generators in the SCO2 Brayton cycle will remain the inherent advantages and further optimize the system performance, especially on special occasions with high requirements of compactness such as heat recovery systems in the marine environment. The presented study proposed a novel type of SCO2 recompression Brayton cycle coupled with a thermoelectric recuperator for the marine environment and combined thermoelectric generators inside the SCO2 Brayton cycle. The influence of the thermoelectric recuperator on the performance of the overall system and other components is discussed, and the optimized design parameters of the thermoelectric recuperator are explored. The results show that the thermoelectric recuperator in the SCO2 cycle system improves the cycle efficiency from 32.9 % to 34.7 % and increases the cycle output power from 261 kW to 276 kW. Moreover, the transient response characteristics of the thermoelectric recuperator under disturbing signals and the working performance of the system under variable working conditions are examined, and the economic analysis is developed as well. Â© 2022 Elsevier Ltd"
"20",132522,"2018.8769","Investigation on Saccharification and Bioethanol Production from Pretreated Agro-Residues Using a Mangrove Associated Actinobacterium Streptomyces variabilis (MAB3)","The present study was undertaken to evaluate the saccharification, followed by bioethanol production by an actinobacterium Streptomyces variabilis (MAB3) isolated from the sediment sample of mangrove environment using Modified Yeast extract-Peptone medium substituted with different concentrations of xylanase (50 to 400 IU) pretreated various agro-residues like vegetable, banana, mango, sugarcane bagasse and sugarcane juice through fermentation process. Among the tested residues, sugarcane juice substituted medium pretreated with 200.0 IU concentration of xylanase exhibited maximum level of reducing sugar (50.19 mg/g), degree of saccharification (59.49\%) as well as bioethanol (4.69 g/L) production. Further the organism expressed highest saccharification yield and bioethanol production at the optimized cultural conditions of pH 6, temperature 30 degrees C, inoculum size 2.5\% and incubation time 72 h substituted with 2.5\% dextrose and 2.0\% urea, respectively as carbon and nitrogen sources. The concentration of produced bioethanol (82.26\%) from the optimized medium was determined through HPLC analysis. Finally the bioethanol was evaluated through FT-IR and GC-MS analysis. The basic functional ethanol groups (O-H and C-O) from the optimized medium were denoted in both FT-IR and GC-MS analysis at the wavenumber of 3272.22 and 1077.15 cm(-1) with the retention time of 2.60 min, respectively. Based on the results, it could be confirmed that the selected isolate is a potent strain and it can able to hydrolyze the pretreated agro-residues and also it can able to convert the pretreated agro residues into economically important byproduct like bioethanol."
"21",314620,"2020.21913","Recent updates on smart water EOR in limestone","Experimental data confirm that the EOR-effects observed during Smart Water flooding can be explained by wettability alteration toward more water-wet conditions. Detailed knowledge about the important crude oil - brine - rock parameters affecting reservoir wetting, fluid flow and wettability alteration in oil reservoirs is needed when Smart Water EOR potential for reservoirs should be predicted. Both field observations and laboratory experiments confirm that seawater behaves as a Smart Water in limestone reservoirs, significantly improving the oil recovery. Laboratory core experiments have been performed to evaluate the effects of polar components present in crude oil on core wettability during core restoration. Spontaneous imbibition and viscous flooding oil recovery tests have been performed on the restored cores to evaluate the effect of initial core wettability on ultimate oil recoveries. The results have been compared with oil recovery tests that include wettability alteration induced by Smart Water. The experimental results confirmed that adsorption of polar components in crude oil dictates the core wettability established during the core restoration, and strongly water-wet outcrop cores became mixed-wet. The amount of oil that the core was exposed to affected the degree of water wetness, and therefore the crude oil amount needs to be accounted for in core restoration procedures. Oil recovery experiments showed that the ultimate oil recovery increased with increasing water wetness in the cores, confirming that increased positive capillary forces, resulting from wettability alteration, significantly affected fluid flow in porous media, improving oil recovery. The results are in line with the proposed chemical Smart water EOR model valid for both carbonate and sandstone. Wettability alteration toward more water-wet conditions induces increased capillary forces and improved microscopic sweep efficiency. Ultimate oil recovery in was significantly influenced by the core wettability, increasing with water wetness, confirming that capillary forces is an important recovery parameter. Only small changes in core wetting have significant effects on ultimate recoveries, confirming that laboratory core restoration procedures need to be optimized when recovery potentials for reservoirs should be estimated. Â© Copyright 2019, Offshore Technology Conference"
"22",111151,"2019.8630","Large catchment-scale spatiotemporal distribution of soil organic carbon","There are a dearth of studies globally examining soil organic carbon (SOC) at large catchment scales. Here we assess the catchment scale climate and geomorphic controls on SOC. The study was conducted on the east coast of New South Wales, Australia and focussed on a 562 km(2) (Krui River) catchment sampled in 2006 and 2015 and a 606 km(2) (Merriwa River) catchment sampled in 2015. Both catchments have similar soils, topography and landuse. There was no significant difference in SOC between 2006 and 2014 data sets, indicating that SOC was temporally stable over the intervening 8 years (Krui catchment), despite the seasonal variability in climate such as rainfall. SOC concentration was also shown to have no significant difference between Krui catchment and Merriwa catchment, indicating that SOC is spatially stable for catchments of similar land-use, climate and geomorphology. SOC concentrations from all three data sets were compared to a range of terrain attributes. Similar with other studies, elevation, as a surrogate for orographic rainfall, was found to have the strongest significant control on SOC \% at the large catchment scale. Confirmation of the use of elevation as a surrogate for rainfall was made by comparing SOC with rainfall obtained from a network of weather stations across the study sites. Relationships between SOC and other terrain attributes found inconsistent relationships. The findings demonstrate that for catchments with similar soils, topography and climate that SOC can be reliably predicted using simple topographic variables. The methods here provide a robust tool which can be used for SOC assessment at other sites as well as assist in understanding SOC distribution and controls for longer term and regional scales."
"23",386079,"2021.18864","Damping Improvement of a Large-scale Offshore Wind Farm Fed to a Multimachine Power System Using a Generalized Unified Power-Flow Controller","This paper presents the damping-improvement outcomes of a large-scale offshore wind farm (OWF) based on doubly-fed induction generator (DFIG) fed to a two-area four-generator power system using a generalized unified power-flow controller (GUPFC). Two proportional-integral-derivative (PID) damping controllers and two fuzzy logic controllers (FLCs) of the proposed GUPFC are designed to improve the damping of the dominant modes of the studied multi-machine power system under different operating conditions, respectively. Eigenvalue analysis and nonlinear-model simulations are both performed to examine the effectiveness of the proposed GUPFC equipped with the designed damping controllers. The comparative simulation results show that the proposed GUPFC joined with the designed FLCs demonstrates better damping performance for improving the damping of the dominant modes of the studied multimachine system subject to different disturbances than the designed PID damping controllers. Â© 2021 IEEE."
"24",126265,"2021.14428","A stretchable and large-scale guided wave sensor network for aircraft smart skin of structural health monitoring","Aircraft smart skin technology requires the integration of large-scale, lightweight, and integrative sensor networks with aircraft structural skin, but it is difficult to directly manufacture such sensor networks in a large-scale, low-cost, reliable, and simple way. To study this issue, a design and manufacturing method of a stretchable and large-scale guided wave sensor network is proposed in this article. The key principle of the method is to design and manufacture the guided wave sensor network in a limited scale and expand it in a large-scale for aircraft smart skin of structural health monitoring. To ensure the excellent stretchability of the network, the design method of a serpentine-based fractal island-interconnect structure combined with the flexible printed circuit manufacturing process is proposed. The whole manufacturing process of the guided wave sensor network is realized by the mature flexible printed circuit process and the piezoelectric transducers (referred to as PZTs) are integrated with the network by reflow soldering which is compatible with the flexible printed circuit process, which greatly reduce manufacturing costs, simplify manufacturing process, and improve the yield and stability of the network. The guided wave sensor network can be uniaxially stretched to 500\% of its original size and work well when fully expanded to cover 2500\% of its original area. The test results of guided wave response show that the PZTs on the network can excite and receive guided wave signal normally. In addition, the network is placed on the surface of a carbon fiber composite laminate with stiffeners and the validation results show that the network can be applied to both active and passive guided wave-based structural health monitoring of composite structures, including damage imaging and impact imaging."
"25",72083,"2006.3152","Organic matter oxidation in deep-sea sediments: Distribution in the sediment column and implications for calcite dissolution","This study uses pore water profiles of NO3- and O-2 from 34 deep-sea study sites from five oceanic regions encompassing broad ranges of sediment composition and organic matter oxidation rate to analyze the depth distribution of organic matter oxidation within the sediment column. While the results are consistent with those of Hammond et al. (1996) and Hales (2003), the broader range of environmental variables considered in this study allows us to show that the depth of oxidation varies systematically with the integrated sedimentary organic matter oxidation rate. The scale length for oxidation varies from large values of about 4 cm when the organic matter oxidation rate is 5 mu mol/cm(2)/y to about 0.35 cm at oxidation rates above 20 mu mol/cm(2)/y. We have included this variability of organic matter oxidation depth in models of calcite dissolution. Our results show that variations in oxidation depth at a constant degree of supersaturation may result in changes in metabolic dissolution efficiency that are similar in magnitude to those resulting from basin-wide variations in the degree of supersaturation with respect to calcite. The model shows that, when the ratio of sedimentary organic matter oxidation rate to calcite rain rate is held fixed at 0.8 mol/mol, metabolic dissolution is likely to be significant at all bottom-water saturation levels and may result in dissolution of up to 50\% of the calcite rain at the calcite saturation horizon. (c) 2006 Elsevier Ltd. All rights reserved."
"26",62018,"2019.5005","Mangroves and Sustainable Development of the Coastal Region","Mangrove ecosystem represents one of the most productive natural capitals occurring in tropical regions capable of producing a wide range of goods and services for coastal communities and environment. Analysis of compiled data on mangrove area shows that more than 60\% of the total mangrove area is found in just ten countries. The largest areas of mangroves are found in Asia and Africa, followed by North and Central America. Due to various reasons, loss of mangroves continues at alarming rates, but in the last two decades, the rate of net loss is showing signs of slowing down. Diversion of mangrove wetlands for aquaculture, agriculture, infrastructure, and tourism activities is among the major causes of the reported decrease in mangrove areas over time. Mangrove species involving agroforestry systems, agro-aqua farming, and providing alternate livelihood and community-based management of mangroves are indispensable component of mangrove management. Such efforts help in restoration and regeneration of mangrove, address the coastal land degradation, and provide livelihood support to the coastal population."
