sysrev_id	analysis_id	duplicate_id	title	abstract	keywords	year	coder_1	coder_2	oro_branch.Mitigation	oro_branch.Nature	oro_branch.Societal	oro_any.M_Renewables	oro_any.M_Increase_efficiency	oro_any.M_CO2_removal_or_storage	oro_any.N_Human_assisted_evolution	oro_any.N_Protection	oro_any.N_Restoration	oro_any.SA_Built_infrastructure_and_technology	oro_any.SA_Socioinstitutional	biodiversity_metric	restoration	safe_fish	safe_space	oro_development_stage.Design__observeconceptpreliminary_testingside_effects	oro_development_stage.Evaluating_future_placementupscaling_potential	oro_development_stage.Implemented_continued_assessment	climate_threat.Temperature	climate_threat.Acidification	climate_threat.SLR	climate_threat.Extreme_weather	climate_threat.General_CC	climate_threat.Other	data_type.Primary	data_type.Secondary	climate_mitigation	adapt_to_threat.Human	adapt_to_threat.Natural	adapt_to_threat.Both	impact_any	oro_interaction	method_type.Experimental_exsitu	method_type.Experimental_insitu	method_type.Expert_opinion	method_type.Method_or_technology_development	method_type.Observational	method_type.Mathematical_predictionsimulation	method_type.Social_primary	m_co2_removal.Bioenergy	m_co2_removal.Openocean_PP	m_co2_removal.Macroalgae_kelp_cultivation	m_co2_removal.Microalgae_cultivation	m_co2_removal.Weathering_and_alkinalization	m_co2_removal.Coastal_blue_carbon_ecosystems	m_co2_removal.Other	m_co2_ocean_storage.Inorganic	m_co2_ocean_storage.Organic	m_co2_ocean_storage.Deep_sediments	ecosystem_type.Salt_marsh	ecosystem_type.Mangrove	ecosystem_type.Wetland__other	ecosystem_type.Oyster_reef	ecosystem_type.Coral_reef	ecosystem_type.Macroalgae	ecosystem_type.Seagrass	ecosystem_type.Other	economic_sector.Aquaculture	economic_sector.Coastal_development	economic_sector.Fisheries	economic_sector.Livelihood	economic_sector.Other	economic_sector.Port_infrastructure	economic_sector.Renewable_energy	economic_sector.Seabed_miningoil__gas	economic_sector.Shipping	economic_sector.Tourism__Recreation	impact_nature	impact_ncp.Regulating	impact_ncp.Material	impact_ncp.Nonmaterial	impact_ncp.Any	techological_scalability	technological_readiness	lead_time	duration	robustness	cost	enabling_factors	governability	marine_system.land	marine_system.coastal ocean	marine_system.open-ocean	marine_system.deep-ocean	Forecast	data_scale_spatial.Small	data_scale_spatial.Local	data_scale_spatial.Regional	data_scale_spatial.Large	data_scale_spatial.Global	scientific_discipline.Chemistry	scientific_discipline.Biogeochemistry	scientific_discipline.Biology	scientific_discipline.Economics	scientific_discipline.Engineering	scientific_discipline.Ecology	scientific_discipline.Fisheries	scientific_discipline.Physical_science	scientific_discipline.Political_science	scientific_discipline.Science__tech__other	scientific_discipline.Social_science__other	scientific_discipline.Other
91760500	7104	2019.749	Coastal habitat squeeze: A review of adaptation solutions for saltmarsh, mangrove and beach habitats	Important intertidal coastal habitats - particularly mangroves, saltmarshes and beaches - are particularly threatened by the impacts of climate change-driven sea-level rise. Coastal development and coastal armoring present physical barriers for the natural inland migration of coastal habitats, and changes in hydrological connectivity reduce sediment inputs and the potential for vertical accretion. We identify mechanisms and enabling conditions to accommodate migration of these habitats in Australia and the United States. A range of financial, policy, planning and on-the-ground management tools in both countries that already exist, often for a different purpose, can be implemented or modified to also enable inland habitat migration. Awareness of approaches/solutions can assist land managers and policy makers to accommodate migration of habitats as a necessary component of coastal management in an era of increasing rates of sea level rise.	coastal policy; coastal planning; sea level rise; habitat migration; coastal ecosystems	2019	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760505	11579	2017.942	Resilience indicators support valuation of estuarine ecosystem restoration under climate change	Economic valuation of ecological restoration most often encompasses only the most tangible ecosystem service benefits, thereby omitting many difficult-to-measure benefits, including those derived from enhanced reliability of ecosystem services. Because climate change is likely to impose novel ecosystem stressors, a typical approach to valuing benefits may fail to capture the contribution of ecosystem resilience to sustaining long-term benefits. Unfortunately, we generally lack predictive probabilistic models that would enable measurement and valuation of resilience. Therefore, alternative measures are needed to complement monetary values and broaden understanding of restoration benefits. We use a case study of Chesapeake Bay restoration (total maximum daily load) to show that ecosystem service benefits that are typically monetized leave critical information gaps. To address these gaps, we review evidence for ecosystem services that can be quantified or described, including changes in harmful algal bloom risks. We further propose two integrative indicators of estuarine resilience-the extent of submerged aquatic vegetation and spatial distribution of fish. Submerged aquatic vegetation extent is indicative of qualities of ecosystems that promote positive feedbacks to water quality. Broadly distributed fish populations reduce risk by promoting diverse responses to spatially heterogeneous stresses. Our synthesis and new analyses for the Chesapeake Bay suggest that resilience metrics improve understanding of restoration benefits by demonstrating how nutrient and sediment load reductions will alleviate multiple sources of stress, thereby enhancing the system's capacity to absorb or adapt to extreme events or novel stresses.	NA	2017	Laurent	NA	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
91760508	22189	2019.2030	A generalisable integrated natural capital methodology for targeting investment in coastal defence	Coastal ecosystems, such as saltmarsh, produce a range of ecosystem services that underpin human well-being. In the UK, and globally, saltmarsh extent and quality is declining due to coastal squeeze, deteriorating water quality, and agricultural activities. Here, we develop a general framework to evaluate changes in coastal defence. Using this framework, we identify priority areas for saltmarsh re-alignment: re-creation of saltmarsh in areas that have been saltmarsh in the past - but that have been claimed for a variety of land uses, particularly agriculture. We base our re-alignment prioritisation on the ecosystem services provided by saltmarsh in the North Devon Biosphere Reserve: specifically carbon sequestration and recreational benefits, and the economic values of those services. We compare potential economic benefits with the economic costs of creating new saltmarsh areas - specifically lost agricultural output, property damages and direct re-alignment costs. We identify a number of priority areas for managed re-alignment that generate high recreational values in areas where properties would not be damaged. These findings provide a necessary and timely analysis for the managers of the North Devon Biosphere Reserve. Furthermore, we outline a comprehensive methodology to plan future management of coastal zones.	coastal planning; ecosystem services; managed re-alignment; natural capital; opportunity costs; saltmarsh	2019	Laurent	NA	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
91760509	6315	2017.515	Collaborative Landscape Planning: Co-Design of Ecosystem-Based Land Management Scenarios	Land management in coastal areas has to cope with impacts of climate change and sea level rise. In Germany, landscape plans assess and organize the spatial allocation of land use as an environmental contribution to general spatial planning. Collaborative planning processes are important to develop sustainable and ecosystem-based strategies to make coastal landscapes climate proof. However, there is little experience with collaborative processes in practical planning in Germany, and probably in other countries as well. This paper conducts an empirical case study in the low-lying coastal areas of northwest Germany. During a collaborative landscape planning process, four different ecosystem-based land management scenarios have been co-designed by regional experts and researchers. The participatory and iterative process included the development of scenario narratives to define planning goals, the use of land use elements and their relations to ecosystem services as planning entities in terms of indicators, the art-based illustrations of the different scenarios, and an evaluation and monitoring of the outcomes by regional experts. The decision-maker group decided on the so-called ``actor-based{''} scenario, which contained freshwater retention areas (polders) to prevent potential uncontrolled flooding of the hinterland. This climate adaptation strategy has been implemented in the regional development plan of the county.	co-design; collaborative landscape planning; ecosystem-based management	2017	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760519	5667	2018.590	Resilience unpacked - framing of ``uncertainty' and ``adaptability' in long-term flood risk management strategies for London and Rotterdam	Resilience is held as a promising concept to produce a paradigm shift from traditional flood control to an integration of flood risk management and spatial planning. Central ideas to the resilience narrative are that nothing is certain except uncertainty itself' and adaptability' is key to governing the unknown'. However, this terminology is far from clear, yet increasingly used, which raises the question how it is made sense of in practice. To answer this question, we examine two long-term flood risk management strategies in the London and Rotterdam region with a policy framing perspective (i.e. the English Thames Estuary 2100 Plan and the Dutch Delta Programme). In both strategies, uncertainties are a key concern, leading to adaptive strategic plans. Reconstructing the framing processes shows that the English adopted a scientific pragmatism' frame and the Dutch a joint fact-finding' frame. While this led to different governance approaches, there are also striking parallels. Both cases use established methods such as scenario planning and monitoring to manage' uncertainties. Similarly to previous turns in flood risk management, the resilience narrative seems to be accommodated in a technical-rational way, resulting in policy strategies that are maintaining the status quo rather than bringing about a paradigm shift.	resilience; adaptive governance; framing; flood risk management; thames estuary 2100 plan; delta programme	2018	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760523	252823	2022.1927	Decision support methods for sustainable ship energy systems: A state-of-the-art review	The shipping sector has been under great pressure since the last decade to improve its environmental footprint, more so recently with the International Maritime Organisation target for a 50% reduction in greenhouse gas emissions by 2050, benchmarked to 2008 levels. These challenging goals have increased the interest towards alternative fuels and ship energy systems that can offer a more sustainable performance. The variety of potential technological solutions along with the multiple criteria employed to evaluate the ship energy systems with respect to sustainability considerations, renders the decision-making process for selecting ship energy systems challenging and highlights the need for dedicated decision support methods. This study presents a state-of-the-art review of the literature on decision support methods for enhancing the ship energy systems sustainability. The trends and gaps in the literature are identified, based on which, recommendations for future research are proposed. This study findings indicate that, among others, further research is needed to adapt more holistic approaches that include safety and reliability indicators, as well as the social aspect of sustainability. This review can be beneficial for the maritime industry stakeholders, including policy makers, academics and ship owners/operators. Â© 2021 Elsevier Ltd	alternative fuels;  decision making;  economic and social effects;  gas emissions;  greenhouse gases;  ships;  social aspects;  sustainable development, decision supports;  energy systems;  environmental footprints;  international maritime organizations;  literature reviews;  ship energy system;  state of the art;  state-of-the art reviews;  state-of-the-art literature review;  support method, decision support systems, carbon footprint;  decision making;  decision support system;  literature review;  shipping;  stakeholder;  sustainability	2022	Laurent	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760524	17640	2013.876	Ship-based Offshore CCS Featuring CO2 Shuttle Ships Equipped with Injection Facilities	Transport of CO2 is a key component in the CCS chain for commercial projects, and CO2 shipping is being reconsidered as an alternative to pipeline transport even when the distance across the sea is not so quite long. The ship-based transport will make it possible to couple CO2 recovery plant and storage site without being limited to a single sink-source match, and decoupling and moving to another sink can be done with relative ease when necessary. It also removes the pipeline construction and removal activities in coastal zone where the social activities like fishery are often high. In this paper, the technical and economic feasibility of shuttle-type shipping and offshore operation for CO2 injection from the ship to the well(s) are studied. The main components needed for the proposed system are liquefaction of CO2, temporary storage at port, offloading, shuttle ship with Dynamic Positioning System and injection equipments onboard, flexible riser pipe whose end is connected with the wellhead on the sea floor, and pickup system at site. (C) 2013 The Authors. Published by Elsevier Ltd. Open access under CC BY-NC-ND license. Selection and/or peer-review under responsibility of GHGT	ship-based ccs; offshore ccs; shuttle ship; co2 direct injection; flexible riser pipe; pickup system	2013	Laurent	NA	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1
91760526	6803	2020.829	Examining the Effectiveness of Climate Change Communication with Adolescents in Vietnam: The Role of Message Congruency	Climate change makes coastal communities more vulnerable to floods associated with storm surges and sea level rise, requiring both adaptation and mitigation measures. Moreover, proper understanding of flood risks and their potential impacts on climate change appears to be a communication challenge. In climate change communication, the effect of framing congruency on perception of risk, efficacy and behavioural intentions towards climate change adaptation and mitigation has received limited attention. Messages have not been congruent in framing risks associated with climate change. We define congruency as the coherent alignment of several aspects of message content. Messages are considered congruent when they provide recipients with consistent contents such as giving concrete and actionable advice, or by providing more abstract and general background information. This research focuses on climate change communication in fostering mitigation behaviours among adolescents in vulnerable locations in the global South. Based on Construal Level Theory, this paper investigates how message congruency affects the link between perceptions of climate change risk and efficacy and two predictors of behavioural change: perceived responsibility and mitigation intentions. We conducted an experiment to test the effect of congruent vs. incongruent risk communication among adolescents in highly vulnerable coastal communities in the Mekong Delta in Vietnam (N = 348). Multiple regression analysis found strong effects of congruency in message framing; when messages were congruent in the content, communicative interventions changed adolescents' perceptions and attitudes toward climate change mitigation more consistently. This research contributes both theoretically and practically to risk communication among adolescents and toward climate change mitigation behaviour.	climate change; risk communication; message framing; construal level; adolescents	2020	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760529	6400	2021.832	Assessing how ecosystem-based adaptations to climate change influence community wellbeing: a Vanuatu case study	Climate change poses significant threats to wellbeing and livelihoods of people and the ecosystems in many Small Island Developing States (SIDS). Adaptation solutions must counteract these threats while also supporting development in vulnerable SIDS. Suitable options need to ensure that connections between the social, economic, and environmental dimensions of socio-economic systems are defined in a way that can support how decisions are made (and by whom) and how these can impact on other parts of these systems. This is particularly important in many Pacific SIDS, where communities practise customary natural resource management and continue to rely on local natural resources. In this study, we model the anticipated impacts of climate change and the benefits of the ecosystem-based adaptation (EbA) approaches on community wellbeing in Vanuatu. To do this, we applied participatory and expert elicitation methods to develop a Bayesian network model, which was designed to evaluate community wellbeing responses at four explicit spatial scales. The model includes both acute and chronic impacts of climate change, the impact of coral bleaching, and the potential loss of Vanuatu's fringing coral reefs. The model predicts that all proposed EbA interventions will have a positive impact on wellbeing in all four locations to some degree, by either directly improving the integrity of Vanuatu's ecosystems or by protecting these ecosystems as a positive spill-over of related actions. Significantly, it also predicts that if climate change exceeds 1.5 degrees C of warming, the costs of achieving the same level of wellbeing are increased.	participatory bayesian networks; adaptation planning; small island developing states; adaptation cost and benefit	2021	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760547	5727	2015.389	Exploring visitor perceptions of the influence of climate change on tourism at Acadia National Park, Maine	This study explores the range of perceptions about the impacts of climate change on tourism in one protected area, Acadia National Park, Mount Desert Island, Maine, US. Summer visitation to this park depends strongly on favorable weather conditions. An intercept survey was used to collect data on visitor perceptions about the role of weather and possible climate change on tourism in general, and their destination selection specifically. A total of 506 visitors participated in the study. The majority of participants expressed that climate change will affect tourism. Weather conditions are important and influence visitors' destination selection. Statistically significant differences between age groups and gender about the effects of climate change on tourism were identified. By understanding the perceptions of the visitors, suitable adaptive strategies and early preparedness actions may be developed to cope with the impacts of climate change to the nature-based tourism industry in national parks. MANAGEMENT IMPLICATIONS Because nature-based tourism is highly-weather dependent, understanding visitor perceptions of destinations and their essential features will be crucial for sustainable tourism destination development. This qualitative study shows that the majority of visitors are concerned about climate change in a national park they visit, and would support agency efforts to mitigate possible climate change effects. Findings suggest public education and outreach to be relevant strategies for parks to enhance visitors' understanding of climate effects in the region and their role in reducing carbon-footprint. Management efforts, such as resource stewardship and mitigation strategies, should contemplate differences in perceptions of the effects of climate change and travel behavior according to visitor characteristics (e.g., age, gender) and market segments. (C) 2015 Elsevier Ltd. All rights reserved.	nature-based tourist; tourism destination; national parks; mount desert island; weather; climatic change	2015	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760554	12519	2016.954	Adapting drinking-water systems to coastal climate change: evidence from Viet Nam and the Philippines	Coastal areas will increasingly experience adverse climate hazards such as coastal flooding and severe storms as a result of climate change. These hazards adversely affect drinking-water systems and thereby reduce access to safe drinking-water. Effective adaptation implementation minimizes the damaging impacts of these hazards. However, research on the enablers of and barriers to effective adaptation in low-income countries is lacking. This study maps enablers and barriers to climate change adaptation of water systems in coastal low-income countries using evidence from Viet Nam and the Philippines, countries which experience frequent extreme climate events. Interviews were carried out with staff from 29 water utilities and government agencies. A systematic framework for diagnosing barriers to climate change adaptation was used to analyze the responses. Five factors were identified as relevant to effective adaptation: partnerships; financial resources; human and technical resources; leadership and political will; and awareness of climate change. The factors identified were related to all the elements of the framework-actors, system of concern, and context-and were relevant to the three phases of the adaptation process (understanding the problem, planning the adaptation, and managing the implementation). Our findings can assist water system managers in diagnosing barriers to effective adaptation that may exist and identifying relevant partnerships and resources that will aid in overcoming these barriers.	drinking-water; adaptation; barriers; low-income	2016	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760566	13422	2021.1831	Using quantitative dynamic adaptive policy pathways to manage climate change-induced coastal erosion	Adaptation requires planning strategies that consider the combined effect of climatic and nonclimatic drivers, which are deeply uncertain. This uncertainty arises from many sources, cascades and accumulates in risk estimates. A prominent trend to incorporate this uncertainty in adaptation planning is through adaptive approaches such as the dynamic adaptive policy pathways (DAPP). We present a quantitative DAPP application for coastal erosion management to increase its utilisation in this field. We adopt an approach in which adaptation objectives and actions have continuous quantitative metrics that evolve over time as conditions change. The approach hinges on an adaptation information system that comprises hazard and impact modelling and systematic monitoring to assess changing risks and adaptation signals in the light of adaptation pathway choices. Using an elaborated case study, we force a shoreline evolution model with waves and storm surges generated by means of stochastic modelling from 2010 to 2100, considering uncertainty in extreme weather events, climate variability and mean sea-level rise. We produce a new type of adaptation pathways map showing a set of 90-year probabilistic trajectories that link changing objectives (e.g., no adaptation, limit risk increase, avoid risk increase) and nourishment placement over time. This DAPP approach could be applied to other domains of climate change adaptation bringing a new perspective in adaptive planning under deep uncertainty.	coastal erosion; climate change adaptation; adaptation pathways; dynamic adaptive policy pathways; adaptation information system; uncertainty	2021	Laurent	Devi	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760570	212019	2018.8621	Deployment and Maintenance of Wave Energy Converters at the Lysekil Research Site: A Comparative Study on the Use of Divers and Remotely-Operated Vehicles	Ocean renewable technologies have been rapidly developing over the past years. However, current high installation, operation, maintenance, and decommissioning costs are hindering these offshore technologies to reach a commercialization stage. In this paper we focus on the use of divers and remotely-operated vehicles during the installation and monitoring phase of wave energy converters. Methods and results are based on the wave energy converter system developed by Uppsala University, and our experience in offshore deployments obtained during the past eleven years. The complexity of underwater operations, carried out by either divers or remotely-operated vehicles, is emphasized. Three methods for the deployment of wave energy converters are economically and technically analyzed and compared: one using divers alone, a fully-automated approach using remotely-operated vehicles, and an intermediate approach, involving both divers and underwater vehicles. The monitoring of wave energy converters by robots is also studied, both in terms of costs and technical challenges. The results show that choosing an autonomous deployment method is more advantageous than a diver-assisted method in terms of operational time, but that numerous factors prevent the wide application of robotized operations. Technical solutions are presented to enable the use of remotely-operated vehicles instead of divers in ocean renewable technology operations. Economically, it is more efficient to use divers than autonomous vehicles for the deployment of six or fewer wave energy converters. From seven devices, remotely-operated vehicles become advantageous.	wave energy; diving; rov; operation and maintenance; wave energy converter; deployment	2018	Laurent	NA	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
91760572	1	2016.1	Rising tides: adaptation policy alternatives for coastal residential buildings in Australia	In this work, a risk-based assessment method and benefit-cost analysis to support policy decisions for adapting Australian coastal residential buildings to future coastal inundation hazard is presented. Future coastal inundation is mainly influenced by storm surge and rising sea level. The sea level rises projected by the A1FI, A1B and B1 emissions scenarios developed by the Intergovernmental Panel on Climate Change are considered. The effects of economic and population growth are accounted for by three urban development scenarios: (a) business as usual, (b) urban consolidation and (c) regional development. The adaptation policy actions investigated include a `protect' stance (involving the construction of seawalls), an `accommodate' stance that mandates raising house floors to a certain height (e.g. at heights of 100-year events) and an `avoid' stance that limits new developments in hazardous areas. Policy stances classified as reactive (i.e. action taken after damage being incurred) and anticipatory (i.e. action taken anticipating what will happen) are developed for asset investment choices. In general, adaptation costs are an order of magnitude lower than benefits gained from avoided damages. The results highlight that adaptation action for coastal inundation has a no-regrets character and provides a strong case for reform to ensure that Australia-wide adaptation opportunities are realised.	climate change; climate adaptation; storm surge; astronomical tide; vulnerability	2016	Laurent	NA	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1
91760579	7284	2018.763	Policies and mechanisms to address climate-induced migration and displacement in Pacific and Caribbean small island developing states	Purpose - This study aims to assess policies and mechanisms in Caribbean and Pacific small island developing states (SIDS) that address climate-induced migration and displacement. The migration of communities away from vulnerable regions is highly likely to be an adaptation strategy used in low-elevation SIDS, as the impacts of climate change are likely to result in significant loss and damage, threatening their very territorial existence. SIDS must ensure that residents relocate to less vulnerable locations and may need to consider international movement of residents. Ad hoc approaches to migration and displacement may result in increased vulnerability of residents, making the development and enforcement of comprehensive national policies that address these issues a necessity. Design/methodology/approach - Interviews with United Nations Framework Convention on Climate Change (UNFCCC) negotiators for SIDS as well as analysis of secondary data, including Intended Nationally Determined Contributions, are utilized to determine policies and mechanisms in place that focus on climate-induced migration and displacement. Findings - While climate change is acknowledged as an existential threat, few SIDS have policies or mechanisms in place to guide climate-induced migration and displacement. Potential exists for migration and displacement to be included in policies that integrate disaster risk reduction and climate change adaptation along with national sustainable development plans. Regional bodies are beneficial to providing guidance to SIDS in the development of nationally appropriate frameworks to address climate-induced migration and displacement. Originality/value - Existing gaps in policies and mechanisms and challenges faced by SIDS in developing strategies to address climate-induced migration and displacement are explored. Best practices and recommendations for strategies for SIDS to address migration and displacement are provided.	small island developing states; climate-induced migration; loss and damage	2018	Laurent	NA	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0
91760588	297194	2021.5692	A multi-objective optimisation model to reduce greenhouse gas emissions and costs in offshore natural gas upstream chains	The urgency of climate change, while the world economy is projected to depend on fossil fuels for some time, requires substantial reduction of greenhouse gas emissions in the oil and gas industry. This study proposes a methodology for the decarbonisation of offshore natural gas production networks through progressive electrification, either by connecting offshore platforms with nearby renewable energy sources, e.g. offshore wind farms, or by sharing resources so as to improve their energy generation efficiency. In this context, a novel multi-objective mixed-integer linear programming model is proposed to simultaneously minimise greenhouse gas emissions and associated costs from a determined offshore platform network, considering technical constraints, such as maintaining the energy balance of the network, ensuring that cables are installed to enable energy flows, and respecting the maximum generation capacities and minimum operating loads of turbines. For demonstration purposes, the proposed methodology was applied to a UK Southern North Sea network and optimised using the augmented Îµ-constraint method. The Pareto front approximation obtained suggests that the studied network's cumulative greenhouse gas emissions can be reduced by 25% over the next 10 years at an average cost of US$370.9 per tonne CO2e. This study also explores the impact that uncertainties and postponing investment decisions may have in the set context. Â© 2021 Elsevier Ltd	climate change;  cost reduction;  electric utilities;  emission control;  fossil fuels;  gas emissions;  gas industry;  integer programming;  investments;  multiobjective optimization;  natural gas;  offshore oil fields;  offshore oil well production;  offshore oil wells;  offshore wind farms;  pareto principle;  supply chains, gas cost;  greenhouse gas emissions;  multi-objective optimization models;  multi-objectives optimization;  natural gas supply chain;  network integration;  off shore platforms;  offshore natural gas;  offshore winds;  world economy, greenhouse gases funding_textâ 1={this work was generously supported by the bg group/shell funded sustainable gas institute, uk (solely financial support), and the minerals energy and environmental engineering research group at imperial college, uk , with a research fellowship for mr ernesto santibanez borda.	2021	Laurent	NA	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
