"sysrev_id","title","year","coder_1","coder_2","include_code"
"91762071","An Overview of the Expected Shoreline Impact of the Marine Energy Farms Operating in Different Coastal Environments","2020","Devi",NA,1
"91762073","Dual purpose microalgae-bacteria-based systems that treat wastewater and produce biodiesel and chemical products within a Biorefinery","2012","Devi",NA,1
"91762076","Numerical modelling approach for the feasibility of shore protection measures along the coast of Kavaratti Island, Lakshadweep archipelago","2021","Devi",NA,0
"91762077","Translocal social capital as a resource for community-based responses to coastal flooding - Evidence from urban and rural areas on Java, Indonesia","2020","Devi",NA,1
"91762078","A review: saltwater intrusion in North Africa's coastal areas-current state and future challenges","2021","Devi",NA,1
"91762079","A Robust Distance Protection Approach for Bulk AC Power System Considering the Effects of HVDC Interfaced Offshore Wind Units","2018","Devi",NA,1
"91762086","Power System Design Optimization for a Ferry Using Hybrid-Shaft Generators","2022","Devi","??",1
"91762087","Coastal adaptation through urban land reclamation: Exploring the distributional effects","2019","Devi",NA,1
"91762094","Rhetoric or action: Are South African municipalities planning for climate change?","2012","Devi",NA,1
"91762096","Culture and Community Resilience to Flooding: Case Study of the Urban Coastal Community in Jakarta","2017","Devi",NA,0
"91762097","PRINCIPLES AND CONCEPTS IN DESIGNING TROPICAL-SHORE SETTLEMENT IN ESTUARY ECOSYSTEM CASE STUDY: WERIAGAR DISTRICT, BINTUNI BAY","2018","Devi",NA,1
"91762099","Eco-Engineering of Seawalls-An Opportunity for Enhanced Climate Resilience From Increased Topographic Complexity","2021","Devi",NA,1
"91762100","Supporting habitat restoration in the northern Gulf of Mexico through synthesis of data on multiple and interacting benefits and stressors","2022","Devi",NA,1
"91762102","Climigration? Population and climate change in Arctic Alaska","2016","Devi",NA,1
"91762104","Soil quality in east coastal region of China as related to different land use types","2013","Devi",NA,1
"91762105","Effects of alternate flooding-drought conditions on degenerated Phragmites australis salt marsh in Northeast China","2017","Devi",NA,0
"91762108","Geospatial analysis of shoreline and land use/land cover changes through remote sensing and GIS techniques","2016","Devi",NA,0
"91762111","The sea from space - Applying remote sensing to social needs","2007","Devi",NA,1
"91762115","Resonant overvoltage assessment in offshore wind farms via a parametric black-box wind turbine transformer model","2015","Devi",NA,1
"91762116","How do we overcome abrupt degradation of marine ecosystems and meet the challenge of heat waves and climate extremes?","2020","Devi",NA,1
"91762127","Sustainability of the Reanalysis Databases in Predicting the Wind and Wave Power along the European Coasts","2018","Devi",NA,1
"91762128","ANALYSIS OF THE ABILITY OF MANGROVE SEQUESTRATION AND CARBON STOCK IN PEJARAKAN VILLAGE, BULELENG REGENCY, BALI","2019","Devi",NA,1
"91762129","Importance of international relations for the promotion of renewable energy, preservation of natural resources and environment: Empirics from SEA nations","2022","Devi",NA,0
"91762130","Mechanical Analysis of Geocomposites Consisting of Multi-axial Warp Knitted Fabric and Nonwoven Mat","2012","Devi",NA,0
"91762134","Impacts of Spartina alterniflora invasion on soil inorganic carbon in coastal wetlands in China","2020","Devi",NA,1
"91762136","An experimental model application of wavescreen: Dynamic pressure, water particle velocity, and wave measurements","2006","Devi",NA,0
"91762139","Uncovering Engagement Networks for Adaptation in Three Regional Communities: Empirical Examples from New South Wales, Australia","2021","Devi",NA,1
"91762142","Linking prawn and shrimp farming towards a green economy in Bangladesh: Confronting climate change","2013","Devi",NA,1
"91762151","Combined Abundance of All Vulnerable Marine Ecosystem Indicator Taxa Inadequate as Sole Determiner of Vulnerability, Antarctic Peninsula","2021","Devi",NA,1
"91762154","Evaluation of Wave Energy Location by Using an Integrated MCDM Approach","2021","Devi",NA,1
"91762155","GIS Models for Vulnerability of Coastal Erosion Assessment in a Tropical Protected Area","2021","Devi",NA,1
"91762156","Southward re-distribution of tropical tuna fisheries activity can be explained by technological and management change","2020","Devi",NA,1
"91762165","The influence of anthropic actions on the evolution of an urban beach: Case study of Marineta Cassiana beach, Spain","2016","Devi",NA,0
"91762168","Enabling Energy Savings in Offshore Mechatronic Systems by using Self-Contained Cylinders","2019","Devi",NA,1
"91762169","Decarbonization in Shipping Industry: A Review of Research, Technology Development, and Innovation Proposals","2021","Devi",NA,1
"91762171","Validation of Improved Sampling Concepts for Offshore Wind Turbine Fatigue Design","2019","Devi",NA,1
"91762172","The Politics of Ocean Governance Transformations","2021","Devi",NA,0
"91762173","Rebuilding the North Carolina coast after Hurricane Fran: Did public regulations matter?","2002","Devi",NA,1
"91762175","Allometric models for biomass, nutrients and carbon stock in Excoecaria agallocha of the Sundarbans, Bangladesh","2015","Devi",NA,1
"91762176","Who Manages Space? Eco-DRR and the Local Community","2018","Devi",NA,1
"91762180","Differential effects of various reclamation treatments on soil characteristics: an experimental study of newly reclaimed tidal mudflats on the east China coast","2021","Devi","??",0
"91762181","Assessment of Marine Litter in the Coralligenous Habitat of a Marine Protected Area along the Ionian Coast of Sicily (Central Mediterranean)","2020","Devi",NA,1
"91762183","Mapping risk factors to climate change impacts using traditional ecological knowledge to support adaptation planning with a Native American Tribe in Louisiana","2022","Devi",NA,1
"91762184","Genetics of growth and survival under chronic heat stress and trade-offs with growth- and robustness-related traits in rainbow trout","2021","Devi",NA,1
"91762196","Quantifying stakeholder learning in climate change adaptation across multiple relational and participatory networks","2021","Devi",NA,1
"91762201","A Coordinated Planning Method for Micrositing of Tidal Current Turbines and Collector System Optimization in Tidal Current Farms","2019","Devi",NA,1
"91762202","Wave resource assessment along the Cornish coast (UK) from a 23-year hindcast dataset validated against buoy measurements","2013","Devi",NA,1
"91762204","Utilising water wave energy - technology profile","2016","Devi",NA,1
"91762207","Developing indicators to identify coastal green infrastructure potential: The case of the Salish Sea region","2019","Devi",NA,1
"91762208","Conservation-Status Gaps for Marine Top-Fished Commercial Species","2022","Devi",NA,1
"91762212","Co-evolution of wetland landscapes, flooding, and human settlement in the Mississippi River Delta Plain","2016","Devi",NA,0
"91762215","So Close Yet So Far Apart: Contrasting Climate Change Perceptions in Two ``Neighboring{''} Coastal Communities on Aotearoa New Zealand's Coromandel Peninsula","2017","Devi",NA,1
"91762216","Techno-economic assessment of biofuel development by anaerobic digestion of European marine cold-water seaweeds","2013","Devi",NA,1
"91762224","Identifying the effect of tidal height on offshore winds speed profiles","2003","Devi",NA,1
"91762225","Coastal flood protection systems - concepts and analysis","2016","Devi",NA,0
"91762227","Innovations in Coastline Management With Natural and Nature-Based Features (NNBF): Lessons Learned From Three Case Studies","2022","Devi",NA,1
"91762234","The full-height lattice tower concept","2012","Devi",NA,1
"91762235","Influences of surface waves on the power generation performance of a ocean current energy turbine","2020","Devi",NA,1
"91762236","Evaluating the viability of coastal wet grassland to a changing management regime through flood hazard modelling","2020","Devi",NA,1
"91762245","Study on the capture spectrum of wave energy conversion","2021","Devi",NA,0
"91762254","Effect of wind and wave directionality on the structural performance of non-operational offshore wind turbines supported by jackets during hurricanes","2017","Devi",NA,1
"91762257","Ecosystem-Atmosphere Exchange of CO2, Water, and Energy in a Basin Mangrove of the Northeastern Coast of the Yucatan Peninsula","2021","Devi",NA,1
"91762261","A Multi-Objective Optimization Framework for Offshore Wind Farm Layouts and Electric Infrastructures","2016","Devi",NA,1
"91762264","Plans for uncertain futures heritage and climate imaginaries in coastal climate adaptation","2022","Devi","??",1
"91762265","Climate justice and the Caribbean: An introduction","2016","Devi",NA,1
"91762268","Assessing the implementation of the Chongming Eco Island policy: What a broad planning evaluation framework tells more than technocratic indicator systems","2018","Devi",NA,0
"91762277","Conceptualising Tourism Sustainability and Operationalising Its Assessment: Evidence from a Mediterranean Community of Projects","2019","Devi",NA,0
"91762283","Land-Use Suitability Assessment Using Delphi and Analytical Hierarchy Process (D-AHP) Hybrid Model for Coastal City Management: Kuala Terengganu, Peninsular Malaysia","2021","Devi",NA,0
"91762287","Computational Modeling of Rolling Wave-Energy Converters in a Viscous Fluid","2015","Devi",NA,1
"91762288","CO2 Capture, Transportation, and Storage Technology","2016","Devi",NA,1
"91762289","The Effectiveness, Costs and Coastal Protection Benefits of Natural and Nature-Based Defences","2016","Devi",NA,0
"91762293","Local adaptation in an estuarine foundation species: Implications for restoration","2016","Devi",NA,1
"91762296","Spatial conservation prioritization to conserve biodiversity in response to sea level rise and land use change in the Matanzas River Basin, Northeast Florida","2015","Devi",NA,1
"91762299","Present state and future of the world's mangrove forests","2002","Devi",NA,1
"91762300","Development of multi-use platforms at sea: Barriers to realising Blue Growth","2020","Devi",NA,1
"91762306","Removal of Grease from Wind Turbine Bearings by Supercritical Carbon Dioxide","2013","Devi",NA,1
"91762308","How do we know where there is potential to intervene and leverage impact in a changing system? The practitioners perspective","2021","Devi",NA,0
"91762309","Effective coastal adaptation needs accurate hazard assessment: a case study in Port Resolution, Tanna Island Vanuatu","2022","Devi",NA,1
"91762312","Drag-type cross-flow water turbine for capturing energy from the orbital fluid motion in ocean wave","2015","Devi",NA,1
"91762318","The power available to tidal turbines in an open channel flow","2017","Devi",NA,1
"91762322","From Pest to Profit-The Potential of Shipworms for Sustainable Aquaculture","2020","Devi",NA,1
"91762329","Vegetation bioshield for coastal protection in South Asia: Status and way forward","2022","Devi",NA,1
"91762331","Aligning fisheries aid with international development targets and goals","2018","Devi",NA,1
"91762332","Gainsborough flood defence scheme: improving project delivery by reusing existing assets","2012","Devi",NA,1
"91762339","Attenuation of high water levels over restored saltmarshes can be limited. Insights from Freiston Shore, Lincolnshire, UK","2019","Devi",NA,0
"91762340","Very high-resolution seismo-acoustic imaging of seagrass meadows (Mediterranean Sea): Implications for carbon sink estimates","2008","Devi",NA,1
"91762341","Unequal Retreats: How Racial Segregation Shapes Climate Adaptation","2022","Devi",NA,1
"91762343","B-flood 1.0: an open-source Saint-Venant model for flash-flood simulation using adaptive refinement","2021","Devi",NA,0
"91762345","Tidal influence on the relationship between solar-induced chlorophyll fluorescence and canopy photosynthesis in a coastal salt marsh","2022","Devi",NA,1
"91762346","STRENGTH ANALYSIS OF A LARGE-SIZE SUPPORTING STRUCTURE FOR AN OFFSHORE WIND TURBINE","2017","Devi",NA,1
"91762350","Methods for predicting seabed scour around marine current turbine","2014","Devi",NA,0
"91762351","Latitudinal Patterns in European Seagrass Carbon Reserves: Influence of Seasonal Fluctuations versus Short-Term Stress and Disturbance Events","2018","Devi",NA,1
"91762352","Barrier island migration dominates ecogeomorphic feedbacks and drives salt marsh loss along the Virginia Atlantic Coast, USA","2017","Devi","??",0
"91762357","Coastal Restoration as Contested Terrain: Climate Change and the Political Economy of Risk Reduction in Louisiana","2016","Devi",NA,1
"91762363","Offshore wind turbine operations and maintenance: A state-of-the-art review","2021","Devi",NA,1
"91762377","Artificial hard-substrate colonisation in the offshore Nywind Scotland Pilot Park","2022","Devi",NA,1
"91762378","Active restoration leads to rapid recovery of aboveground biomass but limited recovery of fish diversity in planted mangrove forests of the North Brazil Shelf","2021","Devi",NA,1
"91762397","Risk communication and capacity-building: A case study on framing CBA strategies of artisanal fishing communities to sea-level rise using BASIEC","2022","Devi",NA,1
"91762404","Navigating interests, navigating knowledge: Towards an inclusive set-back delineation along Cape Town's coastline","2016","Devi",NA,0
"91762413","A Review of National Monitoring Requirements to Support Offshore Carbon Capture and Storage","2022","Devi",NA,1
"91762415","Tropical Biogeomorphic Seagrass Landscapes for Coastal Protection: Persistence and Wave Attenuation During Major Storms Events","2021","Devi",NA,1
"91762416","Choosing a Future Shoreline for the San Francisco Bay: Strategic Coastal Adaptation Insights from Cost Estimation","2017","Devi",NA,1
"91762465","Control and Supervision Requirements for Floating Hybrid Generator Systems","2022","Devi",NA,1
"91762480","Ecological engineering with oysters enhances coastal resilience efforts","2021","Devi",NA,1
"91762495","The challenge of integrating offshore wind power in the US electric grid. Part II: Simulation of electricity market operations","2017","Devi",NA,1
"91762496","Modeled Tradeoffs between Developed Land Protection and Tidal Habitat Maintenance during Rising Sea Levels","2016","Devi",NA,1
"91762511","Process-based balance of system cost modeling for offshore wind power plants in the United States","2020","Devi",NA,1
"91762514","Slum upgrading based on flood mitigation for resilience of Manado City","2018","Devi",NA,1
"91762526","Enabling nature-based solutions for climate change on a peri-urban sandspit in Christchurch, New Zealand","2021","Devi",NA,1
"91762530","A dynamic ocean management proposal for the Bering Strait region","2016","Devi",NA,1
"91762538","Cascading effects of cyclones on the biodiversity of Southwest Pacific islands","2016","Devi",NA,1
"91762542","Threading a moving needle: The spatial dimensions characterizing US offshore wind policy drivers","2021","Devi",NA,1
"91762544","Feasibility Study of Harnessing Low Wind Speed Turbine as Hybrid Power Source for Offshore Platforms","2022","Devi",NA,1
"91762553","Spatial planning of offshore wind farms: A windfall to marine environmental protection?","2009","Devi",NA,1
"91762567","Economics of marinised offshore charging stations for electrifying the maritime sector","2022","Devi",NA,1
"91762583","Structural health monitoring of offshore wind turbines: A review through the Statistical Pattern Recognition Paradigm","2016","Devi",NA,1
"91762584","Coastal marshes provide valuable protection for coastal communities from storm-induced wave, flood, and structural loss in a changing climate","2022","Devi",NA,1
"91762589","Regional decision-makers as potential users of Extreme Weather Event Attribution - Case studies from the German Baltic Sea coast and the Greater Paris area","2017","Devi",NA,0
"91762596","Participatory climate adaptation planning in New York City: Analyzing the role of community-based organizations","2021","Devi",NA,1
"91762597","Facing the future: Conservation as a precursor for building coastal territorial cohesion and resilience","2017","Devi",NA,1
"91762603","Maximising resilience to sea-level rise in urban coastal ecosystems through systematic conservation planning","2022","Devi",NA,1
"91762609","Climate change and food security in Caribbean small island developing states: challenges and strategies","2021","Devi",NA,0
"91762624","Aboveground carbon loss associated with the spread of ghost forests as sea levels rise","2020","Devi",NA,1
"91762625","Living Shorelines: A Review of Literature Relevant to New England Coasts","2017","Devi",NA,1
"91762634","Potential short wave attenuation function of disturbed mangroves","2021","Devi",NA,0
"91762649","HEADING INTO THE WIND Climate Change and the Implications for Managing Our Cultural Landscape Legacy","2015","Devi",NA,1
"91762652","Green routing design in short seas","2017","Devi",NA,1
"91762657","Design and prototyping of a FRCC modular and climate responsive affordable housing system for underserved people in the pacific island nations","2015","Devi",NA,1
"91762663","Does exclusion matter in conservation agreements? A case of mangrove users in the Ecuadorian coast using participatory choice experiments","2019","Devi",NA,0
"91762664","Prospects for generating electricity by large onshore and offshore wind farms","2017","Devi",NA,1
"91762669","Evaluation of the ocean ecosystem: Climate change modelling with backstop technologies","2017","Devi",NA,1
"91762675","Adaptation Actions to Reduce Impairment of Indian River Lagoon Water Quality Caused by Climate Change, Florida, USA","2021","Devi",NA,1
"91762680","Major storms, rising tides, and wet feet: Adapting to flood risk in the Philippines","2020","Devi",NA,1
"91762690","Storms, investor decisions, and the economic impacts of sea level rise","2001","Devi",NA,1
"91762700","Greenhouse Gas Emissions and Energy Consumption of Coastal Ecosystem Enhancement Programme through Sustainable Artificial Reefs in Galicia","2021","Devi",NA,1
"91762701","Revealing the dominant discourses of stakeholders towards natural resource management in Port Resolution, Vanuatu, using Q-method","2020","Devi",NA,1
"91762704","Heterogeneity of values for coastal flood risk management with nature-based solutions","2022","Devi",NA,0
"91762706","Direct air capture of CO2: A response to meet the global climate targets","2021","Devi",NA,1
"91762711","Particle-Gaseous pollutant emissions and cost of global biomass supply chain via maritime transportation: Full-scale synergy model","2021","Devi","??",1
"91762713","The Emerald Tutu: Floating Vegetated Canopies for Coastal Wave Attenuation","2022","Devi",NA,0
"91762716","Wind power planning: assessing long-term costs and benefits","2005","Devi",NA,1
"91762731","The economics of disaster risks and impacts in the Pacific","2018","Devi",NA,1
"91762735","Development of a viability assessment model for hydrogen production from dedicated offshore wind farms","2021","Devi",NA,1
"91762746","Designing a blueprint for coral reef survival","2021","Devi",NA,1
"91762753","Impacts of climate change on coastal flood risk in England and Wales: 2030-2100","2006","Devi",NA,1
"91762761","Wave Attenuation by Vegetation: Model Implementation and Validation Study","2022","Devi",NA,0
"91762763","The Mixed Methods Practical Sustainability Research Framework: An Illustration From Research on the Creeping Problem of Coastal Complexity and Mangrove Management","2022","Devi",NA,0
"91762764","Aligning bottom-up initiatives and top-down policies? A comparative analysis of overfishing and coastal governance in Ghana, Tanzania, the Philippines, and Thailand","2022","Devi",NA,1
"91762767","Climate change adaptation in aquaculture","2020","Devi",NA,1
"91762783","Recent technology and challenges of wind energy generation: A review","2022","Devi",NA,1
"91762790","Factors influencing hazard management by municipalities: The case of coastal communities","2022","Devi",NA,1
"91762792","Exploring the Impact of Climate Change on Arctic Shipping through the Lenses of Quadruple Bottom Line and Sustainable Development Goals","2022","Devi",NA,0
"91762804","Renewable energy in India: Current status and future potentials","2010","Devi",NA,1
"91762812","Can Strategies to Cope with Hazard Shocks be Explained by At-Risk Households' Socioeconomic Asset Profile? Evidence from Tropical Cyclone-Prone Coastal Bangladesh","2017","Devi",NA,0
"91762818","Insights and guidance for offshore CO2 storage monitoring based on the QICS, ETI MMV, and STEMM-CCS projects","2020","Devi",NA,1
"91762832","Linking Coastal and Marine Resources Endowments and Climate Change Resilience of Tanzania Coastal Communities",NA,"Devi",NA,1
"91762846","Embedded Sensors in Coastal Structures for On-Site Wave Impact Pressure Monitoring","2018","Devi",NA,1
"91762850","Types of cluster adaptation to climate change. Lessons from the port and logistics sector of Northwest Germany","2012","Devi",NA,1
"91762855","Coastal sediment elevation change following anthropogenic mangrove clearing","2015","Devi",NA,1
"91762858","Blue Carbon Ecosystems and Their Role in Climate Change Mitigation-An Overview","2016","Devi",NA,1
"91762859","Making Space for Proactive Adaptation of Rapidly Changing Coasts: A Windows of Opportunity Approach","2017","Devi",NA,1
"91762867","Maintaining Carbon Storage Does Not Reduce Fish Production from Mangrove-Fish Pond System: A Case Study in Coastal Area of Subang District, West Java, Indonesia","2022","Devi",NA,1
"91762872","An Analysis of Resilience Planning at the Nexus of Food, Energy, Water, and Transportation in Coastal US Cities","2021","Devi",NA,1
"91762878","Communities and change in the anthropocene: understanding social-ecological vulnerability and planning adaptations to multiple interacting exposures","2016","Devi",NA,0
"91762898","Monopile-mounted wave energy converter for a hybrid wind-wave system","2019","Devi",NA,1
"91762917","Analysis on renewable energy systems","2013","Devi",NA,1
"91762929","Review on Unconventional Wind Energy","2020","Devi",NA,1
"91762937","Regional economic analysis of flood defence heights at the German Baltic Sea coast: A multi-method cost-benefit approach for flood prevention","2021","Devi",NA,1
"91762945","What drives farmers to adopt farm-level adaptation practices to climate extremes: Empirical evidence from Odisha, India","2015","Devi",NA,1
"91762952","RESILIENT FLOOD PROTECTION INFRASTRUCTURE: THE EAST SIDE COASTAL RESILIENCY PROJECT OF NEW YORK CITY","2017","Devi",NA,1
"91762956","Conserving intertidal habitats: What is the potential of ecological engineering to mitigate impacts of coastal structures?","2015","Devi","??",1
"91762967","Mangrove forests store high densities of carbon across the tropical urban landscape of Singapore","2016","Devi",NA,1
"91762968","Conservation action in a changing climate","2008","Devi",NA,1
"91762972","Securing Landscape Resilience to Tropical Cyclones in Australia's Wet Tropics under a Changing Climate: Lessons from Cyclones Larry (and Yasi)","2012","Devi",NA,1
"91762976","Household-Level Coastal Adaptation and Its Drivers: A Systematic Case Study Review","2017","Devi",NA,1
"91762988","Wind Turbine Technology Trends","2022","Devi",NA,1
"91763003","Fishing Industry Perspectives on Sea-Level Rise Risk and Adaptation","2021","Devi",NA,1
"91763012","Ecotourism, climate change and reef fish consumption in Palau: Benefits, trade-offs and adaptation strategies","2018","Devi",NA,1
"91763014","Ecological consequences of sea level rise and flood protection strategies in shallow coastal systems: A quick-scan barcoding approach","2021","Devi",NA,1
"91763018","Regreening the Coast: Community-Based Mangrove Conservation and Restoration in Sri Lanka","2017","Devi",NA,0
"91763025","A Climate Change Adaptation Planning Process for Low-Lying, Communities Vulnerable to Sea Level Rise","2012","Devi",NA,1
"91763028","Integrating regional conservation priorities for multiple objectives into national policy","2015","Devi",NA,1
"91763043","Potential of sub-seafloor CO2 geological storage in northern South China Sea and its importance for CCS development in South China","2013","Devi",NA,1
"91763067","Climate-related community knowledge networks as a tool to increase learning in the context of environmental change","2018","Devi",NA,0
"91763068","Adaptive Planning for Transportation Corridors Threatened by Sea Level Rise","2016","Devi",NA,1
"91763071","From plate to plug: The impact of offshore renewables on European fisheries and the role of marine spatial planning","2022","Devi",NA,1
"91763074","Precautionary Management and the Development of Future Fishing Opportunities: The International Regulation of New and Exploratory Fisheries","2018","Devi","??",1
"91763093","Community perceptions of climate change and ecosystem-based adaptation in the mangrove ecosystem of the Rufiji Delta, Tanzania","2022","Devi",NA,1
"91763094","Power, knowledge and the transformative potential of marine community science","2022","Devi",NA,1
"91759788","Mainstreaming adaptation strategy for flood risk due to climate change impact on Jakabaring, Palembang, Indonesia","2020","Devi",NA,1
"91759794","Impacts of sea level rise on wave overtopping rates around the coast of England",NA,"Devi",NA,1
"91759796","Beyond static spatial management: Scientific and legal considerations for dynamic management in the high seas","2020","Devi",NA,1
"91759798","Long-term CO2 Emission Reduction from Renewable Energy in Power Sector: The case of Thailand in 2050","2017","Devi",NA,1
"91759809","Assessment of climatic variability risks with application of livelihood vulnerability indices","2020","Devi",NA,1
"91759815","Getting Ready for a Changing Climate: Supporting Councillor's Leadership Role in Adaptation","2011","Devi",NA,1
"91759820","The Making of a Gravel Beach (Cavo, Elba Island, Italy)","2021","Devi",NA,0
"91759830","Impacts of large-scale aquaculture activities on the seawater carbonate system and air-sea CO2 flux in a subtropical mariculture bay, southern China","2021","Devi",NA,1
"91759831","Prospect theory, mitigation and adaptation to climate change","2017","Devi",NA,1
"91759832","Coastal Poverty, Resource-Dependent Livelihood, Climate Change, and Adaptation: An Empirical Study in Indian Coastal Sunderbans","2017","Devi",NA,1
"91759842","Perceptions and local adaptation strategies to climate change of marine capture fishermen in Bengkulu Province, Indonesia","2018","Devi",NA,1
"91759844","A Wireless Sensors Network System for Local Multipoint Storm Surge Measurements","2018","Devi",NA,0
"91759849","A globally deployable strategy for co-development of adaptation preferences to sea-level rise: the public participation case of Santos, Brazil","2017","Devi",NA,1
"91759854","Influence of particle shape on pebble transport in a mixed sand and gravel beach during low energy conditions: Implications for nourishment projects","2019","Devi",NA,0
"91759857","Light Is More Important Than Nutrient Ratios of Fertilization for Cymodocea nodosa Seedling Development","2018","Devi",NA,1
"91759867","Risk assessment for the sustainability of coastal communities: A preliminary study","2019","Devi",NA,1
"91759871","Preface: Monitoring and modelling to guide coastal adaptation to extreme storm events in a changing climate","2016","Devi",NA,1
"91759879","Economic impact of climate change and climate change adaptation strategies for fisheries sector in Solomon Islands: Implication for food security","2016","Devi",NA,1
"91759883","Design of self-righting steam generators for solar-driven interfacial evaporation and self-powered water wave detection","2020","Devi",NA,1
"91759885","The Practicalities of a Learning Tourism Destination: a Case Study of the Ningaloo Coast","2009","Devi",NA,0
"91759886","Climate change adaptation as a development challenge to small Island states: A case study from the Solomon Islands","2020","Devi",NA,1
"91759893","EVALUATION AND ADAPTIONS TO THE GREENHEART PROJECT ZERO-EMISSION VESSEL FOR SERVICE IN THE PACIFIC ISLANDS","2021","Devi",NA,1
"91759894","MANAGING COASTAL CHANGE IN THE CULTURAL LANDSCAPE A Case Study in Yankeetown and Inglis, Florida","2015","Devi",NA,1
"91759895","Multi-Criteria Studies and Assessment Supporting the Selection of Locations and Technologies Used in CO2-EGS Systems","2021","Devi",NA,1
