id	title	abstract	keywords
720	Stratospheric Temperature Changes and Ozone Recovery in the 21st Century	Increasing greenhouse gases and likely ozone recovery will be the two most, important factors influencing changes in stratospheric temperatures in the 21st century. The radiative effect of increasing greenhouse gases will cause cooling in the stratosphere, while ozone recovery will lead to stratospheric warming. To investigate how stratospheric temperatures change under the two opposite forcings in the 21st century, we use observed ozone and reanalysis data as well as simulation results from four coupled oceanic and atmospheric general circulation models (GISS-ER, GFDL-CM20, NCAR-CCSM3, and UKMO-HadCM3) used in the IPCC (Intergovernment Panel for Climate Change) Fourth Assessment Report (AR4). Observational analysis shows that total column ozone and lower stratospheric temperatures all show increasing in the past 10 Years, while middle stratospheric temperatures demonstrate cooling. IPCC AR4 simulations Show that greenhouse forcing alone will lead to stratospheric cooling. However, with forcing of both increasing greenhouse gases and ozone recovery, the middle stratosphere will be cooled, while the lower stratosphere will be warmed. Warming magnitudes vary from one model to another. UKMO-HadCM3 generates relatively strong warming for all three greenhouse scenarios, and warming extends to 40 hPa. GFDL-CM20 and NCAR-CCSM3 produce weak warming, and warming mainly exists at lower levels, below about 60 hPa. In addition, we also discuss the effect of temperature changes on ozone recovery.	stratosphere; increasing greenhouse gases; ozone recovery; climate change; IPCC AR4
1846	Climate response to the spatial and temporal evolutions of anthropogenic aerosol forcing	Large-scale climate response to the spatial and temporal changes of anthropogenic aerosols are investigated in comparison with greenhouse gas (GHG) forcing using Coupled Model Intercomparison Project Phase 6 (CMIP6) simulations during 1930-2010. Globally, increasing anthropogenic aerosols in the Northern Hemisphere (NH) since the industrial revolution generates a North-South interhemispherically asymmetric climate response pattern. But this feature only dominates the historical climate change early in the twentieth century. In the second half of the twentieth century, anthropogenic aerosol emissions increase monotonically in Asia, but increase first and then decrease rapidly over Europe and North America. The shift of aerosol emissions from the western mid-latitude NH to the eastern low-latitude NH induces distinct climate response patterns compared with its global increase effect, anchoring an equatorial symmetric tropical sea surface temperature (SST) cooling and precipitation decrease, which resembles that in the GHG-induced response patterns with sign reversed. After the mid-1970s, with declining aerosol emissions over Europe and North America and increasing emissions in Asia, anthropogenic aerosol forcing generates a northward recovery of the tropical rainfall with little response in the tropical SST anomalies due to the cancellation effect of the distinct aerosol emissions conditions between the western and the eastern NH. While GHG forcing dominates observed climate change in the twentieth century, the distinct climate response patterns to the spatial and temporal evolutions of anthropogenic aerosol forcing highlight its important role in shaping the regional climate changes.	Aerosol forcing; Spatial variation; Temporal evolution; Climate response; Atmospheric circulation
3087	Theoretical Derivation of a Prediction Model for CO2 Adsorption by Coal	Adsorption characteristics of CO2 by coal are an important reservoir parameter to determine the CO2 storage capacity of the coal seam. The Langmuir isotherm adsorption model is commonly used to describe the isothermal adsorption line of coal. However, we cannot predict the CO2 adsorption capacity at other temperatures by using the Langmuir model based on the experimental data at a fixed temperature. This paper analyzes the epsilon-V-ad adsorption characteristic curves of three coal samples over a range of temperatures and pressures. The study demonstrates that the adsorption characteristic curves of CO2 gas are independent of temperature and depend mainly on the dispersion force between coal and the CO2 molecules. In addition, the adsorption potential of CO2 gas has a negative correlation with the volume of the adsorbed phase. Hence, the CO2 adsorption characteristic curve of coal conforms to the logarithmic function. Based on the adsorption potential theory, the prediction model of CO2 adsorption by coal is derived. The deviation analysis from measured data shows that the average relative deviation of the three coal samples is similar to 5\%, and the prediction results are accurate and reliable. Under different temperature and pressure conditions of the three coal samples, the results from the prediction model of CO2 adsorption by coal and the Langmuir model have a strong correlation with the experimental results. In comparison with the Langmuir model, the prediction model of CO2 adsorption by coal can predict the adsorption capacity under different temperature and pressure conditions. Hence, it has a wide range of applications when compared to that of the Langmuir model. In practical applications, better results are achieved with a significant reduction in experimental time and labor.	NA
478	Actions to halt biodiversity loss generally benefit the climate	The two most urgent and interlinked environmental challenges humanity faces are climate change and biodiversity loss. We are entering a pivotal decade for both the international biodiversity and climate change agendas with the sharpening of ambitious strategies and targets by the Convention on Biological Diversity and the United Nations Framework Convention on Climate Change. Within their respective Conventions, the biodiversity and climate interlinked challenges have largely been addressed separately. There is evidence that conservation actions that halt, slow or reverse biodiversity loss can simultaneously slow anthropogenic mediated climate change significantly. This review highlights conservation actions which have the largest potential for mitigation of climate change. We note that conservation actions have mainly synergistic benefits and few antagonistic trade-offs with climate change mitigation. Specifically, we identify direct co-benefits in 14 out of the 21 action targets of the draft post-2020 global biodiversity framework of the Convention on Biological Diversity, notwithstanding the many indirect links that can also support both biodiversity conservation and climate change mitigation. These relationships are context and scale-dependent; therefore, we showcase examples of local biodiversity conservation actions that can be incentivized, guided and prioritized by global objectives and targets. The close interlinkages between biodiversity, climate change mitigation, other nature's contributions to people and good quality of life are seldom as integrated as they should be in management and policy. This review aims to re-emphasize the vital relationships between biodiversity conservation actions and climate change mitigation in a timely manner, in support to major Conferences of Parties that are about to negotiate strategic frameworks and international goals for the decades to come.	biodiversity conservation; carbon sequestration; climate change mitigation; convention on biological diversity; nature-based solutions; restoration
2849	Effect of hydrogen addition on criteria and greenhouse gas emissions for a marine diesel engine	Hydrogen remains an attractive alternative fuel to petroleum and a number of investigators claim that adding hydrogen to the air intake manifold of a diesel engine will reduce criteria emissions and diesel fuel consumption. Such claims are appealing when trying to simultaneously reduce petroleum consumption, greenhouse gases and criteria pollutants. The goal of this research was to measure the change in criteria emissions (CO, NOx and PM2.5) and greenhouse gases such as carbon dioxide (CO2), using standard test methods for a wide range of hydrogen addition rates. A two-stroke Detroit Diesel Corporation 12V-71TI marine diesel engine was mounted on an engine dynamometer and tested at three out of the four loads specified in the ISO 8178-4 E3 emission test cycle and at idle. The engine operated on CARB ultra-low sulfur \#2 diesel with hydrogen added at flow rates of 0, 22 and 220 SLPM. As compared with the base case without hydrogen, measurements showed that hydrogen injection at 22 and 220 SLPM had negligible influence on the overall carbon dioxide specific emission, EFCO2. However, in examining data at each load the data revealed that at idle EFCO2 was reduced by 21\% at 22 SLPM (6.9\% of the added fuel energy was from hydrogen) and 37.3\% at 220 SLPM (103.1\% of the added fuel energy was from hydrogen). At all other loads, the influence of added hydrogen was insignificant. Specific emissions for nitrogen oxides, EFNOx, and fine particulate matters, EFPM2 5, showed a trade-off relationship at idle. At idle, EFNOx was reduced by 28\% and 41\% with increasing hydrogen flow rates, whilst EFPM2 5 increased by 41\% and 86\% respectively. For other engine loads, EFNOx and EFPM2.5 did not change significantly with varying hydrogen flow rates. One of the main reasons for the greater impact of hydrogen at idle is that the contribution of hydrogen to the total fuel energy is much higher at idle as compared to the other loads. The final examination in this paper was the system energy balance when hydrogen is produced by an on-board electrolysis unit. An analysis at 75\% engine load showed that hydrogen production increased the overall equivalent fuel consumption by 2.6\% at 22 SLPM and 17.7\% at 220 SLPM. Copyright (C) 2014, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.	Dual fuel internal combustion engine; Hydrogen addition; Diesel engine; PM; NOx; Fuel consumption
3251	Biota from the coastal wetlands of Praia da Vitoria (Terceira, Azores, Portugal): Part 1-Arthropods	Background During a LIFE research project aiming at the implementation of the conservation of the habitats and restoration of coastal wetland areas of Praia da Vitoria (Terceira, Azores, Portugal), there was the opportunity undertake a systematic record of several groups of arthropods in three wetland areas: Paul da Praia da Vitoria (PPV), Paul do Belo Jardim (PBJ) and Paul da Pedreira do Cabo da Praia (PPCP). The objective of the study was to perform a rapid biodiversity assessment, comparing the three sites in two different years, before and after the implementation of several conservation measures. This project also contributed to improve the knowledge of Azorean arthropod diversity at both local and regional scales, including new taxa for Terceira island and new records for Azores. Taking into consideration those aims, a set of standardised sampling methods were performed, inspired by the COBRA protocol originally developed for spiders. New information A total of 15,810 specimens belonging to 216 arthropod species and subspecies were collected. Beetles (Insecta, Coleoptera) and spiders (Araneae) dominated, with 81 and 51 taxa, respectively. Two beetle families dominated, Staphylinidae and Curculionidae with, respectively, 22 and 17 species and subspecies. Exotic species were also dominant (132 species and subspecies), the Azorean endemics being restricted to only eight taxa. The remaining 76 species and subspecies are native non-endemic. Two rare endemic species were found with relatively sustainable populations, the Azores Cone-head Conocephalus chavesi (Orthoptera, Tettigoniidae) and the true weevil Drouetius oceanicus oceanicus (Coleoptera, Curculionidae). A total of six species are novel for the Azores, five exotic (Bledius unicornis, Carpelimus zealandicus, Oenopia doublieri, Sitona hispidulus, Trichiusa immigrata) and one possibly native (Pyrrhocoris apterus). An additional 15 taxa are novel for Terceira island, ten exotic (Cheiracanthium mildei, Cylindroiulus latestriatus, Eumodicogryllus bordigalensis, Nemobius sylvestris, Pissodes castaneus, Psyllipsocus ramburi, Trachyzelotes lyonneti, Trigonnidium cicindeloides, Tychius cuprifer, Zelotes tenuis) and five native (Aegialia arenaria, Oxypoda lurida, Platycleis sabulosa, Plinthisus brevipennis, Tachyura diabrachys).	Arthropoda; Azores; Terceira Island; coastal area; standardised sampling
5689	Particle size distribution and estimated carbon flux across the Arabian Sea oxygen minimum zone	The goal of the Arabian Sea section of the TARA oceans expedition was to study large particulate matter (LPM > 100 mu m) distributions and possible impact of associated midwater biological processes on vertical carbon export through the oxygen minimum zone (OMZ) of this region. We propose that observed spatial patterns in LPM distribution resulted from the timing and location of surface phytoplankton bloom, lateral transport, microbial processes in the core of the OMZ, and enhanced biological processes mediated by bacteria and zooplankton at the lower oxycline. Indeed, satellite-derived net primary production maps showed that the northern stations of the transect were under the influence of a previous major bloom event while the most southern stations were in a more oligotrophic situation. Lagrangian simulations of particle transport showed that deep particles of the northern stations could originate from the surface bloom while the southern stations could be considered as driven by 1-D vertical processes. In the first 200 m of the OMZ core, minima in nitrate concentrations and the intermediate nepheloid layer (INL) coincided with high concentrations of 100 mu m < LPM < 200 mu m. These particles could correspond to colonies of bacteria or detritus produced by anaerobic microbial activity. However, the calculated carbon flux through this layer was not affected. Vertical profiles of carbon flux indicate low flux attenuation in the OMZ, with a Martin model b exponent value of 0.22. At three stations, the lower oxycline was associated to a deep nepheloid layer, an increase of calculated carbon flux and an increase in mesozooplankton abundance. Enhanced bacterial activity and zooplankton feeding in the deep OMZ is proposed as a mechanism for the observed deep particle aggregation. Estimated lower flux attenuation in the upper OMZ and re-aggregation at the lower oxycline suggest that OMZ may be regions of enhanced carbon flux to the deep sea relative to non OMZ regions.	NA
4752	Receiver Function Seismology	The results of application of the receiver function technique are briefly reviewed. In the mantle transition zone, the topography of the main seismic boundaries is evaluated with a resolution of about 3 km in depth and a lateral resolution of about 200 km. The variations of the depth of the main boundaries have the maximal amplitude reaching tens of kilometers. Thinning of the mantle transition zone in the hot spots and the respective increase in temperature by similar to 100 degrees C is established. In several regions, two low-velocity layers are revealed in the mantle transition zone: one directly above the 410-km seismic discontinuity and another at a depth of 450 to 500 km. The origin of the first layer is associated with dehydration in the mantle plumes in the process of the olivine-wadsleyite phase transformation. The increase in the velocity of S-waves in the base of the second layer may explain the observations of the so-called 520-km boundary. The traditional approach to the studies of the structure of the crust and upper mantle is based on using the surface waves. Receiver functions can provide higher resolution at the same depths when a combination of P-and S-wave receiver functions is used. This type of results was obtained for Fennoscandia, Kaapvaal craton, Indian shield, Central Tien Shan, Baikal rift zone, the Azores, Cape Verde Islands, and the western Mediterranean. S-receiver functions were used in the study of the lunar crust. The joint inversion of P-and S-receiver functions provides robust estimates of the parameters of the seismic boundaries, including weak discontinuities such as the lithosphere-asthenosphere interface of cratons. The parameters determined from receiver functions include the P-wave to S-wave velocity ratio. In a few regions, a very high (>2.0) velocity ratio is observed in the lower crust that may indicate the presence of a fluid with a high pore pressure. Receiver functions allow estimating the parameters of the azimuthal anisotropy as a function of depth. The change of the parameters with depth makes it possible to distinguish the active anisotropy associated with recent deformations from the frozen anisotropy-the effect of the past tectonic processes.	NA
1577	Investigating flood resilience perceptions and supporting collective decision-making through fuzzy cognitive mapping	Improving flood resilience of communities requires a holistic understanding of risks and resilience options as well as the preferences and priorities of different stakeholders. Innovations in risk and resilience assessment have helped communities to identify gaps in their flood risk management strategy but selecting and implementing resilience solutions remains a big challenge for many decision-makers. In addition to traditional appraisals and cost-benefit assessments this also calls for a participatory process in which various stakeholders are encouraged to adopt a system-level approach in identifying interventions that can maximise a range of benefits and co-benefits. In this study, we investigate how a combination of modelling and measurement methods can help decision-makers with their flood resilience strategies. We apply a participatory system thinking approach combining Fuzzy Cognitive Mapping (FCM) with a flood resilience measurement framework called Flood Resilience Measurement for Communities (FRMC). We first investigate stakeholders' biases on flood resilience interventions, and then lead them through a system thinking exercise using FCM and FRMC to elicit mental models representing important aspects of flood resilience and their interrelation. These are then aggregated, representing the collective perceptions and knowledge of stakeholders, and used to identify the most beneficial resilience actions in terms of direct and indirect impacts on flood resilience. We apply this approach to the case of Lowestoft, a coastal town in England exposed to significant flood risk. Developed in close collaboration with the local authorities, the ambition is to support decision-making on flood resilience interventions. We find that this combination of methods enables system-level thinking and inclusive decision-making about flood resilience which can ultimately encourage transformative decisions on prioritization of actions and investments.	Flood resilience; Participatory decision making; Resilience measurement tool; Mind mapping; Fuzzy cognitive mapping
3828	Productivity parameters and soil health dynamics under long-term 2-year potato rotations in Atlantic Canada	Crop rotation effects, due to emerging soil ecological interactions and processes that occur with time, can have a major impact on crop productivity and soil health. 2-year potato (Solanum tuberosum L.) rotation studies were conducted during an 11-year period on a fine sandy loam (Orthic Podzol) under a cool, humid climate in Prince Edward Island in eastern Canada. Rotation partners included Italian ryegrass (Lolium multiflorum Lam.), red clover (Trifolium pratense L.), and barley (Hordeum vulgare L.). The study objective was to assess trends in yield parameters, populations and diversity in nematodes and soil-borne pathogens, and soil structural stability and organic matter retention with time. Italian ryegrass had the largest biomass of both herbage (6.5 Mg ha(-1)) and roots (4.8 Mg ha(-1)), compared to red clover or barley. Averaged across 9 years, potato tuber yield was highest under Italian ryegrass (35.0 Mg ha(-1)) and lowest under red clover (31.1 Mg ha(-1)) rotations. Differences in tuber yield among rotations was associated with soil N limitation and nematode activity, but was not evident until Year 6. Population densities of specific plant parasitic nematodes recovered from roots and soil were generally low and varied according to host plant. Root lesion (Protylenchus spp.) and root-knot (Meloidogyne spp.) nematodes were more prevalent under red clover compared to other rotational crops. Stunt (Merlinius spp. and Tylenchorhynchus spp.) nematodes were more common under Italian ryegrass. The main organisms associated with tuber-borne disease were Rhizoctonia solani, Streptomyces spp., Fusarium spp., and Helminthosporium solani. The greatest reduction in tuber-borne diseases occurred with the potato-red clover rotation but significant differences were infrequent. Soil structural form throughout the soil profile (to 30 cm depth) was not adversely affected by the rotational treatments during the duration of the study, while soil structural stability at the soil surface (0-10 cm) was significantly improved. Losses of soil organic C, during the 11-year period ranged from marginal (4\%) for rotations with Italian ryegrass, to significant (16\%) under the barley rotation. Computer simulations, using the Century model, illustrated the importance of C inputs to maintain soil organic matter levels. Overall, potato crop productivity and soil organic C were generally maintained in rotations that contained Italian ryegrass, but declined under rotations with red clover and barley. (C) 2003 Elsevier Science B.V. All rights reserved.	crop rotation; potato; soil-borne tuber diseases; plant parasitic nematodes; barley; red clover; Italian ryegrass; Podzol; soil organic carbon retention; soil health; soil structured; Eastern Canada
2994	Impact of shoreface nourishment and breakwaters on the sediment processes of the Lithuanian nearshore	Various measures have been used to protect coastal areas controlling beach erosion. During the last decades all over the world there has been many alternatives from engineering to soft coastal defence techniques, among which artificial beach nourishment and breakwaters are particularly popular. This study evaluates the changes of sediment processes in Lithuanian nearshore using two measures of shore protection: breakwaters and shoreface nourishment. The current study aims to estimate which measure is more effective in Lithuanian nearshore. For this purpose the calculations of sediment transport were done for breakwaters and nearshore berms separately (case study area is in Baltic Sea near Palanga). The analysis is based on the results of MIKE 21 modelling system (waves, hydrodynamic processes and sediment transport) under varying climatic conditions, especially in stormy weather that has the major impact on hydrodynamic and sediment processes.	sediment transport; shoreface nourishment; breakwater; MIKE 21; Baltic Sea
